OC-LP-B1_1,
0.83,0.318288314
0.835,0.316174021
0.84,0.313684918
0.845,0.311342778
0.85,0.309149741
0.855,0.305603572
0.86,0.30335141
0.865,0.301333712
0.87,0.299587721
0.875,0.297749391
0.88,0.296364667
0.885,0.295015713
0.89,0.29360742
0.895,0.292332736
0.9,0.291378282
0.905,0.290685425
0.91,0.28992693
0.915,0.289511613
0.92,0.289099504
0.925,0.289133015
0.93,0.288802806
0.935,0.288847126
0.94,0.288777198
0.945,0.288884525
0.95,0.289002624
0.955,0.289432432
0.96,0.289908105
0.965,0.290208117
0.97,0.290628517
0.975,0.291167856
0.98,0.291668344
0.985,0.292047105
0.99,0.292444126
0.995,0.292410993
1,0.292671027
1.005,0.292921187
1.01,0.293122946
1.015,0.293414196
1.02,0.293587193
1.025,0.293597865
1.03,0.294026652
1.035,0.294172722
1.04,0.294260526
1.045,0.294526286
1.05,0.295239118
1.055,0.295524438
1.06,0.295796197
1.065,0.29593142
1.07,0.295942666
1.075,0.29683101
1.08,0.297337249
1.085,0.298763701
1.09,0.299589667
1.095,0.300099849
1.1,0.30077589
1.105,0.30104584
1.11,0.301931721
1.115,0.302739916
1.12,0.303474162
1.125,0.304138197
1.13,0.304735757
1.135,0.30527058
1.14,0.305746402
1.145,0.306166961
1.15,0.306535994
1.155,0.306857238
1.16,0.30713443
1.165,0.307371308
1.17,0.307571607
1.175,0.307739066
1.18,0.307877421
1.185,0.30799041
1.19,0.30808177
1.195,0.308155237
1.2,0.308214549
1.205,0.308263443
1.21,0.308305656
1.215,0.308344926
1.22,0.308384988
1.225,0.308429581
1.23,0.308482442
1.235,0.308547307
1.24,0.308627913
1.245,0.308727998
1.25,0.308850148
1.255,0.308993538
1.26,0.309156713
1.265,0.309338216
1.27,0.30953659
1.275,0.30975038
1.28,0.30997813
1.285,0.310218384
1.29,0.310469684
1.295,0.310730576
1.3,0.310999602
1.305,0.311275308
1.31,0.311556236
1.315,0.31184093
1.32,0.312127935
1.325,0.312415794
1.33,0.312703051
1.335,0.312988249
1.34,0.313269934
1.345,0.313546648
1.35,0.313816935
1.355,0.314079339
1.36,0.314332405
1.365,0.314574675
1.37,0.314804695
1.375,0.315021006
1.38,0.315222154
1.385,0.315406685
1.39,0.315573525
1.395,0.315722458
1.4,0.31585338
1.405,0.31596619
1.41,0.316060784
1.415,0.31613706
1.42,0.316194916
1.425,0.316234249
1.43,0.316254956
1.435,0.316256935
1.44,0.316240083
1.445,0.316204298
1.45,0.316149477
1.455,0.316075517
1.46,0.315982317
1.465,0.315869773
1.47,0.315737783
1.475,0.315586245
1.48,0.315415055
1.485,0.315224112
1.49,0.315013312
1.495,0.314782554
1.5,0.314531734
1.505,0.31426075
1.51,0.3139695
1.515,0.31365788
1.52,0.313325789
1.525,0.312973128
1.53,0.312600111
1.535,0.312207481
1.54,0.311796033
1.545,0.311366563
1.55,0.310919864
1.555,0.310456733
1.56,0.309977963
1.565,0.309484349
1.57,0.308976687
1.575,0.308455771
1.58,0.307922397
1.585,0.307377358
1.59,0.306821451
1.595,0.306255469
1.6,0.305680208
1.605,0.305096462
1.61,0.304505027
1.615,0.303906697
1.62,0.303302267
1.625,0.302692532
1.63,0.302078287
1.635,0.301460327
1.64,0.300839446
1.645,0.30021644
1.65,0.299592102
1.655,0.29896723
1.66,0.298342616
1.665,0.297719047
1.67,0.29709698
1.675,0.296476443
1.68,0.295857433
1.685,0.295239951
1.69,0.294623994
1.695,0.294009561
1.7,0.293396652
1.705,0.292785266
1.71,0.2921754
1.715,0.291567054
1.72,0.290960227
1.725,0.290354918
1.73,0.289751125
1.735,0.289148847
1.74,0.288548083
1.745,0.287948833
1.75,0.287351094
1.755,0.286754865
1.76,0.286160146
1.765,0.285566936
1.77,0.284975232
1.775,0.284385035
1.78,0.283796342
1.785,0.283209153
1.79,0.282623467
1.795,0.282039281
1.8,0.281456596
1.805,0.280875428
1.81,0.280296195
1.815,0.279719719
1.82,0.27914684
1.825,0.278578396
1.83,0.278015227
1.835,0.277458172
1.84,0.276908071
1.845,0.276365761
1.85,0.275832084
1.855,0.275307877
1.86,0.27479398
1.865,0.274291232
1.87,0.273800473
1.875,0.273322541
1.88,0.272858276
1.885,0.272408517
1.89,0.271974103
1.895,0.271555874
1.9,0.271154668
1.905,0.270771325
1.91,0.270406684
1.915,0.270061584
1.92,0.269736864
1.925,0.269433364
1.93,0.269151923
1.935,0.26889338
1.94,0.268658573
1.945,0.268448269
1.95,0.268262117
1.955,0.268098909
1.96,0.267957415
1.965,0.267836405
1.97,0.267734651
1.975,0.26765092
1.98,0.267583985
1.985,0.267532614
1.99,0.267495579
1.995,0.267471648
2,0.267459593
2.005,0.267458182
2.01,0.267466188
2.015,0.267482379
2.02,0.267505525
2.025,0.267534397
2.03,0.267567765
2.035,0.267604399
2.04,0.267643069
2.045,0.267682546
2.05,0.267721598
2.055,0.267758997
2.06,0.267793512
2.065,0.267823914
2.07,0.267848973
2.075,0.267867459
2.08,0.267878141
2.085,0.267879908
2.09,0.267872855
2.095,0.267857793
2.1,0.267835542
2.105,0.267806919
2.11,0.267772745
2.115,0.267733838
2.12,0.267691018
2.125,0.267645105
2.13,0.267596916
2.135,0.267547272
2.14,0.267496992
2.145,0.267446895
2.15,0.2673978
2.155,0.267350526
2.16,0.267305893
2.165,0.26726472
2.17,0.267227826
2.175,0.26719603
2.18,0.267170152
2.185,0.26715101
2.19,0.267139424
2.195,0.267136214
2.2,0.267142197
2.205,0.267158195
2.21,0.267185025
2.215,0.267223507
2.22,0.26727446
2.225,0.26733853
2.23,0.267415075
2.235,0.267502878
2.24,0.267600717
2.245,0.267707374
2.25,0.267821627
2.255,0.267942255
2.26,0.26806804
2.265,0.268197759
2.27,0.268330193
2.275,0.268464121
2.28,0.268598323
2.285,0.268731579
2.29,0.268862668
2.295,0.268990369
2.3,0.269113462
2.305,0.269230728
2.31,0.269340944
2.315,0.269442892
2.32,0.26953535
2.325,0.269617098
2.33,0.269686916
2.335,0.269743584
2.34,0.26978588
2.345,0.269812585
2.35,0.269822478
2.355,0.269814339
2.36,0.269786946
2.365,0.269739621
2.37,0.269674602
2.375,0.269595113
2.38,0.269504377
2.385,0.269405617
2.39,0.269302056
2.395,0.269196919
2.4,0.269093428
2.405,0.268994808
2.41,0.268904281
2.415,0.268825071
2.42,0.268760402
2.425,0.268713496
2.43,0.268687578
2.435,0.26868587
2.44,0.268711597
2.445,0.268767982
2.45,0.268858248
2.455,0.268985618
2.46,0.269153317
2.465,0.269364567
2.47,0.269622592
2.475,0.269930615
2.48,0.27029186
2.485,0.270709551
2.49,0.271186911
2.495,0.271727162
2.5,0.27233353
