Brown University Keck/NASA Relab Spectrum OC-TXH-015-D05/C1OC15D05,,
W,R,Standard Deviation
0.3,0.10476,0.28688
0.305,0.11607,0.18601
0.31,0.11425,0.13333
0.315,0.11757,0.10118
0.32,0.12174,0.08125
0.325,0.12568,0.06296
0.33,0.13062,0.04983
0.335,0.13443,0.04018
0.34,0.13961,0.0303
0.345,0.1438,0.02476
0.35,0.1478,0.02054
0.355,0.15343,0.01727
0.36,0.15849,0.01574
0.365,0.1626,0.01309
0.37,0.16731,0.01123
0.375,0.17116,0.00989
0.38,0.17433,0.00858
0.385,0.17723,0.00841
0.39,0.18048,0.00896
0.395,0.18402,0.01077
0.4,0.18592,0.00495
0.405,0.18865,0.00403
0.41,0.19164,0.00363
0.415,0.19404,0.0034
0.42,0.19669,0.00321
0.425,0.19884,0.00319
0.43,0.20073,0.00307
0.435,0.20314,0.00304
0.44,0.20498,0.00312
0.445,0.20707,0.00301
0.45,0.20838,0.00305
0.455,0.21038,0.00305
0.46,0.21229,0.00302
0.465,0.21428,0.00309
0.47,0.21599,0.00309
0.475,0.21817,0.00302
0.48,0.21995,0.00302
0.485,0.22161,0.00298
0.49,0.22267,0.00308
0.495,0.22418,0.00307
0.5,0.22531,0.0032
0.505,0.22709,0.00322
0.51,0.22897,0.00315
0.515,0.23099,0.00321
0.52,0.23266,0.00321
0.525,0.23436,0.00325
0.53,0.23511,0.00315
0.535,0.23712,0.00333
0.54,0.23892,0.00318
0.545,0.2402,0.00326
0.55,0.24146,0.0032
0.555,0.24259,0.00322
0.56,0.24332,0.00328
0.565,0.24439,0.00311
0.57,0.24476,0.00327
0.575,0.24595,0.0032
0.58,0.24616,0.00322
0.585,0.24699,0.00314
0.59,0.24737,0.00317
0.595,0.24815,0.00334
0.6,0.24894,0.00309
0.605,0.24967,0.00309
0.61,0.25057,0.00301
0.615,0.25145,0.00326
0.62,0.25235,0.00322
0.625,0.2531,0.00306
0.63,0.2536,0.00318
0.635,0.25446,0.00308
0.64,0.25497,0.00308
0.645,0.25599,0.00317
0.65,0.25601,0.00326
0.655,0.25662,0.00324
0.66,0.25681,0.00314
0.665,0.25749,0.00335
0.67,0.25813,0.00329
0.675,0.25872,0.00324
0.68,0.25879,0.00333
0.685,0.25911,0.00338
0.69,0.25922,0.00345
0.695,0.25982,0.00343
0.7,0.25974,0.00336
0.705,0.26008,0.00342
0.71,0.26036,0.00334
0.715,0.26078,0.00349
0.72,0.26076,0.00334
0.725,0.26143,0.00341
0.73,0.26105,0.00345
