KC-OPX-arvn_3,
0.62829,0.33723
0.62874,0.33664
0.62918,0.33656
0.62963,0.33615
0.63007,0.33667
0.63052,0.33667
0.63096,0.33652
0.63141,0.33657
0.63185,0.33689
0.6323,0.33668
0.63274,0.337
0.63319,0.33732
0.63364,0.33733
0.63408,0.33801
0.63453,0.33818
0.63497,0.33875
0.63542,0.33924
0.63586,0.33946
0.63631,0.33973
0.63675,0.33974
0.6372,0.33997
0.63764,0.34025
0.63809,0.3404
0.63853,0.34046
0.63897,0.34042
0.63942,0.34052
0.63986,0.34047
0.64031,0.34043
0.64075,0.34095
0.6412,0.34092
0.64164,0.34103
0.64209,0.34109
0.64253,0.34139
0.64298,0.34172
0.64342,0.34174
0.64387,0.34219
0.64431,0.34234
0.64475,0.34249
0.6452,0.34278
0.64564,0.34343
0.64609,0.34344
0.64653,0.3437
0.64698,0.34369
0.64742,0.34399
0.64786,0.3441
0.64831,0.34411
0.64875,0.34438
0.6492,0.34442
0.64964,0.34471
0.65009,0.3449
0.65053,0.34549
0.65097,0.34502
0.65142,0.3456
0.65186,0.34536
0.65231,0.34548
0.65275,0.34586
0.65319,0.34615
0.65364,0.34605
0.65408,0.34624
0.65452,0.34627
0.65497,0.34639
0.65541,0.34641
0.65586,0.34665
0.6563,0.34722
0.65674,0.34769
0.65719,0.34763
0.65763,0.34807
0.65807,0.34799
0.65852,0.34871
0.65896,0.34878
0.6594,0.34942
0.65985,0.34994
0.66029,0.35022
0.66073,0.35077
0.66118,0.35141
0.66162,0.35154
0.66207,0.35198
0.66251,0.35193
0.66295,0.35267
0.66339,0.35284
0.66384,0.35288
0.66428,0.35299
0.66472,0.35306
0.66517,0.35335
0.66561,0.3532
0.66605,0.35334
0.6665,0.35339
0.66694,0.35365
0.66738,0.35377
0.66783,0.35357
0.66827,0.35371
0.66871,0.35405
0.66915,0.35397
0.6696,0.35433
0.67004,0.35427
0.67048,0.35467
0.67093,0.35505
0.67137,0.35486
0.67181,0.35525
0.67225,0.35526
0.6727,0.3556
0.67314,0.35584
0.67358,0.35576
0.67402,0.35576
0.67447,0.35586
0.67491,0.35588
0.67535,0.35618
0.67579,0.35628
0.67624,0.35649
0.67668,0.35705
0.67712,0.35699
0.67756,0.35771
0.67801,0.35796
0.67845,0.35856
0.67889,0.359
0.67933,0.35938
0.67978,0.3595
0.68022,0.35961
0.68066,0.36007
0.6811,0.36005
0.68154,0.36042
0.68199,0.36026
0.68243,0.3602
0.68287,0.36024
0.68331,0.36045
0.68375,0.3605
0.6842,0.36055
0.68464,0.36073
0.68508,0.36128
0.68552,0.36165
0.68596,0.3617
0.6864,0.36194
0.68685,0.36229
0.68729,0.36295
0.68773,0.36314
0.68817,0.36338
0.68861,0.36389
0.68905,0.36438
0.6895,0.36502
0.68994,0.36541
0.69038,0.36576
0.69082,0.36597
0.69126,0.36609
0.6917,0.36654
0.69215,0.36647
0.69259,0.3663
0.69303,0.3663
0.69347,0.36619
0.69391,0.36638
0.69435,0.366
0.69479,0.3658
0.69523,0.36617
0.69568,0.36606
0.69612,0.36631
0.69656,0.36659
0.697,0.36669
0.69744,0.36731
0.69788,0.36787
0.69832,0.36838
0.69876,0.36913
0.6992,0.36949
0.69965,0.3703
0.70009,0.37044
0.70053,0.37054
0.70097,0.37099
0.70141,0.37089
0.70185,0.37107
0.70229,0.37104
0.70273,0.37126
0.70317,0.37138
0.70361,0.37185
0.70405,0.37182
0.70449,0.37224
0.70493,0.37228
0.70538,0.37268
0.70582,0.37305
0.70626,0.37278
0.7067,0.37268
0.70714,0.37292
0.70758,0.3728
0.70802,0.37283
0.70846,0.37283
0.7089,0.37371
0.70934,0.37386
0.70978,0.37411
0.71022,0.37469
0.71066,0.37543
0.7111,0.37571
0.71154,0.37592
0.71198,0.37608
0.71242,0.3763
0.71286,0.37659
0.7133,0.37665
0.71374,0.37661
0.71418,0.37662
0.71462,0.37679
0.71506,0.37683
0.7155,0.37694
0.71594,0.37738
0.71638,0.3776
0.71682,0.37738
0.71726,0.37716
0.7177,0.37667
0.71814,0.37673
0.71858,0.37652
0.71902,0.37647
0.71946,0.37648
0.7199,0.37664
0.72034,0.37707
0.72078,0.37706
0.72122,0.37755
0.72166,0.378
0.7221,0.37887
0.72254,0.37903
0.72298,0.37946
0.72342,0.37942
0.72386,0.3797
0.72429,0.37954
0.72473,0.3798
0.72517,0.37984
0.72561,0.37969
0.72605,0.37974
0.72649,0.37969
0.72693,0.37968
0.72737,0.37991
0.72781,0.37989
0.72825,0.37985
0.72869,0.38017
0.72913,0.3804
0.72957,0.3807
0.73,0.38138
0.73044,0.38188
0.73088,0.38211
0.73132,0.38257
0.73176,0.38249
0.7322,0.38241
0.73264,0.38246
0.73308,0.38237
0.73352,0.38171
0.73395,0.38142
0.73439,0.381
0.73483,0.38049
0.73527,0.38018
0.73571,0.37981
0.73615,0.37933
0.73659,0.37941
0.73703,0.37941
0.73746,0.37919
0.7379,0.37924
0.73834,0.37982
0.73878,0.37979
0.73922,0.38005
0.73966,0.38054
0.74009,0.38085
0.74053,0.38097
0.74097,0.38144
0.74141,0.38164
0.74185,0.38198
0.74229,0.38222
0.74272,0.38237
0.74316,0.38241
0.7436,0.38258
0.74404,0.38274
0.74448,0.38293
0.74492,0.38299
0.74535,0.38331
0.74579,0.38347
0.74623,0.38383
0.74667,0.38386
0.74711,0.38407
0.74754,0.38414
0.74798,0.38461
0.74842,0.38447
0.74886,0.38471
0.74929,0.3843
0.74973,0.38404
0.75017,0.38355
0.75061,0.38358
0.75105,0.38346
0.75148,0.3836
0.75192,0.38337
0.75236,0.38418
0.7528,0.38454
0.75323,0.38494
0.75367,0.38474
0.75411,0.38493
0.75455,0.38478
0.75498,0.38501
0.75542,0.38467
0.75586,0.38471
0.7563,0.38492
0.75673,0.38448
0.75717,0.38469
0.75761,0.385
0.75805,0.38481
0.75848,0.38472
0.75892,0.38428
0.75936,0.38406
0.75979,0.38424
0.76023,0.38371
0.76067,0.38382
0.76111,0.38337
0.76154,0.38344
0.76198,0.38328
0.76242,0.3833
0.76285,0.38309
0.76329,0.38293
0.76373,0.38268
0.76416,0.38229
0.7646,0.38253
0.76504,0.38244
0.76548,0.38241
0.76591,0.38188
0.76635,0.38221
0.76679,0.382
0.76722,0.38165
0.76766,0.38157
0.7681,0.38106
0.76853,0.38079
0.76897,0.38014
0.76941,0.37995
0.76984,0.3796
0.77028,0.37913
0.77072,0.3784
0.77115,0.37837
0.77159,0.37833
0.77202,0.37811
0.77246,0.37779
0.7729,0.37727
0.77333,0.37726
0.77377,0.37726
0.77421,0.37715
0.77464,0.37653
0.77508,0.37636
0.77551,0.37603
0.77595,0.3758
0.77639,0.37566
0.77682,0.37507
0.77726,0.37487
0.7777,0.37426
0.77813,0.37407
0.77857,0.37296
0.779,0.37311
0.77944,0.37294
0.77988,0.3729
0.78031,0.37242
0.78075,0.3723
0.78118,0.37209
0.78162,0.37159
0.78205,0.37124
0.78249,0.37013
0.78293,0.36932
0.78336,0.36936
0.7838,0.36906
0.78423,0.36875
0.78467,0.36856
0.7851,0.36855
0.78554,0.36866
0.78598,0.36867
0.78641,0.3686
0.78685,0.36837
0.78728,0.3683
0.78772,0.36852
0.78815,0.36825
0.78859,0.36778
0.78902,0.36747
0.78946,0.36684
0.78989,0.36653
0.79033,0.36612
0.79076,0.36618
0.7912,0.36559
0.79163,0.36491
0.79207,0.36496
0.79251,0.36452
0.79294,0.36341
0.79338,0.3631
0.79381,0.36212
0.79425,0.36153
0.79468,0.36102
0.79512,0.36028
0.79555,0.35983
0.79599,0.35925
0.79642,0.35888
0.79686,0.35829
0.79729,0.35778
0.79772,0.35744
0.79816,0.35717
0.79859,0.35692
0.79903,0.35656
0.79946,0.35585
0.7999,0.35514
0.80033,0.35427
0.80077,0.35367
0.8012,0.35306
0.80164,0.35225
0.80207,0.35155
0.80251,0.35128
0.80294,0.35138
0.80337,0.35115
0.80381,0.35054
0.80424,0.35017
0.80468,0.34968
0.80511,0.34894
0.80555,0.34808
0.80598,0.34699
0.80642,0.34621
0.80685,0.34544
0.80728,0.34477
0.80772,0.34441
0.80815,0.3437
0.80859,0.34361
0.80902,0.34263
0.80945,0.34235
0.80989,0.34174
0.81032,0.34135
0.81076,0.34114
0.81119,0.34057
0.81162,0.34032
0.81206,0.34027
0.81249,0.33981
0.81293,0.33969
0.81336,0.33924
0.81379,0.3387
0.81423,0.33791
0.81466,0.33729
0.8151,0.33654
0.81553,0.33595
0.81596,0.33535
0.8164,0.33467
0.81683,0.33374
0.81726,0.33268
0.8177,0.33205
0.81813,0.33086
0.81856,0.33007
0.819,0.32974
0.81943,0.32909
0.81986,0.32878
0.8203,0.32791
0.82073,0.3274
0.82116,0.32671
0.8216,0.32616
0.82203,0.32531
0.82246,0.32472
0.8229,0.32376
0.82333,0.32325
0.82376,0.32226
0.8242,0.32193
0.82463,0.32111
0.82506,0.32041
0.8255,0.3199
0.82593,0.31926
0.82636,0.31819
0.8268,0.3176
0.82723,0.3169
0.82766,0.31605
0.82809,0.31553
0.82853,0.31463
0.82896,0.314
0.82939,0.31347
0.82983,0.31314
0.83026,0.31306
0.83069,0.3127
0.83112,0.31244
0.83156,0.31222
0.83199,0.31213
0.83242,0.31189
0.83286,0.31119
0.83329,0.31059
0.83372,0.31019
0.83415,0.30942
0.83459,0.30876
0.83502,0.30766
0.83545,0.30706
0.83588,0.30663
0.83632,0.30586
0.83675,0.3056
0.83718,0.30529
0.83761,0.30462
0.83804,0.30408
0.83848,0.30358
0.83891,0.30341
0.83934,0.30244
0.83977,0.30191
0.84021,0.30137
0.84064,0.30094
0.84107,0.30081
0.8415,0.30006
0.84193,0.29948
0.84237,0.29908
0.8428,0.29854
0.84323,0.29818
0.84366,0.29767
0.84409,0.29742
0.84453,0.29654
0.84496,0.2961
0.84539,0.2955
0.84582,0.29539
0.84625,0.29452
0.84669,0.29387
0.84712,0.29335
0.84755,0.29244
0.84798,0.29166
0.84841,0.29161
0.84884,0.29078
0.84928,0.29032
0.84971,0.29
0.85014,0.28959
0.85057,0.28863
0.851,0.28801
0.85143,0.28732
0.85186,0.28695
0.8523,0.28608
0.85273,0.28504
0.85316,0.28447
0.85359,0.28366
0.85402,0.28281
0.85445,0.28235
0.85488,0.28163
0.85532,0.28107
0.85575,0.28061
0.85618,0.28043
0.85661,0.27998
0.85704,0.27987
0.85747,0.27956
0.8579,0.27946
0.85833,0.27947
0.85876,0.27913
0.8592,0.27855
0.85963,0.27852
0.86006,0.27793
0.86049,0.27766
0.86092,0.27746
0.86135,0.27722
0.86178,0.27687
0.86221,0.27683
0.86264,0.27643
0.86307,0.27601
0.8635,0.27588
0.86394,0.27562
0.86437,0.27527
0.8648,0.27446
0.86523,0.27422
0.86566,0.27386
0.86609,0.2733
0.86652,0.27287
0.86695,0.27217
0.86738,0.27185
0.86781,0.27128
0.86824,0.27041
0.86867,0.26994
0.8691,0.2691
0.86953,0.26871
0.86996,0.26849
0.87039,0.26813
0.87082,0.26777
0.87125,0.26754
0.87168,0.26688
0.87211,0.26677
0.87254,0.26647
0.87297,0.26607
0.8734,0.26583
0.87383,0.26504
0.87426,0.26517
0.87469,0.26485
0.87512,0.26443
0.87555,0.26401
0.87598,0.26386
0.87641,0.26322
0.87684,0.26318
0.87727,0.26288
0.8777,0.26222
0.87813,0.26185
0.87856,0.26172
0.87899,0.26142
0.87942,0.26115
0.87985,0.26123
0.88028,0.26102
0.88071,0.26099
0.88114,0.26067
0.88157,0.26055
0.882,0.26024
0.88243,0.26056
0.88286,0.25995
0.88329,0.25978
0.88372,0.25926
0.88415,0.25897
0.88458,0.2584
0.88501,0.25829
0.88544,0.25802
0.88587,0.25784
0.8863,0.25752
0.88673,0.25763
0.88715,0.25736
0.88758,0.25711
0.88801,0.25715
0.88844,0.25662
0.88887,0.2569
0.8893,0.25672
0.88973,0.25653
0.89016,0.25657
0.89059,0.25633
0.89102,0.25597
0.89145,0.25572
0.89188,0.25518
0.8923,0.25487
0.89273,0.25474
0.89316,0.25434
0.89359,0.25419
0.89402,0.25384
0.89445,0.25381
0.89488,0.25332
0.89531,0.25338
0.89574,0.2532
0.89616,0.2531
0.89659,0.25284
0.89702,0.25246
0.89745,0.25251
0.89788,0.25276
0.89831,0.25282
0.89874,0.25305
0.89916,0.25305
0.89959,0.2531
0.90002,0.25334
0.90045,0.25337
0.90088,0.25363
0.90131,0.25368
0.90174,0.2536
0.90216,0.25386
0.90259,0.25327
0.90302,0.25319
0.90345,0.25283
0.90388,0.25253
0.90431,0.25194
0.90473,0.25174
0.90516,0.25095
0.90559,0.25076
0.90602,0.25019
0.90645,0.24974
0.90687,0.24971
0.9073,0.24954
0.90773,0.24942
0.90816,0.24948
0.90859,0.24936
0.90901,0.24975
0.90944,0.24937
0.90987,0.2497
0.9103,0.24966
0.91073,0.24984
0.91115,0.25004
0.91158,0.25012
0.91201,0.25009
0.91244,0.25046
0.91286,0.25044
0.91329,0.25068
0.91372,0.25065
0.91415,0.25081
0.91458,0.2511
0.915,0.25109
0.91543,0.25147
0.91586,0.2518
0.91629,0.2518
0.91671,0.25218
0.91714,0.25209
0.91757,0.25239
0.918,0.25207
0.91842,0.25202
0.91885,0.25245
0.91928,0.25291
0.9197,0.25267
0.92013,0.25283
0.92056,0.25273
0.92099,0.25275
0.92141,0.25301
0.92184,0.25262
0.92227,0.2529
0.9227,0.25255
0.92312,0.25277
0.92355,0.25286
0.92398,0.25279
0.9244,0.25272
0.92483,0.25247
0.92526,0.2524
0.92568,0.2521
0.92611,0.25168
0.92654,0.25147
0.92697,0.25109
0.92739,0.25134
0.92782,0.251
0.92825,0.2511
0.92867,0.25122
0.9291,0.25154
0.92953,0.25187
0.92995,0.25218
0.93038,0.25223
0.93081,0.25303
0.93123,0.25327
0.93166,0.25371
0.93209,0.25364
0.93251,0.25388
0.93294,0.25405
0.93337,0.25427
0.93379,0.25448
0.93422,0.25464
0.93464,0.25456
0.93507,0.25471
0.9355,0.25442
0.93592,0.25477
0.93635,0.25436
0.93678,0.25474
0.9372,0.25465
0.93763,0.255
0.93805,0.25508
0.93848,0.25551
0.93891,0.25594
0.93933,0.256
0.93976,0.25616
0.94019,0.25671
0.94061,0.25725
0.94104,0.25752
0.94146,0.25778
0.94189,0.25818
0.94232,0.25857
0.94274,0.25891
0.94317,0.259
0.94359,0.25962
0.94402,0.26021
0.94444,0.26024
0.94487,0.26085
0.9453,0.26098
0.94572,0.26162
0.94615,0.26131
0.94657,0.26185
0.947,0.26209
0.94742,0.26233
0.94785,0.26295
0.94828,0.26297
0.9487,0.26312
0.94913,0.26317
0.94955,0.26343
0.94998,0.26341
0.9504,0.26372
0.95083,0.26352
0.95125,0.26379
0.95168,0.26423
0.9521,0.26458
0.95253,0.26501
0.95296,0.26523
0.95338,0.26591
0.95381,0.26631
0.95423,0.26644
0.95466,0.26701
0.95508,0.26702
0.95551,0.2677
0.95593,0.26829
0.95636,0.2683
0.95678,0.26902
0.95721,0.26927
0.95763,0.26962
0.95806,0.26971
0.95848,0.27058
0.95891,0.27033
0.95933,0.27049
0.95976,0.27057
0.96018,0.27047
0.96061,0.27061
0.96103,0.27074
0.96146,0.27115
0.96188,0.27121
0.96231,0.27147
0.96273,0.27167
0.96315,0.27176
0.96358,0.2725
0.964,0.27258
0.96443,0.27321
0.96485,0.27327
0.96528,0.27359
0.9657,0.27419
0.96613,0.27442
0.96655,0.27529
0.96698,0.27554
0.9674,0.27612
0.96782,0.27625
0.96825,0.27671
0.96867,0.27723
0.9691,0.27807
0.96952,0.27815
0.96995,0.27888
0.97037,0.27914
0.97079,0.27929
0.97122,0.28003
0.97164,0.28077
0.97207,0.28082
0.97249,0.28135
0.97291,0.28169
0.97334,0.28189
0.97376,0.28229
0.97419,0.2826
0.97461,0.28261
0.97503,0.28285
0.97546,0.28311
0.97588,0.28325
0.97631,0.2839
0.97673,0.2838
0.97715,0.28446
0.97758,0.28507
0.978,0.28604
0.97843,0.28624
0.97885,0.28738
0.97927,0.28751
0.9797,0.28792
0.98012,0.28875
0.98054,0.28918
0.98097,0.28995
0.98139,0.29043
0.98181,0.29123
0.98224,0.29191
0.98266,0.29251
0.98309,0.29333
0.98351,0.29373
0.98393,0.29393
0.98436,0.29496
0.98478,0.29539
0.9852,0.29585
0.98563,0.29645
0.98605,0.29664
0.98647,0.29659
0.9869,0.29705
0.98732,0.29747
0.98774,0.29757
0.98817,0.29796
0.98859,0.29834
0.98901,0.29878
0.98943,0.2986
0.98986,0.29901
0.99028,0.29956
0.9907,0.29983
0.99113,0.3006
0.99155,0.30129
0.99197,0.30176
0.9924,0.30263
0.99282,0.30298
0.99324,0.30405
0.99366,0.30486
0.99409,0.30566
0.99451,0.3061
0.99493,0.30686
0.99535,0.30733
0.99578,0.30833
0.9962,0.30887
0.99662,0.30902
0.99705,0.30955
0.99747,0.31018
0.99789,0.31022
0.99831,0.31106
0.99874,0.31061
0.99916,0.31149
0.99958,0.31154
1.0013,0.31469
1.0028,0.3167
1.0044,0.31819
1.006,0.32044
1.0075,0.32251
1.0091,0.32322
1.0107,0.32375
1.0122,0.32507
1.0138,0.32767
1.0154,0.33103
1.017,0.33483
1.0186,0.3387
1.0202,0.34142
1.0218,0.34331
1.0234,0.34603
1.0251,0.34892
1.0267,0.35066
1.0283,0.35211
1.0299,0.3544
1.0316,0.35704
1.0332,0.35958
1.0349,0.36277
1.0365,0.36515
1.0382,0.36727
1.0399,0.36948
1.0415,0.37192
1.0432,0.3755
1.0449,0.3801
1.0466,0.3837
1.0483,0.38561
1.05,0.38682
1.0517,0.3882
1.0534,0.38994
1.0551,0.39161
1.0568,0.39392
1.0586,0.39714
1.0603,0.39956
1.062,0.40101
1.0638,0.40313
1.0655,0.40599
1.0673,0.40909
1.069,0.41229
1.0708,0.41433
1.0726,0.4158
1.0744,0.41753
1.0761,0.41895
1.0779,0.41991
1.0797,0.42149
1.0815,0.42386
1.0833,0.42587
1.0851,0.42747
1.087,0.42898
1.0888,0.4315
1.0906,0.43441
1.0925,0.43708
1.0943,0.43866
1.0962,0.44012
1.098,0.44178
1.0999,0.44289
1.1018,0.44303
1.1036,0.44339
1.1055,0.44446
1.1074,0.44591
1.1093,0.44747
1.1112,0.44986
1.1131,0.45211
1.115,0.45335
1.117,0.45463
1.1189,0.45674
1.1208,0.45896
1.1228,0.46098
1.1247,0.46304
1.1267,0.46497
1.1286,0.46601
1.1306,0.466
1.1326,0.46612
1.1346,0.46698
1.1366,0.46793
1.1385,0.46906
1.1406,0.46996
1.1426,0.47057
1.1446,0.47112
1.1466,0.4724
1.1486,0.4741
1.1507,0.47565
1.1527,0.47682
1.1548,0.47799
1.1568,0.47908
1.1589,0.47982
1.161,0.47983
1.1631,0.47962
1.1652,0.48029
1.1673,0.48182
1.1694,0.48266
1.1715,0.48271
1.1736,0.48345
1.1757,0.48481
1.1779,0.48534
1.18,0.48534
1.1822,0.48577
1.1843,0.48656
1.1865,0.48699
1.1887,0.48788
1.1909,0.48939
1.1931,0.49032
1.1953,0.49072
1.1975,0.49141
1.1997,0.49182
1.2019,0.49206
1.2042,0.49183
1.2064,0.49212
1.2086,0.49326
1.2109,0.49482
1.2132,0.49601
1.2154,0.4965
1.2177,0.49625
1.22,0.4957
1.2223,0.49533
1.2246,0.4956
1.227,0.49495
1.2293,0.49454
1.2316,0.49483
1.234,0.49576
1.2363,0.49696
1.2387,0.49802
1.2411,0.4988
1.2434,0.49974
1.2458,0.50079
1.2482,0.50162
1.2506,0.50204
1.2531,0.50204
1.2555,0.50169
1.2579,0.50161
1.2604,0.50205
1.2628,0.50212
1.2653,0.50099
1.2678,0.50051
1.2703,0.50156
1.2728,0.50266
1.2753,0.50263
1.2778,0.50256
1.2803,0.50321
1.2828,0.50411
1.2854,0.50433
1.2879,0.50424
1.2905,0.50403
1.2931,0.50401
1.2957,0.50401
1.2983,0.50386
1.3009,0.50364
1.3035,0.5036
1.3061,0.50368
1.3088,0.50388
1.3114,0.50442
1.3141,0.50547
1.3167,0.50671
1.3194,0.5072
1.3221,0.50647
1.3248,0.50512
1.3275,0.5039
1.3303,0.50319
1.333,0.50266
1.3357,0.50221
1.3385,0.50179
1.3413,0.50132
1.3441,0.50079
1.3468,0.50013
1.3497,0.49937
1.3525,0.49884
1.3553,0.49824
1.3581,0.49719
1.361,0.49554
1.3639,0.49395
1.3667,0.49309
1.3696,0.49237
1.3725,0.49099
1.3754,0.48926
1.3784,0.48801
1.3813,0.48709
1.3843,0.48567
1.3872,0.48331
1.3902,0.48067
1.3932,0.47879
1.3962,0.47776
1.3992,0.47741
1.4022,0.47726
1.4053,0.47634
1.4083,0.47449
1.4114,0.47283
1.4145,0.47198
1.4176,0.47151
1.4207,0.47095
1.4238,0.46992
1.4269,0.46835
1.4301,0.4669
1.4333,0.46568
1.4364,0.4643
1.4396,0.46235
1.4428,0.45991
1.4461,0.45718
1.4493,0.45496
1.4525,0.45333
1.4558,0.4516
1.4591,0.44936
1.4624,0.44689
1.4657,0.44472
1.469,0.44296
1.4724,0.44117
1.4757,0.43893
1.4791,0.43685
1.4825,0.43546
1.4859,0.43429
1.4893,0.4328
1.4927,0.431
1.4962,0.42912
1.4996,0.42693
1.5031,0.42474
1.5066,0.42294
1.5101,0.42126
1.5136,0.41899
1.5172,0.41605
1.5207,0.41318
1.5243,0.41091
1.5279,0.40925
1.5315,0.40773
1.5352,0.40562
1.5388,0.40303
1.5425,0.4005
1.5461,0.39807
1.5498,0.39567
1.5536,0.39353
1.5573,0.39165
1.561,0.38975
1.5648,0.38778
1.5686,0.38582
1.5724,0.38363
1.5762,0.38139
1.5801,0.37974
1.5839,0.37847
1.5878,0.37693
1.5917,0.37511
1.5957,0.37349
1.5996,0.37208
1.6036,0.37028
1.6075,0.36822
1.6115,0.36621
1.6155,0.36415
1.6196,0.36193
1.6236,0.35984
1.6277,0.35786
1.6318,0.35596
1.6359,0.35438
1.6401,0.35317
1.6443,0.3519
1.6484,0.35014
1.6526,0.34775
1.6569,0.34527
1.6611,0.34312
1.6654,0.34111
1.6697,0.33914
1.674,0.33725
1.6783,0.33532
1.6827,0.33359
1.6871,0.33234
1.6915,0.33151
1.6959,0.33077
1.7004,0.32998
1.7048,0.32908
1.7093,0.32802
1.7138,0.32693
1.7184,0.3258
1.723,0.32453
1.7276,0.32343
1.7322,0.32226
1.7368,0.32092
1.7415,0.31961
1.7462,0.31873
1.7509,0.31813
1.7556,0.31738
1.7604,0.3165
1.7652,0.31578
1.77,0.3151
1.7749,0.31442
1.7798,0.314
1.7847,0.31364
1.7896,0.31309
1.7946,0.31238
1.7995,0.31183
1.8046,0.31139
1.8096,0.31107
1.8147,0.31111
1.8198,0.3112
1.8249,0.31136
1.83,0.31176
1.8352,0.31222
1.8404,0.31246
1.8457,0.31259
1.851,0.31295
1.8563,0.31346
1.8616,0.31404
1.867,0.3148
1.8724,0.31564
1.8778,0.31622
1.8832,0.31647
1.8887,0.31693
1.8943,0.31798
1.8998,0.31926
1.9054,0.32039
1.911,0.32152
1.9167,0.32272
1.9224,0.3239
1.9281,0.32526
1.9338,0.32684
1.9396,0.32825
1.9454,0.32938
1.9513,0.33027
1.9572,0.33109
1.9631,0.3322
1.9691,0.33373
1.9751,0.33547
1.9811,0.33724
1.9872,0.33902
1.9933,0.3412
1.9995,0.34353
2.0057,0.34614
2.0119,0.349
2.0182,0.35253
2.0245,0.35644
2.0308,0.36018
2.0372,0.36396
2.0436,0.36843
2.0501,0.37368
2.0566,0.37866
2.0632,0.38243
2.0698,0.38549
2.0764,0.38919
2.0831,0.39345
2.0898,0.39767
2.0966,0.40204
2.1034,0.40689
2.1102,0.41185
2.1171,0.41656
2.124,0.42072
2.131,0.42449
2.1381,0.42803
2.1451,0.43162
2.1523,0.43545
2.1594,0.43953
2.1667,0.44424
2.1739,0.44863
2.1813,0.45305
2.1886,0.45726
2.196,0.46151
2.2035,0.46578
2.211,0.46985
2.2186,0.47341
2.2262,0.47687
2.2339,0.4809
2.2416,0.48588
2.2494,0.49165
2.2573,0.49748
2.2652,0.50284
2.2731,0.50675
2.2811,0.50862
2.2892,0.50878
2.2973,0.50852
2.3055,0.50853
2.3137,0.50984
2.322,0.51365
2.3303,0.51952
