KC-OL-lvn_8,
W,R
0.50012,0.36492
0.50031,0.36673
0.5005,0.36447
0.5007,0.36431
0.50089,0.36301
0.50108,0.36175
0.50128,0.36442
0.50147,0.36792
0.50166,0.36691
0.50186,0.36406
0.50205,0.36702
0.50225,0.37023
0.50244,0.37059
0.50264,0.36875
0.50283,0.36676
0.50303,0.36677
0.50322,0.3663
0.50342,0.36668
0.50361,0.36649
0.50381,0.36623
0.50401,0.36681
0.5042,0.36858
0.5044,0.37178
0.50459,0.37401
0.50479,0.37462
0.50499,0.37323
0.50518,0.37362
0.50538,0.3745
0.50558,0.37198
0.50577,0.36936
0.50597,0.36903
0.50617,0.36818
0.50637,0.36788
0.50657,0.36956
0.50676,0.36828
0.50696,0.36811
0.50716,0.36789
0.50736,0.36532
0.50756,0.36542
0.50776,0.36346
0.50795,0.36279
0.50815,0.36706
0.50835,0.36922
0.50855,0.36756
0.50875,0.36785
0.50895,0.3698
0.50915,0.36792
0.50935,0.36654
0.50955,0.36711
0.50975,0.36784
0.50995,0.36922
0.51015,0.37037
0.51035,0.37028
0.51056,0.36961
0.51076,0.36999
0.51096,0.36888
0.51116,0.36829
0.51136,0.36864
0.51156,0.36707
0.51177,0.36449
0.51197,0.36465
0.51217,0.36951
0.51237,0.37097
0.51257,0.36799
0.51278,0.36789
0.51298,0.369
0.51318,0.36731
0.51339,0.36881
0.51359,0.37395
0.51379,0.37452
0.514,0.37455
0.5142,0.37417
0.51441,0.37041
0.51461,0.36784
0.51481,0.36987
0.51502,0.3767
0.51522,0.38023
0.51543,0.3801
0.51563,0.37977
0.51584,0.37624
0.51604,0.3749
0.51625,0.37838
0.51645,0.38019
0.51666,0.37938
0.51687,0.3792
0.51707,0.3824
0.51728,0.38634
0.51749,0.38514
0.51769,0.38394
0.5179,0.38478
0.51811,0.38342
0.51831,0.38237
0.51852,0.3824
0.51873,0.38486
0.51894,0.38741
0.51914,0.3873
0.51935,0.38694
0.51956,0.38614
0.51977,0.38639
0.51998,0.38884
0.52018,0.39012
0.52039,0.38844
0.5206,0.38842
0.52081,0.39
0.52102,0.38867
0.52123,0.38708
0.52144,0.38822
0.52165,0.38966
0.52186,0.38911
0.52207,0.3899
0.52228,0.39162
0.52249,0.3924
0.5227,0.39409
0.52291,0.3919
0.52312,0.38732
0.52333,0.38665
0.52355,0.38551
0.52376,0.38436
0.52397,0.38652
0.52418,0.38852
0.52439,0.39078
0.52461,0.39172
0.52482,0.39082
0.52503,0.39211
0.52524,0.3926
0.52546,0.39256
0.52567,0.39328
0.52588,0.39223
0.5261,0.39103
0.52631,0.39006
0.52652,0.38999
0.52674,0.39199
0.52695,0.39458
0.52717,0.39516
0.52738,0.39341
0.5276,0.39284
0.52781,0.39389
0.52802,0.39322
0.52824,0.39263
0.52846,0.39357
0.52867,0.3934
0.52889,0.39451
0.5291,0.39606
0.52932,0.39515
0.52953,0.39365
0.52975,0.39314
0.52997,0.39406
0.53018,0.39446
0.5304,0.39533
0.53062,0.39622
0.53084,0.39548
0.53105,0.39525
0.53127,0.39483
0.53149,0.3941
0.53171,0.39586
0.53192,0.39866
0.53214,0.39805
0.53236,0.39732
0.53258,0.39827
0.5328,0.39737
0.53302,0.39584
0.53324,0.3954
0.53346,0.39678
0.53368,0.39829
0.5339,0.39871
0.53412,0.39767
0.53434,0.39558
0.53456,0.39502
0.53478,0.39564
0.535,0.39778
0.53522,0.40085
0.53544,0.40243
0.53566,0.40083
0.53588,0.39935
0.5361,0.40108
0.53633,0.40241
0.53655,0.4018
0.53677,0.40014
0.53699,0.40061
0.53722,0.40205
0.53744,0.40305
0.53766,0.40571
0.53788,0.40673
0.53811,0.40619
0.53833,0.40577
0.53855,0.40547
0.53878,0.40471
0.539,0.40428
0.53923,0.40592
0.53945,0.40665
0.53968,0.40515
0.5399,0.40292
0.54013,0.40215
0.54035,0.40307
0.54058,0.40522
0.5408,0.40801
0.54103,0.40926
0.54125,0.40887
0.54148,0.40795
0.54171,0.40785
0.54193,0.40847
0.54216,0.41042
0.54239,0.41116
0.54261,0.40889
0.54284,0.40885
0.54307,0.41045
0.54329,0.41033
0.54352,0.41001
0.54375,0.41064
0.54398,0.41131
0.54421,0.41172
0.54444,0.41107
0.54466,0.41025
0.54489,0.41149
0.54512,0.41263
0.54535,0.4143
0.54558,0.41608
0.54581,0.41447
0.54604,0.41164
0.54627,0.4111
0.5465,0.41221
0.54673,0.4122
0.54696,0.41275
0.54719,0.41475
0.54742,0.41635
0.54766,0.41633
0.54789,0.41564
0.54812,0.41635
0.54835,0.41662
0.54858,0.41683
0.54881,0.4166
0.54905,0.41523
0.54928,0.41555
0.54951,0.41705
0.54975,0.41783
0.54998,0.41792
0.55021,0.41853
0.55045,0.41916
0.55068,0.41977
0.55091,0.41987
0.55115,0.41961
0.55138,0.4207
0.55162,0.42088
0.55185,0.41984
0.55209,0.41961
0.55232,0.42033
0.55256,0.42074
0.55279,0.42028
0.55303,0.42083
0.55327,0.4214
0.5535,0.42031
0.55374,0.42051
0.55397,0.42209
0.55421,0.42194
0.55445,0.42161
0.55469,0.42201
0.55492,0.42233
0.55516,0.42199
0.5554,0.42138
0.55564,0.423
0.55588,0.42465
0.55611,0.42455
0.55635,0.42417
0.55659,0.42368
0.55683,0.42343
0.55707,0.42353
0.55731,0.42481
0.55755,0.42671
0.55779,0.42606
0.55803,0.42384
0.55827,0.42347
0.55851,0.42391
0.55875,0.42502
0.55899,0.42681
0.55923,0.42751
0.55947,0.42805
0.55972,0.42775
0.55996,0.42673
0.5602,0.42651
0.56044,0.42781
0.56068,0.42935
0.56093,0.42908
0.56117,0.42832
0.56141,0.42777
0.56166,0.42765
0.5619,0.42712
0.56214,0.42672
0.56239,0.42729
0.56263,0.42795
0.56287,0.42865
0.56312,0.42839
0.56336,0.42905
0.56361,0.43094
0.56385,0.43188
0.5641,0.43064
0.56435,0.42895
0.56459,0.42898
0.56484,0.42946
0.56508,0.43158
0.56533,0.43263
0.56558,0.43143
0.56582,0.43116
0.56607,0.43127
0.56632,0.43183
0.56657,0.4326
0.56681,0.43314
0.56706,0.43255
0.56731,0.43223
0.56756,0.43345
0.56781,0.43435
0.56805,0.43411
0.5683,0.43421
0.56855,0.43523
0.5688,0.43502
0.56905,0.43552
0.5693,0.43619
0.56955,0.43605
0.5698,0.43579
0.57005,0.43466
0.5703,0.43513
0.57056,0.43554
0.57081,0.43558
0.57106,0.43578
0.57131,0.43611
0.57156,0.43719
0.57181,0.43774
0.57207,0.43892
0.57232,0.43976
0.57257,0.44006
0.57282,0.4387
0.57308,0.43734
0.57333,0.43835
0.57358,0.43848
0.57384,0.43825
0.57409,0.43746
0.57435,0.43724
0.5746,0.43808
0.57486,0.43898
0.57511,0.44025
0.57537,0.44041
0.57562,0.44001
0.57588,0.43945
0.57613,0.43967
0.57639,0.43974
0.57665,0.4402
0.5769,0.44127
0.57716,0.44115
0.57742,0.44154
0.57767,0.44193
0.57793,0.44244
0.57819,0.44264
0.57845,0.44315
0.57871,0.44409
0.57896,0.44306
0.57922,0.44207
0.57948,0.44193
0.57974,0.44164
0.58,0.44074
0.58026,0.44097
0.58052,0.44179
0.58078,0.44223
0.58104,0.44351
0.5813,0.44355
0.58156,0.4432
0.58182,0.44293
0.58208,0.44268
0.58235,0.44376
0.58261,0.44501
0.58287,0.44515
0.58313,0.44417
0.58339,0.44376
0.58366,0.44361
0.58392,0.44416
0.58418,0.44552
0.58445,0.44581
0.58471,0.44545
0.58497,0.44544
0.58524,0.44602
0.5855,0.4462
0.58577,0.44575
0.58603,0.44569
0.5863,0.44697
0.58656,0.44799
0.58683,0.44765
0.58709,0.44773
0.58736,0.44788
0.58763,0.44766
0.58789,0.44745
0.58816,0.44768
0.58843,0.44813
0.58869,0.44827
0.58896,0.44822
0.58923,0.44788
0.5895,0.4481
0.58976,0.44883
0.59003,0.44967
0.5903,0.45002
0.59057,0.44948
0.59084,0.44887
0.59111,0.44819
0.59138,0.44777
0.59165,0.44812
0.59192,0.44884
0.59219,0.4491
0.59246,0.44919
0.59273,0.45011
0.593,0.45137
0.59327,0.45137
0.59354,0.45068
0.59382,0.45038
0.59409,0.45063
0.59436,0.45138
0.59463,0.45148
0.59491,0.45183
0.59518,0.45257
0.59545,0.45264
0.59573,0.45232
0.596,0.45244
0.59627,0.45284
0.59655,0.45273
0.59682,0.45301
0.5971,0.45316
0.59737,0.45331
0.59765,0.45304
0.59792,0.45276
0.5982,0.45375
0.59848,0.45411
0.59875,0.45438
0.59903,0.45421
0.59931,0.45424
0.59958,0.45462
0.59986,0.45458
0.60014,0.45472
0.60042,0.45422
0.6007,0.45412
0.60097,0.45379
0.60125,0.45477
0.60153,0.4556
0.60181,0.45491
0.60209,0.45541
0.60237,0.45575
0.60265,0.45633
0.60293,0.45627
0.60321,0.45665
0.60349,0.45681
0.60377,0.45673
0.60405,0.45766
0.60434,0.45687
0.60462,0.45693
0.6049,0.45732
0.60518,0.45797
0.60547,0.45778
0.60575,0.4573
0.60603,0.45801
0.60631,0.45769
0.6066,0.45886
0.60688,0.45884
0.60717,0.45848
0.60745,0.45822
0.60774,0.45779
0.60802,0.45843
0.60831,0.45846
0.60859,0.45947
0.60888,0.4588
0.60916,0.4591
0.60945,0.45922
0.60974,0.45858
0.61002,0.45918
0.61031,0.45846
0.6106,0.45947
0.61089,0.45968
0.61117,0.45981
0.61146,0.45915
0.61175,0.45933
0.61204,0.46083
0.61233,0.45993
0.61262,0.46062
0.61291,0.45979
0.6132,0.45984
0.61349,0.4602
0.61378,0.46038
0.61407,0.46107
0.61436,0.46016
0.61465,0.46125
0.61494,0.4604
0.61524,0.46073
0.61553,0.46083
0.61582,0.46069
0.61611,0.46169
0.61641,0.46091
0.6167,0.46177
0.61699,0.46067
0.61729,0.46162
0.61758,0.46223
0.61787,0.46209
0.61817,0.4628
0.61846,0.46141
0.61876,0.46233
0.61905,0.46181
0.61935,0.46263
0.61965,0.4625
0.61994,0.46248
0.62024,0.46336
0.62054,0.46234
0.62083,0.46379
0.62113,0.46282
0.62143,0.46308
0.62173,0.46246
0.62203,0.46319
0.62232,0.46475
0.62262,0.46371
0.62292,0.46524
0.62322,0.46423
0.62352,0.46547
0.62382,0.46486
0.62412,0.46471
0.62442,0.46584
0.62472,0.46484
0.62502,0.46653
0.62533,0.46489
0.62563,0.46624
0.62593,0.46533
0.62623,0.46537
0.62654,0.46649
0.62684,0.46482
0.62714,0.46668
0.62744,0.46493
0.62775,0.4671
0.62805,0.46626
0.62836,0.46659
0.62866,0.46784
0.62897,0.46605
0.62927,0.46865
0.62958,0.4658
0.62988,0.4679
0.63019,0.46595
0.6305,0.46711
0.6308,0.46864
0.63111,0.46585
0.63142,0.46965
0.63173,0.46583
0.63203,0.46798
0.63234,0.46489
0.63389,0.46801
0.6342,0.46739
0.63451,0.46997
0.63482,0.4695
0.63513,0.46907
0.63544,0.47086
0.63575,0.46842
0.63607,0.4701
0.63638,0.46801
0.63669,0.4696
0.637,0.46956
0.63732,0.46967
0.63763,0.47078
0.63794,0.46998
0.63826,0.47156
0.63857,0.47134
0.63889,0.4721
0.6392,0.47153
0.63952,0.47171
0.63983,0.47272
0.64015,0.47207
0.64046,0.47211
0.64078,0.47178
0.6411,0.47249
