Brown University Keck/NASA Relab Spectrum OC-TXH-011-D15/C1OC11D15,,
W,R,Standard Deviation
1.36,0.28182,0.00291
1.365,0.28385,0.0028
1.37,0.28392,0.00266
1.375,0.28456,0.00267
1.38,0.28496,0.00284
1.385,0.28652,0.00263
1.39,0.28722,0.00261
1.395,0.28766,0.00289
1.4,0.28831,0.00274
1.405,0.28911,0.00286
1.41,0.28983,0.00275
1.415,0.29056,0.00279
1.42,0.29078,0.00288
1.425,0.29181,0.0029
1.43,0.29241,0.00274
1.435,0.29267,0.00268
1.44,0.2938,0.0026
1.445,0.29387,0.00262
1.45,0.29449,0.00268
1.455,0.29466,0.00279
1.46,0.29501,0.00261
1.465,0.29571,0.00275
1.47,0.29633,0.00267
1.475,0.29659,0.00271
1.48,0.29682,0.00292
1.485,0.29705,0.00272
1.49,0.29719,0.00265
1.495,0.29721,0.00278
1.5,0.29775,0.00265
1.505,0.29847,0.00286
1.51,0.29832,0.00287
1.515,0.29832,0.00277
1.52,0.29881,0.00282
1.525,0.29915,0.00278
1.53,0.29893,0.00274
1.535,0.29871,0.0028
1.54,0.29931,0.00291
1.545,0.29887,0.00283
1.55,0.29879,0.00273
1.555,0.29949,0.00272
1.56,0.29949,0.00286
1.565,0.29908,0.00278
1.57,0.29917,0.00285
1.575,0.29889,0.00272
1.58,0.2989,0.00287
1.585,0.29843,0.0027
1.59,0.29815,0.00266
1.595,0.29838,0.00286
1.6,0.29759,0.00292
1.605,0.29806,0.00269
1.61,0.29721,0.00275
1.615,0.29791,0.00314
1.62,0.29761,0.00279
1.625,0.29734,0.00298
1.63,0.29622,0.00293
1.635,0.29595,0.00287
1.64,0.29588,0.00289
1.645,0.29525,0.00285
1.65,0.29516,0.00307
1.655,0.29516,0.00273
1.66,0.29419,0.00288
1.665,0.29371,0.00297
1.67,0.29392,0.00283
1.675,0.29357,0.00297
1.68,0.29299,0.00286
1.685,0.29224,0.00293
1.69,0.29207,0.00298
1.695,0.29185,0.00304
1.7,0.2917,0.00254
1.705,0.29093,0.00252
1.71,0.29042,0.00248
1.715,0.29006,0.00242
1.72,0.28985,0.00253
1.725,0.28961,0.00258
1.73,0.28912,0.00242
1.735,0.28823,0.00245
1.74,0.28786,0.00254
1.745,0.28731,0.00245
1.75,0.28706,0.00251
1.755,0.28684,0.00202
1.76,0.28603,0.00203
1.765,0.28545,0.00202
1.77,0.28559,0.00197
1.775,0.28594,0.00196
1.78,0.2852,0.00216
1.785,0.28493,0.002
1.79,0.28439,0.00217
1.795,0.28431,0.00206
1.8,0.28315,0.0019
1.805,0.28276,0.002
1.81,0.2826,0.00217
1.815,0.2822,0.00194
1.82,0.28206,0.00219
1.825,0.2818,0.00223
1.83,0.28126,0.0021
1.835,0.28077,0.0023
1.84,0.28116,0.00238
1.845,0.28098,0.00255
1.85,0.28089,0.00239
1.855,0.28036,0.00241
1.86,0.27982,0.00236
1.865,0.27981,0.00205
1.87,0.27975,0.00244
1.875,0.27946,0.00209
1.88,0.2792,0.00201
1.885,0.27917,0.00224
1.89,0.27881,0.0022
1.895,0.27847,0.00227
1.9,0.27839,0.00241
1.905,0.27855,0.00225
1.91,0.27844,0.00272
1.915,0.27838,0.00245
1.92,0.27802,0.00251
1.925,0.2785,0.00239
1.93,0.27823,0.0024
1.935,0.2779,0.00231
1.94,0.27878,0.00221
1.945,0.27833,0.00226
1.95,0.27819,0.00225
1.955,0.27724,0.002
1.96,0.27766,0.00216
1.965,0.2782,0.00216
1.97,0.27796,0.00212
1.975,0.27803,0.0023
1.98,0.27844,0.00212
1.985,0.27943,0.00205
1.99,0.27933,0.00212
1.995,0.27911,0.00211
2,0.27884,0.002
2.005,0.27977,0.00193
2.01,0.2797,0.00193
2.015,0.28029,0.00202
2.02,0.28028,0.00214
2.025,0.28098,0.00189
2.03,0.28047,0.00221
2.035,0.28122,0.00212
2.04,0.28181,0.00212
2.045,0.2811,0.00209
2.05,0.28183,0.00203
2.055,0.28248,0.00211
2.06,0.28265,0.00201
2.065,0.28294,0.00194
2.07,0.28321,0.00221
2.075,0.28369,0.00217
2.08,0.28378,0.00207
2.085,0.28405,0.00233
2.09,0.28434,0.00209
2.095,0.28407,0.00203
2.1,0.28508,0.002
2.105,0.28579,0.00202
2.11,0.28582,0.00204
2.115,0.2858,0.00215
2.12,0.28606,0.00218
2.125,0.28711,0.00235
2.13,0.28655,0.0021
2.135,0.28659,0.00202
2.14,0.2868,0.0023
2.145,0.2869,0.00212
2.15,0.2871,0.00225
2.155,0.28701,0.00215
2.16,0.28783,0.00206
2.165,0.28765,0.0021
2.17,0.28809,0.0022
2.175,0.28823,0.00221
2.18,0.28843,0.00219
2.185,0.28856,0.00185
2.19,0.28924,0.00221
2.195,0.28929,0.00223
2.2,0.28965,0.00215
2.205,0.28939,0.00207
2.21,0.29017,0.00223
2.215,0.29029,0.00215
2.22,0.29033,0.00203
2.225,0.29054,0.0022
2.23,0.29002,0.00216
2.235,0.29065,0.00209
2.24,0.29075,0.00237
2.245,0.29119,0.00204
2.25,0.29093,0.00233
2.255,0.29108,0.00233
2.26,0.2913,0.00242
2.265,0.2916,0.00231
2.27,0.29175,0.00264
2.275,0.29231,0.00219
2.28,0.29246,0.00247
2.285,0.29375,0.00261
2.29,0.29281,0.00244
2.295,0.2928,0.00242
2.3,0.29331,0.00255
2.305,0.29302,0.00239
2.31,0.29265,0.0026
2.315,0.29306,0.00243
2.32,0.29282,0.00242
2.325,0.29264,0.00228
2.33,0.29312,0.00236
2.335,0.29384,0.00242
2.34,0.29351,0.00248
2.345,0.2934,0.00245
2.35,0.29353,0.00243
2.355,0.2937,0.00249
2.36,0.29353,0.00262
2.365,0.2935,0.00268
2.37,0.29389,0.00258
2.375,0.2936,0.00238
2.38,0.29369,0.00271
2.385,0.29406,0.00241
2.39,0.29416,0.0025
2.395,0.29492,0.00267
2.4,0.29418,0.00273
2.405,0.29433,0.00254
2.41,0.29454,0.00267
2.415,0.29451,0.00258
2.42,0.29543,0.00274
2.425,0.29451,0.00265
2.43,0.2949,0.00262
2.435,0.29429,0.00267
2.44,0.29482,0.00248
2.445,0.29454,0.00277
2.45,0.2948,0.00253
2.455,0.29444,0.00238
2.46,0.29398,0.00273
2.465,0.29423,0.00257
2.47,0.29433,0.00309
2.475,0.29433,0.00264
2.48,0.29434,0.00258
2.485,0.29372,0.00235
2.49,0.29349,0.00258
2.495,0.29427,0.00237
2.5,0.29172,0.00237
2.505,0.29265,0.00256
2.51,0.29267,0.00251
2.515,0.29221,0.00265
2.52,0.29239,0.00265
2.525,0.29246,0.00259
2.53,0.29266,0.00282
2.535,0.29343,0.00317
2.54,0.29375,0.00298
2.545,0.29398,0.00359
2.55,0.29319,0.00318
2.555,0.29369,0.00327
2.56,0.2936,0.00417
2.565,0.29363,0.00437
2.57,0.2936,0.00438
2.575,0.29459,0.00501
2.58,0.29434,0.00493
2.585,0.29489,0.00596
2.59,0.29475,0.0059
2.595,0.29469,0.00678
2.6,0.29542,0.0053
