KC-OPX-hevn_1,
0.60375,0.3155
0.6042,0.31562
0.60464,0.31592
0.60509,0.31592
0.60554,0.31638
0.60598,0.31667
0.60643,0.31699
0.60688,0.31701
0.60732,0.31748
0.60777,0.31756
0.60822,0.31739
0.60866,0.31747
0.60911,0.31735
0.60956,0.31778
0.61,0.31759
0.61045,0.31767
0.6109,0.31829
0.61134,0.31844
0.61179,0.31871
0.61224,0.31916
0.61268,0.31925
0.61313,0.31959
0.61358,0.31964
0.61402,0.32005
0.61447,0.32057
0.61492,0.32067
0.61536,0.32068
0.61581,0.32099
0.61625,0.32136
0.6167,0.32132
0.61715,0.32138
0.61759,0.32136
0.61804,0.32137
0.61848,0.3216
0.61893,0.32156
0.61938,0.32174
0.61982,0.32202
0.62027,0.32254
0.62071,0.32255
0.62116,0.32265
0.62161,0.32282
0.62205,0.32267
0.6225,0.32268
0.62294,0.32269
0.62339,0.32256
0.62384,0.3226
0.62428,0.32266
0.62473,0.32298
0.62517,0.32318
0.62562,0.3232
0.62606,0.32371
0.62651,0.32362
0.62696,0.32364
0.6274,0.32347
0.62785,0.32376
0.62829,0.32372
0.62874,0.32408
0.62918,0.32443
0.62963,0.32511
0.63007,0.32517
0.63052,0.32559
0.63096,0.32573
0.63141,0.32601
0.63185,0.3262
0.6323,0.32641
0.63274,0.32659
0.63319,0.32696
0.63364,0.32733
0.63408,0.32787
0.63453,0.32811
0.63497,0.32858
0.63542,0.32921
0.63586,0.32924
0.63631,0.32959
0.63675,0.33004
0.6372,0.33018
0.63764,0.33027
0.63809,0.33052
0.63853,0.33043
0.63897,0.33025
0.63942,0.32984
0.63986,0.32984
0.64031,0.32929
0.64075,0.32948
0.6412,0.32912
0.64164,0.32885
0.64209,0.32923
0.64253,0.32938
0.64298,0.32964
0.64342,0.32987
0.64387,0.33004
0.64431,0.33021
0.64475,0.33043
0.6452,0.33067
0.64564,0.33093
0.64609,0.33136
0.64653,0.3316
0.64698,0.33223
0.64742,0.33255
0.64786,0.33342
0.64831,0.33367
0.64875,0.33377
0.6492,0.33427
0.64964,0.33432
0.65009,0.33434
0.65053,0.33463
0.65097,0.33456
0.65142,0.33493
0.65186,0.33479
0.65231,0.33511
0.65275,0.33507
0.65319,0.33479
0.65364,0.33497
0.65408,0.33492
0.65452,0.33499
0.65497,0.33489
0.65541,0.33496
0.65586,0.33504
0.6563,0.33544
0.65674,0.33566
0.65719,0.33601
0.65763,0.33634
0.65807,0.33646
0.65852,0.3364
0.65896,0.33659
0.6594,0.33654
0.65985,0.33661
0.66029,0.33668
0.66073,0.33659
0.66118,0.33659
0.66162,0.33662
0.66207,0.3368
0.66251,0.33689
0.66295,0.33716
0.66339,0.33771
0.66384,0.33808
0.66428,0.33883
0.66472,0.3392
0.66517,0.33973
0.66561,0.34012
0.66605,0.34023
0.6665,0.34057
0.66694,0.3404
0.66738,0.34055
0.66783,0.34083
0.66827,0.34069
0.66871,0.34058
0.66915,0.34038
0.6696,0.3405
0.67004,0.34046
0.67048,0.34027
0.67093,0.34052
0.67137,0.34089
0.67181,0.34102
0.67225,0.34176
0.6727,0.3418
0.67314,0.34264
0.67358,0.34314
0.67402,0.34345
0.67447,0.34369
0.67491,0.34433
0.67535,0.3446
0.67579,0.34479
0.67624,0.34476
0.67668,0.34458
0.67712,0.34424
0.67756,0.34407
0.67801,0.34404
0.67845,0.34395
0.67889,0.34387
0.67933,0.34445
0.67978,0.34453
0.68022,0.34516
0.68066,0.34539
0.6811,0.3456
0.68154,0.34566
0.68199,0.34576
0.68243,0.34574
0.68287,0.34605
0.68331,0.34615
0.68375,0.34611
0.6842,0.34647
0.68464,0.34671
0.68508,0.34713
0.68552,0.34745
0.68596,0.34812
0.6864,0.34823
0.68685,0.34884
0.68729,0.34921
0.68773,0.34927
0.68817,0.34989
0.68861,0.34996
0.68905,0.35024
0.6895,0.34995
0.68994,0.34989
0.69038,0.34957
0.69082,0.34938
0.69126,0.34925
0.6917,0.34915
0.69215,0.34943
0.69259,0.34952
0.69303,0.35009
0.69347,0.35076
0.69391,0.35082
0.69435,0.35128
0.69479,0.35156
0.69523,0.35177
0.69568,0.35161
0.69612,0.35167
0.69656,0.35162
0.697,0.35147
0.69744,0.35165
0.69788,0.35155
0.69832,0.35197
0.69876,0.35221
0.6992,0.35241
0.69965,0.35282
0.70009,0.35277
0.70053,0.3532
0.70097,0.35323
0.70141,0.35327
0.70185,0.35325
0.70229,0.3532
0.70273,0.35347
0.70317,0.35404
0.70361,0.35411
0.70405,0.35411
0.70449,0.35434
0.70493,0.35475
0.70538,0.35473
0.70582,0.35472
0.70626,0.35492
0.7067,0.35482
0.70714,0.35519
0.70758,0.3556
0.70802,0.35605
0.70846,0.35641
0.7089,0.35654
0.70934,0.35651
0.70978,0.35687
0.71022,0.35718
0.71066,0.35721
0.7111,0.35697
0.71154,0.35731
0.71198,0.35741
0.71242,0.35787
0.71286,0.35814
0.7133,0.35843
0.71374,0.35875
0.71418,0.3589
0.71462,0.35904
0.71506,0.35913
0.7155,0.35869
0.71594,0.35865
0.71638,0.35893
0.71682,0.3588
0.71726,0.35857
0.7177,0.35879
0.71814,0.35916
0.71858,0.35936
0.71902,0.35957
0.71946,0.36006
0.7199,0.36095
0.72034,0.36157
0.72078,0.36188
0.72122,0.36227
0.72166,0.36276
0.7221,0.36295
0.72254,0.3629
0.72298,0.36257
0.72342,0.36269
0.72386,0.36251
0.72429,0.36252
0.72473,0.36189
0.72517,0.36205
0.72561,0.36182
0.72605,0.3617
0.72649,0.36166
0.72693,0.36171
0.72737,0.36185
0.72781,0.36214
0.72825,0.36244
0.72869,0.36277
0.72913,0.36258
0.72957,0.363
0.73,0.36281
0.73044,0.36298
0.73088,0.3628
0.73132,0.36269
0.73176,0.36294
0.7322,0.36333
0.73264,0.36389
0.73308,0.36461
0.73352,0.36506
0.73395,0.36513
0.73439,0.36512
0.73483,0.36491
0.73527,0.36525
0.73571,0.36519
0.73615,0.36567
0.73659,0.36617
0.73703,0.36634
0.73746,0.36661
0.7379,0.36689
0.73834,0.36709
0.73878,0.36732
0.73922,0.36731
0.73966,0.36754
0.74009,0.36799
0.74053,0.36784
0.74097,0.36801
0.74141,0.36812
0.74185,0.36819
0.74229,0.36802
0.74272,0.36827
0.74316,0.36831
0.7436,0.3687
0.74404,0.3688
0.74448,0.3687
0.74492,0.36891
0.74535,0.36842
0.74579,0.3683
0.74623,0.36832
0.74667,0.3681
0.74711,0.36809
0.74754,0.36782
0.74798,0.36815
0.74842,0.36836
0.74886,0.36856
0.74929,0.36863
0.74973,0.36889
0.75017,0.36892
0.75061,0.369
0.75105,0.36949
0.75148,0.36939
0.75192,0.36952
0.75236,0.3697
0.7528,0.36948
0.75323,0.3694
0.75367,0.3693
0.75411,0.36947
0.75455,0.36863
0.75498,0.36798
0.75542,0.36752
0.75586,0.36716
0.7563,0.36747
0.75673,0.36735
0.75717,0.36737
0.75761,0.36687
0.75805,0.36674
0.75848,0.36658
0.75892,0.36673
0.75936,0.36613
0.75979,0.36622
0.76023,0.36604
0.76067,0.36609
0.76111,0.36619
0.76154,0.36671
0.76198,0.36678
0.76242,0.3673
0.76285,0.36692
0.76329,0.36704
0.76373,0.36641
0.76416,0.3662
0.7646,0.36567
0.76504,0.36525
0.76548,0.36485
0.76591,0.36474
0.76635,0.36456
0.76679,0.36443
0.76722,0.36469
0.76766,0.36476
0.7681,0.36448
0.76853,0.36433
0.76897,0.36392
0.76941,0.36384
0.76984,0.36354
0.77028,0.36291
0.77072,0.36219
0.77115,0.36217
0.77159,0.36159
0.77202,0.36188
0.77246,0.36171
0.7729,0.36162
0.77333,0.36145
0.77377,0.36174
0.77421,0.36146
0.77464,0.3613
0.77508,0.36119
0.77551,0.36111
0.77595,0.36108
0.77639,0.36124
0.77682,0.36113
0.77726,0.36047
0.7777,0.36029
0.77813,0.35996
0.77857,0.3594
0.779,0.35878
0.77944,0.3582
0.77988,0.35729
0.78031,0.3569
0.78075,0.35657
0.78118,0.35571
0.78162,0.35493
0.78205,0.35456
0.78249,0.35405
0.78293,0.35361
0.78336,0.35325
0.7838,0.35316
0.78423,0.35314
0.78467,0.35273
0.7851,0.35251
0.78554,0.35241
0.78598,0.3525
0.78641,0.35212
0.78685,0.35158
0.78728,0.35147
0.78772,0.351
0.78815,0.35039
0.78859,0.35021
0.78902,0.3502
0.78946,0.34928
0.78989,0.3489
0.79033,0.34828
0.79076,0.34806
0.7912,0.34721
0.79163,0.34685
0.79207,0.3462
0.79251,0.3458
0.79294,0.34543
0.79338,0.34473
0.79381,0.34442
0.79425,0.34382
0.79468,0.34346
0.79512,0.34289
0.79555,0.34228
0.79599,0.34209
0.79642,0.34178
0.79686,0.34114
0.79729,0.34046
0.79772,0.34017
0.79816,0.33977
0.79859,0.33941
0.79903,0.33938
0.79946,0.33907
0.7999,0.33928
0.80033,0.33871
0.80077,0.33824
0.8012,0.33785
0.80164,0.33694
0.80207,0.33644
0.80251,0.33554
0.80294,0.33445
0.80337,0.33403
0.80381,0.3334
0.80424,0.33256
0.80468,0.33176
0.80511,0.33115
0.80555,0.33082
0.80598,0.3302
0.80642,0.32969
0.80685,0.32911
0.80728,0.32833
0.80772,0.32781
0.80815,0.32699
0.80859,0.32612
0.80902,0.32554
0.80945,0.32469
0.80989,0.32402
0.81032,0.32357
0.81076,0.32326
0.81119,0.32318
0.81162,0.32258
0.81206,0.32227
0.81249,0.32163
0.81293,0.3208
0.81336,0.3198
0.81379,0.31913
0.81423,0.31858
0.81466,0.31785
0.8151,0.31748
0.81553,0.31686
0.81596,0.31651
0.8164,0.31592
0.81683,0.31576
0.81726,0.31536
0.8177,0.31484
0.81813,0.31421
0.81856,0.31341
0.819,0.31247
0.81943,0.31181
0.81986,0.31154
0.8203,0.31097
0.82073,0.31055
0.82116,0.31026
0.8216,0.31006
0.82203,0.3093
0.82246,0.30877
0.8229,0.30853
0.82333,0.30814
0.82376,0.30738
0.8242,0.30658
0.82463,0.30583
0.82506,0.30487
0.8255,0.30366
0.82593,0.30278
0.82636,0.30218
0.8268,0.3017
0.82723,0.30133
0.82766,0.30136
0.82809,0.30098
0.82853,0.30094
0.82896,0.30062
0.82939,0.30018
0.82983,0.29965
0.83026,0.29916
0.83069,0.29891
0.83112,0.29835
0.83156,0.29773
0.83199,0.29685
0.83242,0.29605
0.83286,0.29563
0.83329,0.29482
0.83372,0.29437
0.83415,0.29357
0.83459,0.2935
0.83502,0.29316
0.83545,0.2929
0.83588,0.29229
0.83632,0.29216
0.83675,0.29168
0.83718,0.29052
0.83761,0.28975
0.83804,0.28861
0.83848,0.2878
0.83891,0.28707
0.83934,0.28641
0.83977,0.28571
0.84021,0.28507
0.84064,0.28452
0.84107,0.2836
0.8415,0.28318
0.84193,0.28244
0.84237,0.28208
0.8428,0.28124
0.84323,0.28089
0.84366,0.28033
0.84409,0.27994
0.84453,0.27933
0.84496,0.27912
0.84539,0.27872
0.84582,0.2784
0.84625,0.2777
0.84669,0.27734
0.84712,0.27714
0.84755,0.27702
0.84798,0.27649
0.84841,0.27633
0.84884,0.27592
0.84928,0.27588
0.84971,0.27537
0.85014,0.27498
0.85057,0.27444
0.851,0.27429
0.85143,0.27365
0.85186,0.27322
0.8523,0.27266
0.85273,0.27208
0.85316,0.27159
0.85359,0.27072
0.85402,0.26966
0.85445,0.26907
0.85488,0.26867
0.85532,0.26807
0.85575,0.26743
0.85618,0.26672
0.85661,0.26642
0.85704,0.26565
0.85747,0.26523
0.8579,0.26457
0.85833,0.26423
0.85876,0.26401
0.8592,0.2635
0.85963,0.26259
0.86006,0.26246
0.86049,0.26227
0.86092,0.26199
0.86135,0.2617
0.86178,0.26127
0.86221,0.26082
0.86264,0.26005
0.86307,0.25982
0.8635,0.25927
0.86394,0.25893
0.86437,0.25871
0.8648,0.25797
0.86523,0.25788
0.86566,0.25772
0.86609,0.25739
0.86652,0.25708
0.86695,0.25659
0.86738,0.25602
0.86781,0.25577
0.86824,0.25503
0.86867,0.25457
0.8691,0.25413
0.86953,0.25397
0.86996,0.25358
0.87039,0.25367
0.87082,0.25344
0.87125,0.25306
0.87168,0.25311
0.87211,0.25306
0.87254,0.25285
0.87297,0.25241
0.8734,0.25252
0.87383,0.25205
0.87426,0.25135
0.87469,0.25107
0.87512,0.25064
0.87555,0.25034
0.87598,0.25012
0.87641,0.24923
0.87684,0.24917
0.87727,0.24878
0.8777,0.24872
0.87813,0.24829
0.87856,0.24815
0.87899,0.24732
0.87942,0.24731
0.87985,0.24697
0.88028,0.2472
0.88071,0.24709
0.88114,0.24692
0.88157,0.24702
0.882,0.24684
0.88243,0.24662
0.88286,0.24639
0.88329,0.24591
0.88372,0.24605
0.88415,0.24543
0.88458,0.24489
0.88501,0.24454
0.88544,0.24411
0.88587,0.24394
0.8863,0.2434
0.88673,0.24351
0.88715,0.24331
0.88758,0.2432
0.88801,0.24263
0.88844,0.24224
0.88887,0.24199
0.8893,0.24183
0.88973,0.24178
0.89016,0.24142
0.89059,0.2413
0.89102,0.24119
0.89145,0.24095
0.89188,0.24087
0.8923,0.24062
0.89273,0.24026
0.89316,0.24003
0.89359,0.23988
0.89402,0.23995
0.89445,0.24001
0.89488,0.24005
0.89531,0.23993
0.89574,0.24008
0.89616,0.24021
0.89659,0.23981
0.89702,0.23977
0.89745,0.23967
0.89788,0.23967
0.89831,0.23939
0.89874,0.23977
0.89916,0.24014
0.89959,0.24007
0.90002,0.24015
0.90045,0.24011
0.90088,0.23987
0.90131,0.23976
0.90174,0.23941
0.90216,0.23964
0.90259,0.23941
0.90302,0.23923
0.90345,0.23908
0.90388,0.23925
0.90431,0.23896
0.90473,0.23854
0.90516,0.23869
0.90559,0.23845
0.90602,0.23841
0.90645,0.23841
0.90687,0.23838
0.9073,0.23845
0.90773,0.23821
0.90816,0.23825
0.90859,0.23802
0.90901,0.23785
0.90944,0.23775
0.90987,0.2373
0.9103,0.23745
0.91073,0.23711
0.91115,0.23703
0.91158,0.2372
0.91201,0.23713
0.91244,0.23733
0.91286,0.23753
0.91329,0.2375
0.91372,0.23805
0.91415,0.23789
0.91458,0.23795
0.915,0.23803
0.91543,0.23796
0.91586,0.23815
0.91629,0.23822
0.91671,0.23827
0.91714,0.23843
0.91757,0.23858
0.918,0.23861
0.91842,0.23875
0.91885,0.23886
0.91928,0.23906
0.9197,0.23915
0.92013,0.2392
0.92056,0.23913
0.92099,0.23924
0.92141,0.23922
0.92184,0.2395
0.92227,0.23955
0.9227,0.23974
0.92312,0.23958
0.92355,0.23947
0.92398,0.23948
0.9244,0.23945
0.92483,0.23954
0.92526,0.23948
0.92568,0.23947
0.92611,0.2392
0.92654,0.23958
0.92697,0.23961
0.92739,0.23961
0.92782,0.23979
0.92825,0.23988
0.92867,0.23985
0.9291,0.23975
0.92953,0.23969
0.92995,0.23952
0.93038,0.23966
0.93081,0.2395
0.93123,0.23941
0.93166,0.23946
0.93209,0.2399
0.93251,0.23991
0.93294,0.24024
0.93337,0.24047
0.93379,0.24077
0.93422,0.24105
0.93464,0.24102
0.93507,0.24133
0.9355,0.24122
0.93592,0.24144
0.93635,0.24182
0.93678,0.24199
0.9372,0.24215
0.93763,0.24239
0.93805,0.24247
0.93848,0.24265
0.93891,0.24302
0.93933,0.24318
0.93976,0.2431
0.94019,0.24338
0.94061,0.24333
0.94104,0.24351
0.94146,0.24338
0.94189,0.24333
0.94232,0.24303
0.94274,0.24351
0.94317,0.24324
0.94359,0.24355
0.94402,0.24358
0.94444,0.2442
0.94487,0.24445
0.9453,0.24507
0.94572,0.24556
0.94615,0.24598
0.94657,0.24647
0.947,0.24652
0.94742,0.24712
0.94785,0.24742
0.94828,0.24755
0.9487,0.24787
0.94913,0.24789
0.94955,0.24808
0.94998,0.24842
0.9504,0.24897
0.95083,0.24899
0.95125,0.24928
0.95168,0.24974
0.9521,0.24997
0.95253,0.25076
0.95296,0.2511
0.95338,0.25166
0.95381,0.25235
0.95423,0.25324
0.95466,0.25375
0.95508,0.25402
0.95551,0.25464
0.95593,0.2551
0.95636,0.25502
0.95678,0.25557
0.95721,0.25579
0.95763,0.25592
0.95806,0.25653
0.95848,0.25639
0.95891,0.25631
0.95933,0.25653
0.95976,0.25666
0.96018,0.25698
0.96061,0.25719
0.96103,0.25738
0.96146,0.25747
0.96188,0.25797
0.96231,0.25861
0.96273,0.25884
0.96315,0.25949
0.96358,0.26009
0.964,0.26046
0.96443,0.26099
0.96485,0.2612
0.96528,0.26155
0.9657,0.26181
0.96613,0.26221
0.96655,0.26259
0.96698,0.26301
0.9674,0.2633
0.96782,0.2639
0.96825,0.26423
0.96867,0.26446
0.9691,0.26522
0.96952,0.26572
0.96995,0.2663
0.97037,0.26708
0.97079,0.26761
0.97122,0.26772
0.97164,0.2684
0.97207,0.26855
0.97249,0.26906
0.97291,0.2697
0.97334,0.27014
0.97376,0.27066
0.97419,0.27105
0.97461,0.27199
0.97503,0.2722
0.97546,0.27274
0.97588,0.27284
0.97631,0.27339
0.97673,0.27384
0.97715,0.27445
0.97758,0.27485
0.978,0.27526
0.97843,0.27553
0.97885,0.27613
0.97927,0.27651
0.9797,0.27698
0.98012,0.27746
0.98054,0.27803
0.98097,0.27837
0.98139,0.27919
0.98181,0.2797
0.98224,0.28005
0.98266,0.28064
0.98309,0.28118
0.98351,0.28172
0.98393,0.28213
0.98436,0.28298
0.98478,0.28337
0.9852,0.28396
0.98563,0.28416
0.98605,0.28449
0.98647,0.28453
0.9869,0.28476
0.98732,0.28536
0.98774,0.28566
0.98817,0.28614
0.98859,0.28634
0.98901,0.28669
0.98943,0.28699
0.98986,0.28757
0.99028,0.2875
0.9907,0.28811
0.99113,0.28883
0.99155,0.28918
0.99197,0.28931
0.9924,0.28988
0.99282,0.29049
0.99324,0.29071
0.99366,0.29132
0.99409,0.29227
0.99451,0.2924
0.99493,0.29298
0.99535,0.29345
0.99578,0.29436
0.9962,0.29445
0.99662,0.29532
0.99705,0.29535
0.99747,0.29607
0.99789,0.29635
0.99831,0.29703
0.99874,0.29744
0.99916,0.29848
0.99958,0.29893
1.0013,0.30033
1.0028,0.30208
1.0044,0.30511
1.006,0.30911
1.0075,0.31251
1.0091,0.31496
1.0107,0.31783
1.0122,0.32061
1.0138,0.32173
1.0154,0.32247
1.017,0.32424
1.0186,0.32648
1.0202,0.32956
1.0218,0.33365
1.0234,0.33719
1.0251,0.33922
1.0267,0.34083
1.0283,0.34352
1.0299,0.34685
1.0316,0.34944
1.0332,0.35161
1.0349,0.35468
1.0365,0.35852
1.0382,0.36108
1.0399,0.36161
1.0415,0.36274
1.0432,0.36611
1.0449,0.36959
1.0466,0.37133
1.0483,0.37242
1.05,0.37416
1.0517,0.3763
1.0534,0.37888
1.0551,0.38225
1.0568,0.38544
1.0586,0.38753
1.0603,0.38913
1.062,0.39141
1.0638,0.39422
1.0655,0.39673
1.0673,0.39923
1.069,0.40229
1.0708,0.40521
1.0726,0.40709
1.0744,0.40838
1.0761,0.40974
1.0779,0.41111
1.0797,0.41281
1.0815,0.41567
1.0833,0.41942
1.0851,0.42244
1.087,0.42399
1.0888,0.42508
1.0906,0.42657
1.0925,0.42819
1.0943,0.42934
1.0962,0.43034
1.098,0.4324
1.0999,0.43561
1.1018,0.43851
1.1036,0.4401
1.1055,0.44077
1.1074,0.44166
1.1093,0.44338
1.1112,0.44548
1.1131,0.44748
1.115,0.44922
1.117,0.45078
1.1189,0.4522
1.1208,0.45312
1.1228,0.45368
1.1247,0.45529
1.1267,0.45816
1.1286,0.46027
1.1306,0.46101
1.1326,0.46165
1.1346,0.46259
1.1366,0.46364
1.1385,0.46473
1.1406,0.46586
1.1426,0.46707
1.1446,0.46843
1.1466,0.46983
1.1486,0.47067
1.1507,0.47109
1.1527,0.47194
1.1548,0.47341
1.1568,0.47452
1.1589,0.47446
1.161,0.4744
1.1631,0.47574
1.1652,0.47771
1.1673,0.47889
1.1694,0.47904
1.1715,0.47888
1.1736,0.47939
1.1757,0.48047
1.1779,0.48082
1.18,0.48069
1.1822,0.48153
1.1843,0.4832
1.1865,0.48453
1.1887,0.48495
1.1909,0.48506
1.1931,0.48555
1.1953,0.48643
1.1975,0.48741
1.1997,0.48822
1.2019,0.48886
1.2042,0.48959
1.2064,0.49058
1.2086,0.49173
1.2109,0.49271
1.2132,0.49346
1.2154,0.49411
1.2177,0.4945
1.22,0.49445
1.2223,0.49411
1.2246,0.49414
1.227,0.49514
1.2293,0.49638
1.2316,0.49696
1.234,0.49745
1.2363,0.4983
1.2387,0.49884
1.2411,0.49852
1.2434,0.49788
1.2458,0.49787
1.2482,0.49819
1.2506,0.4982
1.2531,0.49829
1.2555,0.49896
1.2579,0.49988
1.2604,0.50051
1.2628,0.50082
1.2653,0.50089
1.2678,0.5008
1.2703,0.5009
1.2728,0.50154
1.2753,0.50235
1.2778,0.50288
1.2803,0.50338
1.2828,0.5039
1.2854,0.50401
1.2879,0.50402
1.2905,0.50411
1.2931,0.50383
1.2957,0.50336
1.2983,0.50319
1.3009,0.50325
1.3035,0.50352
1.3061,0.50383
1.3088,0.5039
1.3114,0.50386
1.3141,0.50366
1.3167,0.50315
1.3194,0.50254
1.3221,0.50199
1.3248,0.50156
1.3275,0.50141
1.3303,0.50125
1.333,0.50053
1.3357,0.49981
1.3385,0.49958
1.3413,0.49928
1.3441,0.49867
1.3468,0.49812
1.3497,0.49755
1.3525,0.49664
1.3553,0.49526
1.3581,0.49361
1.361,0.49186
1.3639,0.49029
1.3667,0.48925
1.3696,0.48887
1.3725,0.4886
1.3754,0.48739
1.3784,0.48528
1.3813,0.48327
1.3843,0.48166
1.3872,0.47987
1.3902,0.47752
1.3932,0.47496
1.3962,0.4729
1.3992,0.47176
1.4022,0.47123
1.4053,0.47081
1.4083,0.47019
1.4114,0.46926
1.4145,0.46826
1.4176,0.46746
1.4207,0.4667
1.4238,0.46584
1.4269,0.46498
1.4301,0.46404
1.4333,0.46278
1.4364,0.46114
1.4396,0.45927
1.4428,0.4571
1.4461,0.45488
1.4493,0.4529
1.4525,0.45099
1.4558,0.44921
1.4591,0.44784
1.4624,0.4464
1.4657,0.44437
1.469,0.44222
1.4724,0.44043
1.4757,0.43877
1.4791,0.43678
1.4825,0.4342
1.4859,0.4311
1.4893,0.42818
1.4927,0.42602
1.4962,0.42433
1.4996,0.42256
1.5031,0.42081
1.5066,0.41916
1.5101,0.41713
1.5136,0.41461
1.5172,0.41219
1.5207,0.41038
1.5243,0.40889
1.5279,0.40694
1.5315,0.40435
1.5352,0.40156
1.5388,0.39881
1.5425,0.39632
1.5461,0.39416
1.5498,0.39204
1.5536,0.38982
1.5573,0.38778
1.561,0.38599
1.5648,0.38416
1.5686,0.38209
1.5724,0.38007
1.5762,0.37835
1.5801,0.37675
1.5839,0.37491
1.5878,0.37265
1.5917,0.37008
1.5957,0.36737
1.5996,0.36483
1.6036,0.36261
1.6075,0.36078
1.6115,0.35922
1.6155,0.35769
1.6196,0.35624
1.6236,0.35496
1.6277,0.35344
1.6318,0.35143
1.6359,0.34928
1.6401,0.34706
1.6443,0.34469
1.6484,0.34277
1.6526,0.34161
1.6569,0.34058
1.6611,0.3392
1.6654,0.33758
1.6697,0.33582
1.674,0.33419
1.6783,0.33269
1.6827,0.33104
1.6871,0.32932
1.6915,0.32789
1.6959,0.32658
1.7004,0.3251
1.7048,0.32356
1.7093,0.32214
1.7138,0.3207
1.7184,0.31932
1.723,0.31807
1.7276,0.31675
1.7322,0.31531
1.7368,0.31374
1.7415,0.31198
1.7462,0.3105
1.7509,0.30971
1.7556,0.30933
1.7604,0.30908
1.7652,0.3086
1.77,0.30771
1.7749,0.30685
1.7798,0.30646
1.7847,0.30625
1.7896,0.30607
1.7946,0.30606
1.7995,0.30601
1.8046,0.30559
1.8096,0.30496
1.8147,0.30451
1.8198,0.30434
1.8249,0.30408
1.83,0.30333
1.8352,0.30254
1.8404,0.30238
1.8457,0.30275
1.851,0.30308
1.8563,0.30294
1.8616,0.30236
1.867,0.30174
1.8724,0.30213
1.8778,0.30387
1.8832,0.30586
1.8887,0.30704
1.8943,0.30726
1.8998,0.30731
1.9054,0.30823
1.911,0.3098
1.9167,0.31108
1.9224,0.31193
1.9281,0.313
1.9338,0.31468
1.9396,0.31694
1.9454,0.31939
1.9513,0.32157
1.9572,0.32337
1.9631,0.32544
1.9691,0.32807
1.9751,0.33078
1.9811,0.33323
1.9872,0.33519
1.9933,0.33691
1.9995,0.33886
2.0057,0.34179
2.0119,0.34527
2.0182,0.3488
2.0245,0.35191
2.0308,0.35467
2.0372,0.3575
2.0436,0.36069
2.0501,0.36393
2.0566,0.36692
2.0632,0.36995
2.0698,0.37353
2.0764,0.37785
2.0831,0.38267
2.0898,0.38755
2.0966,0.39178
2.1034,0.39548
2.1102,0.39946
2.1171,0.40428
2.124,0.40929
2.131,0.41365
2.1381,0.41702
2.1451,0.42012
2.1523,0.42389
2.1594,0.4289
2.1667,0.43503
2.1739,0.44045
2.1813,0.44532
2.1886,0.44982
2.196,0.45461
2.2035,0.45934
2.211,0.46323
2.2186,0.46624
2.2262,0.4696
2.2339,0.4739
2.2416,0.47822
2.2494,0.48188
2.2573,0.48503
2.2652,0.48803
2.2731,0.49043
