KC-OL-lvn_4,
W,R
0.50012,0.57832
0.50031,0.58193
0.5005,0.58262
0.5007,0.58255
0.50089,0.58479
0.50108,0.58576
0.50128,0.58665
0.50147,0.59124
0.50166,0.59444
0.50186,0.591
0.50205,0.58851
0.50225,0.58597
0.50244,0.58361
0.50264,0.5862
0.50283,0.5875
0.50303,0.58709
0.50322,0.58826
0.50342,0.58986
0.50361,0.58901
0.50381,0.58841
0.50401,0.58991
0.5042,0.59191
0.5044,0.59623
0.50459,0.59662
0.50479,0.59164
0.50499,0.59111
0.50518,0.59306
0.50538,0.58985
0.50558,0.58881
0.50577,0.59294
0.50597,0.59236
0.50617,0.59044
0.50637,0.59084
0.50657,0.58835
0.50676,0.5867
0.50696,0.58919
0.50716,0.59029
0.50736,0.59062
0.50756,0.5942
0.50776,0.59405
0.50795,0.5884
0.50815,0.5849
0.50835,0.58569
0.50855,0.5881
0.50875,0.58987
0.50895,0.59203
0.50915,0.59429
0.50935,0.5937
0.50955,0.59052
0.50975,0.58888
0.50995,0.59151
0.51015,0.59338
0.51035,0.5913
0.51056,0.59172
0.51076,0.59432
0.51096,0.59338
0.51116,0.59105
0.51136,0.59283
0.51156,0.5961
0.51177,0.59403
0.51197,0.59301
0.51217,0.59602
0.51237,0.59619
0.51257,0.59412
0.51278,0.59289
0.51298,0.59251
0.51318,0.59203
0.51339,0.59395
0.51359,0.59627
0.51379,0.59791
0.514,0.59881
0.5142,0.59686
0.51441,0.59772
0.51461,0.5986
0.51481,0.59882
0.51502,0.60208
0.51522,0.60441
0.51543,0.6042
0.51563,0.60216
0.51584,0.60151
0.51604,0.59958
0.51625,0.5987
0.51645,0.60159
0.51666,0.60305
0.51687,0.60316
0.51707,0.60284
0.51728,0.6052
0.51749,0.60893
0.51769,0.61095
0.5179,0.60845
0.51811,0.60436
0.51831,0.60809
0.51852,0.61254
0.51873,0.61226
0.51894,0.61046
0.51914,0.60959
0.51935,0.609
0.51956,0.60586
0.51977,0.60754
0.51998,0.6137
0.52018,0.61347
0.52039,0.60873
0.5206,0.60888
0.52081,0.61343
0.52102,0.61544
0.52123,0.61383
0.52144,0.61256
0.52165,0.61229
0.52186,0.61284
0.52207,0.61597
0.52228,0.61701
0.52249,0.61664
0.5227,0.61917
0.52291,0.62008
0.52312,0.61792
0.52333,0.61496
0.52355,0.61228
0.52376,0.61249
0.52397,0.61759
0.52418,0.62065
0.52439,0.61761
0.52461,0.61563
0.52482,0.61598
0.52503,0.61602
0.52524,0.61679
0.52546,0.61886
0.52567,0.62012
0.52588,0.61944
0.5261,0.61526
0.52631,0.61134
0.52652,0.61404
0.52674,0.61645
0.52695,0.61732
