YY_OL_6,
1.106,0.271019987
1.109,0.271833077
1.112,0.272003174
1.115,0.272568698
1.118,0.273126265
1.121,0.273332923
1.124,0.273432975
1.127,0.27409339
1.13,0.274521029
1.133,0.274877804
1.136,0.274851809
1.139,0.275617169
1.142,0.275912082
1.145,0.276415727
1.148,0.276299347
1.151,0.277146676
1.154,0.277019943
1.157,0.277523964
1.16,0.2779047
1.163,0.277846886
1.166,0.278680757
1.169,0.278517486
1.172,0.279112136
1.175,0.27938728
1.178,0.279379203
1.181,0.279872593
1.184,0.280164711
1.187,0.280036863
1.19,0.280843313
1.193,0.280846946
1.196,0.28098383
1.199,0.281506833
1.202,0.28165453
1.205,0.281643628
1.208,0.282451938
1.211,0.282380803
1.214,0.282305832
1.217,0.28308269
1.22,0.283129763
1.223,0.28308877
1.226,0.28355807
1.229,0.283936838
1.232,0.28388973
1.235,0.28436327
1.238,0.284695373
1.241,0.284562174
1.244,0.285314689
1.247,0.285384473
1.25,0.285604095
1.253,0.286226609
1.256,0.286166386
1.259,0.286133794
1.262,0.286976596
1.265,0.286830195
1.268,0.287379424
1.271,0.287693503
1.274,0.287665854
1.277,0.287824275
1.28,0.288510135
1.283,0.288379959
1.286,0.288753316
1.289,0.28919967
1.292,0.289118103
1.295,0.289594741
1.298,0.289990701
1.301,0.289924983
1.304,0.290761589
1.307,0.29060206
1.31,0.291186291
1.313,0.29147264
1.316,0.291459848
1.319,0.291951204
1.322,0.292247886
1.325,0.292119795
1.328,0.29291921
1.331,0.292917253
1.334,0.293219209
1.337,0.293796404
1.34,0.293638708
1.343,0.294475859
1.346,0.294408762
1.349,0.294804076
1.352,0.295294141
1.355,0.295174061
1.358,0.296021434
1.361,0.29590275
1.364,0.296389997
1.367,0.296788224
1.37,0.296719313
1.373,0.29755718
1.376,0.297399572
1.379,0.297978556
1.382,0.298270525
1.385,0.298255397
1.388,0.298745691
1.391,0.299044774
1.394,0.298916104
1.397,0.299712766
1.4,0.299714822
1.403,0.300016789
1.406,0.300566893
1.409,0.300516108
1.412,0.300514765
1.415,0.301337356
1.418,0.301214573
1.421,0.301489865
1.424,0.30198986
1.427,0.301998532
1.43,0.302237396
1.433,0.302852304
1.436,0.302734991
1.439,0.303136694
1.442,0.303559208
1.445,0.303454366
1.448,0.30401666
1.451,0.304303713
1.454,0.304276912
1.457,0.304464118
1.46,0.30510994
1.463,0.305046397
1.466,0.305007479
1.469,0.305844491
1.472,0.30578732
1.475,0.305717564
1.478,0.306419211
1.481,0.306547474
1.484,0.306540405
1.487,0.306675979
1.49,0.307215809
1.493,0.307307157
1.496,0.307290707
1.499,0.307519037
1.502,0.308126534
1.505,0.308067838
1.508,0.308043772
1.511,0.308877029
1.514,0.308787793
1.517,0.308840649
1.52,0.30875542
1.523,0.309591581
1.526,0.309553593
1.529,0.309547739
1.532,0.309806479
1.535,0.310308603
1.538,0.310318262
1.541,0.310342283
1.544,0.310243903
1.547,0.31094629
1.55,0.311079197
1.553,0.311094467
1.556,0.311008809
1.559,0.311595845
1.562,0.311854008
1.565,0.311837438
1.568,0.311838559
1.571,0.311806982
1.574,0.312091214
1.577,0.312582774
1.58,0.312583658
1.583,0.312598721
1.586,0.312560074
1.589,0.312886433
1.592,0.313353035
1.595,0.313335134
1.598,0.313367383
1.601,0.313266621
1.604,0.31405376
1.607,0.314086097
1.61,0.314121795
1.613,0.314019202
1.616,0.31471869
1.619,0.314855955
1.622,0.314861531
1.625,0.314849464
1.628,0.314877947
1.631,0.31480654
1.634,0.315646325
1.637,0.315590428
1.64,0.315614435
1.643,0.315617686
1.646,0.315603823
1.649,0.316070412
1.652,0.316396236
1.655,0.316359708
1.658,0.316368261
1.661,0.316367872
1.664,0.316324561
1.667,0.316721267
1.67,0.317171823
1.673,0.317118275
1.676,0.317122512
1.679,0.317101486
1.682,0.317297137
1.685,0.317823974
1.688,0.317877017
1.691,0.317876123
1.694,0.3178945
1.697,0.317795761
1.7,0.318552441
1.703,0.318623133
1.706,0.318636325
1.709,0.31863811
1.712,0.318604568
1.715,0.318985198
1.718,0.319408514
1.721,0.319379196
1.724,0.319388919
1.727,0.319386869
1.73,0.319387055
1.733,0.319391202
1.736,0.3193605
1.739,0.319617731
1.742,0.320122742
1.745,0.320137851
1.748,0.320144517
1.751,0.320141869
1.754,0.320142559
1.757,0.320142366
1.76,0.32014003
1.763,0.3201605
1.766,0.320061166
1.769,0.32081441
1.772,0.320889186
1.775,0.320903097
1.778,0.320896695
1.781,0.320895828
1.784,0.32089998
1.787,0.320933217
1.79,0.3214507
1.793,0.321676743
1.796,0.321649578
1.799,0.321652424
1.802,0.321663632
1.805,0.321580437
1.808,0.322188796
1.811,0.322423044
1.814,0.322411396
1.817,0.322404372
1.82,0.322419781
1.823,0.322369905
1.826,0.322782658
1.829,0.322839472
1.832,0.323206563
1.835,0.323154542
1.838,0.323164463
1.841,0.323164267
1.844,0.323146023
1.847,0.323315709
1.85,0.323848153
1.853,0.323921591
1.856,0.323919839
1.859,0.323918273
1.862,0.323916414
1.865,0.323924686
1.868,0.323922823
1.871,0.324410124
1.874,0.324702535
1.877,0.324668413
1.88,0.324674064
1.883,0.324673822
1.886,0.32467218
1.889,0.324681396
1.892,0.324647348
1.895,0.325040959
1.898,0.325452463
1.901,0.325420895
1.904,0.325430381
1.907,0.325428741
1.91,0.325428992
1.913,0.325425546
1.916,0.32544913
1.919,0.325351697
1.922,0.326148386
1.925,0.326169479
1.928,0.326189764
1.931,0.326183326
1.934,0.326182489
1.937,0.326183131
1.94,0.326240925
1.943,0.326769255
1.946,0.326958556
1.949,0.326938442
1.952,0.326943088
1.955,0.326886792
1.958,0.327351511
1.961,0.327733861
1.964,0.327693501
1.967,0.327693803
1.97,0.327690168
1.973,0.327716166
1.976,0.327638113
1.979,0.328475136
1.982,0.328428015
1.985,0.328462498
1.988,0.328420442
1.991,0.328792531
1.994,0.329222681
1.997,0.329212697
2,0.329125731
2.003,0.329833
2.006,0.329958556
2.009,0.329951373
2.012,0.330090113
2.015,0.33062075
2.018,0.330733924
2.021,0.330771521
2.024,0.33154813
2.027,0.331458819
2.03,0.33144664
2.033,0.331832518
2.036,0.33224635
2.039,0.332235065
2.042,0.332145986
2.045,0.332882347
2.048,0.332974084
2.051,0.332998141
2.054,0.332904659
2.057,0.333537051
2.06,0.333747457
2.063,0.333741876
2.066,0.333713242
2.069,0.333917899
2.072,0.334441907
2.075,0.334490848
2.078,0.33450287
2.081,0.33442048
2.084,0.335010833
2.087,0.335261638
2.09,0.335235448
2.093,0.335458419
2.096,0.336069702
2.099,0.336010256
2.102,0.335985373
2.105,0.336821283
2.108,0.336711471
2.111,0.33696058
2.114,0.33747229
2.117,0.337507568
2.12,0.337580125
2.123,0.338108844
2.126,0.338285378
2.129,0.338266141
2.132,0.338266969
2.135,0.338267477
2.138,0.33826729
2.141,0.338267326
2.144,0.338267324
2.147,0.33826739
2.15,0.338266837
2.153,0.338269447
2.156,0.338262561
2.159,0.338249539
2.162,0.33774593
2.165,0.337487174
2.168,0.337508937
2.171,0.33751894
2.174,0.337051647
2.177,0.336725954
2.18,0.336768949
2.183,0.336740092
2.186,0.33673486
2.189,0.335927155
2.192,0.336022522
2.195,0.335998122
2.198,0.336001954
2.201,0.336001775
2.204,0.336001678
2.207,0.336001714
2.21,0.336001709
2.213,0.336001707
2.216,0.336001643
2.219,0.33600219
2.222,0.335999578
2.225,0.336006623
2.228,0.336018308
2.231,0.336520356
2.234,0.336783951
2.237,0.33675321
2.24,0.336756531
2.243,0.336747392
2.246,0.336863935
2.249,0.337401165
2.252,0.337522317
2.255,0.337512426
2.258,0.337515652
2.261,0.337485451
2.264,0.337743949
2.267,0.338248096
2.27,0.338261374
2.273,0.338284349
2.276,0.338186944
2.279,0.338879125
2.282,0.339023556
2.285,0.339024951
2.288,0.339039153
2.291,0.338941768
2.294,0.339696069
2.297,0.339768252
2.3,0.339796315
2.303,0.339699004
2.306,0.34035515
2.309,0.340538721
2.312,0.34051172
2.315,0.340803008
2.318,0.341354771
2.321,0.341275829
2.324,0.341283525
2.327,0.34145067
2.33,0.342123108
2.333,0.342023787
2.336,0.342055047
2.339,0.342110817
2.342,0.342877515
2.345,0.34278749
2.348,0.342775377
2.351,0.343169705
2.354,0.3435778
2.357,0.343546346
2.36,0.343553169
2.363,0.343558804
2.366,0.343567983
2.369,0.344067548
2.372,0.344336505
2.375,0.344304612
2.378,0.344309115
2.381,0.344308133
2.384,0.344317674
2.387,0.344265508
2.39,0.344636391
2.393,0.344691639
2.396,0.345103045
2.399,0.345052863
2.402,0.345066167
2.405,0.345064071
2.408,0.345064463
2.411,0.345060319
2.414,0.345085415
2.417,0.344992772
2.42,0.345810102
2.423,0.34580194
2.426,0.345825187
2.429,0.345818229
2.432,0.345819497
2.435,0.345819389
2.438,0.345819371
2.441,0.345819379
2.444,0.345819382
2.447,0.345819373
2.45,0.345819318
2.453,0.34581996
2.456,0.345816456
2.459,0.345828074
2.462,0.345824727
2.465,0.346231493
2.468,0.346195953
2.471,0.346158816
2.474,0.346543491
2.477,0.346569009
2.48,0.346576058
2.483,0.346581741
2.486,0.346547911
2.489,0.346940836
2.492,0.347361117
2.495,0.34725834
2.498,0.347810914
