YY_OL_1,
W,R
0.5,0.59616999
0.503,0.596692551
0.506,0.596141799
0.509,0.59924701
0.512,0.600106787
0.515,0.605492695
0.518,0.607175826
0.521,0.608325713
0.524,0.606826852
0.527,0.608914018
0.53,0.611781039
0.533,0.615101618
0.536,0.616077772
0.539,0.616702519
0.542,0.61846437
0.545,0.618892284
0.548,0.621220221
0.551,0.622348168
0.554,0.625089849
0.557,0.626596001
0.56,0.628500893
0.563,0.629203329
0.566,0.630622143
0.569,0.632414186
0.572,0.632806105
0.575,0.632752932
0.578,0.63319475
0.581,0.634800898
0.584,0.637029367
0.587,0.636734818
0.59,0.63718457
0.593,0.63929403
0.596,0.639968016
0.599,0.639958572
0.602,0.641048731
0.605,0.642607607
0.608,0.642861741
0.611,0.643751172
0.614,0.643366795
0.617,0.644094155
0.62,0.645025992
0.623,0.645934633
0.626,0.646820631
0.629,0.647415595
0.632,0.64790755
0.635,0.648433305
0.638,0.649407862
0.641,0.649364987
0.644,0.649764951
0.647,0.651547409
0.65,0.65277817
0.653,0.652852346
0.656,0.654320677
0.659,0.655484583
0.662,0.656370845
0.665,0.657305867
0.668,0.657729289
0.671,0.657792905
0.674,0.658560763
0.677,0.65917294
0.68,0.659619156
0.683,0.660065211
0.686,0.660619785
0.689,0.660421353
0.692,0.661035674
0.695,0.66152892
0.698,0.66201076
0.701,0.662350974
0.704,0.66166063
0.707,0.661485558
0.71,0.662302368
0.713,0.66232916
0.716,0.663001709
0.719,0.662320299
0.722,0.662656427
0.725,0.662514605
0.728,0.662221612
0.731,0.662238577
0.734,0.662272463
0.737,0.661385159
0.74,0.661194123
0.743,0.661795563
0.746,0.661583105
0.749,0.66110371
0.752,0.660207882
0.755,0.660040031
0.758,0.659441621
0.761,0.659243775
0.764,0.658362973
0.767,0.657702883
0.77,0.657386052
0.773,0.656352369
0.776,0.655837491
0.779,0.655335846
0.782,0.654330192
0.785,0.653879846
0.788,0.653992302
0.791,0.653136008
0.794,0.65218654
0.797,0.651625908
0.8,0.651513619
0.803,0.6502253
0.806,0.649732266
0.809,0.649426949
0.812,0.649003361
0.815,0.648322135
0.818,0.647887781
0.821,0.647122354
0.824,0.646822772
0.827,0.646361565
0.83,0.646075477
0.833,0.645638221
0.836,0.645407445
0.839,0.64488769
0.842,0.644287757
0.845,0.644125932
0.848,0.643644701
0.851,0.643406541
0.854,0.642893795
0.857,0.642575234
0.86,0.642582827
0.863,0.641773253
0.866,0.6419538
0.869,0.641301836
0.872,0.641086224
0.875,0.641013836
0.878,0.640290886
0.881,0.640185866
0.884,0.63963243
0.887,0.639592275
0.89,0.639122203
0.893,0.638660175
0.896,0.638263809
0.899,0.637378067
0.902,0.637289244
0.905,0.636395306
0.908,0.636038127
0.911,0.635266302
0.914,0.634331049
0.917,0.633392739
0.92,0.632682768
0.923,0.631688978
0.926,0.630998638
0.929,0.629723863
0.932,0.628744273
0.935,0.627457211
0.938,0.626688719
0.941,0.624963954
0.944,0.623982485
0.947,0.622641873
0.95,0.621845636
0.953,0.619277729
0.956,0.618818597
0.959,0.617543627
0.962,0.616034089
0.965,0.614329093
0.968,0.612467746
0.971,0.610489157
0.974,0.608432433
0.977,0.606336685
0.98,0.604241018
0.983,0.602184543
0.986,0.600206367
0.989,0.598345599
0.992,0.596641347
0.995,0.595132719
0.998,0.593186962
1.001,0.593615857
1.004,0.591674151
1.007,0.590724154
1.01,0.589836418
1.013,0.588543313
1.016,0.587874516
1.019,0.586852272
1.022,0.586157828
1.025,0.585217397
1.028,0.584359473
1.031,0.583884576
1.034,0.583766084
1.037,0.583030268
1.04,0.582963859
1.043,0.582948132
1.046,0.582954934
1.049,0.582955179
1.052,0.582952465
1.055,0.582925244
1.058,0.583247385
1.061,0.583713801
1.064,0.584288372
1.067,0.585229218
1.07,0.585322008
1.073,0.586532236
1.076,0.587660956
1.079,0.588536696
1.082,0.589910972
1.085,0.591152302
1.088,0.592242188
1.091,0.593660639
1.094,0.595034085
1.097,0.596395961
1.1,0.597947746
1.103,0.599587445
1.106,0.600899668
1.109,0.602701792
1.112,0.604027343
1.115,0.605640195
1.118,0.607218569
1.121,0.608575339
1.124,0.609954534
1.127,0.611333398
1.13,0.612715662
1.133,0.6140828
1.136,0.615460188
1.139,0.616449679
1.142,0.617720525
1.145,0.618555089
1.148,0.619843774
1.151,0.621202273
1.154,0.622096082
1.157,0.623025439
1.16,0.623941363
1.163,0.624861906
