Brown University Keck/NASA Relab Spectrum OC-TXH-013-D15/C1OC13D15,,
W,R,Standard Deviation
2.325,0.26694,0.00242
2.33,0.26697,0.0027
2.335,0.26763,0.00245
2.34,0.26744,0.00253
2.345,0.2675,0.00254
2.35,0.26753,0.00258
2.355,0.26745,0.00294
2.36,0.26697,0.00288
2.365,0.26621,0.00306
2.37,0.26752,0.00239
2.375,0.26713,0.00292
2.38,0.26702,0.00273
2.385,0.26677,0.00306
2.39,0.26712,0.00293
2.395,0.26739,0.00299
2.4,0.26738,0.00306
2.405,0.26707,0.00293
2.41,0.26744,0.00293
2.415,0.26763,0.00276
2.42,0.2679,0.00295
2.425,0.26769,0.00338
2.43,0.2684,0.00289
2.435,0.26716,0.00275
2.44,0.26632,0.0029
2.445,0.26677,0.00302
2.45,0.26658,0.00307
2.455,0.26658,0.00287
2.46,0.26597,0.00296
2.465,0.26625,0.00331
2.47,0.26605,0.0031
2.475,0.26675,0.00312
2.48,0.26657,0.00288
2.485,0.2655,0.00251
2.49,0.26577,0.00263
2.495,0.26617,0.00282
2.5,0.26508,0.00247
2.505,0.26465,0.00277
2.51,0.2645,0.00264
2.515,0.26499,0.00294
2.52,0.26531,0.0026
2.525,0.26483,0.00279
2.53,0.26557,0.00308
2.535,0.26617,0.00312
2.54,0.26594,0.00371
2.545,0.26547,0.00386
2.55,0.26679,0.00363
2.555,0.26566,0.00335
2.56,0.26594,0.00505
2.565,0.26579,0.00463
2.57,0.2656,0.00412
2.575,0.26646,0.00475
2.58,0.26594,0.0049
2.585,0.26604,0.0065
2.59,0.26583,0.00566
2.595,0.26568,0.00678
2.6,0.26509,0.00563
2.585,0.2692,
2.59,0.27113,
2.595,0.27125,
2.6,0.27163,
