Brown University Keck/NASA Relab Spectrum OC-TXH-013-D15/C1OC13D15,,
W,R,Standard Deviation
0.3,0.11801,0.10596
0.305,0.123,0.06791
0.31,0.12926,0.0484
0.315,0.13464,0.0354
0.32,0.13865,0.02682
0.325,0.14304,0.02109
0.33,0.14987,0.01701
0.335,0.1557,0.01383
0.34,0.16401,0.01172
0.345,0.17243,0.00984
0.35,0.18094,0.00826
0.355,0.18951,0.0072
0.36,0.19806,0.00623
0.365,0.20536,0.0055
0.37,0.21217,0.00502
0.375,0.21841,0.00454
0.38,0.22333,0.00448
0.385,0.22761,0.00428
0.39,0.23117,0.00464
0.395,0.23463,0.00523
0.4,0.23691,0.00409
0.405,0.23979,0.00372
0.41,0.24303,0.00362
0.415,0.24546,0.00337
0.42,0.24734,0.00325
0.425,0.24866,0.0032
0.43,0.25002,0.00325
0.435,0.25159,0.00331
0.44,0.25249,0.00331
0.445,0.25306,0.00324
0.45,0.25323,0.00328
0.455,0.25378,0.00312
0.46,0.25501,0.00303
0.465,0.25635,0.00315
0.47,0.25753,0.00315
0.475,0.2594,0.00314
0.48,0.26109,0.00313
0.485,0.26171,0.00319
0.49,0.26254,0.00308
0.495,0.26355,0.00308
0.5,0.26482,0.00314
0.505,0.26594,0.00312
0.51,0.26725,0.00306
0.515,0.26854,0.00308
0.52,0.26954,0.0031
0.525,0.27031,0.00321
0.53,0.27103,0.00302
0.535,0.2718,0.00309
0.54,0.27279,0.00309
0.545,0.27343,0.00315
0.55,0.27367,0.00313
0.555,0.27477,0.00307
0.56,0.27497,0.00304
0.565,0.2759,0.00311
0.57,0.27583,0.00309
0.575,0.27625,0.00288
0.58,0.27621,0.00295
0.585,0.27661,0.00305
0.59,0.27687,0.00312
0.595,0.27704,0.00295
0.6,0.27723,0.00298
0.605,0.27738,0.003
0.61,0.27764,0.00293
0.615,0.27789,0.00288
0.62,0.27789,0.00301
0.625,0.27815,0.00304
0.63,0.27853,0.00292
0.635,0.27859,0.00294
0.64,0.27919,0.00297
0.645,0.27965,0.00295
0.65,0.27978,0.00289
0.655,0.28001,0.00293
0.66,0.28055,0.00295
0.665,0.28064,0.0029
0.67,0.28094,0.00289
0.675,0.28153,0.00287
0.68,0.28139,0.0028
0.685,0.28171,0.00294
0.69,0.28157,0.00294
0.695,0.28147,0.00291
0.7,0.28171,0.003
0.705,0.28162,0.00296
0.71,0.28176,0.00291
0.715,0.28148,0.00289
0.72,0.28148,0.00287
0.725,0.28138,0.00289
0.73,0.28146,0.00277
0.735,0.28105,0.00275
0.74,0.28054,0.00278
0.745,0.28051,0.00283
0.75,0.27955,0.00291
0.755,0.27914,0.00282
0.76,0.27871,0.00278
0.765,0.27774,0.00296
0.77,0.27668,0.0028
0.775,0.27592,0.00277
0.78,0.27501,0.00277
0.785,0.2736,0.0029
0.79,0.27254,0.00292
0.795,0.27117,0.00289
0.8,0.26993,0.00446
0.805,0.26863,0.00438
0.81,0.26738,0.00445
0.815,0.26576,0.00437
0.82,0.26422,0.00434
0.825,0.26264,0.00454
0.83,0.26123,0.00442
0.835,0.25919,0.00425
0.84,0.25787,0.00427
0.845,0.25646,0.00416
0.85,0.25493,0.00397
0.855,0.25361,0.00531
0.86,0.25234,0.005
0.865,0.25078,0.00472
0.87,0.24924,0.00438
0.875,0.24813,0.00419
0.88,0.24671,0.00407
0.885,0.24553,0.00358
0.89,0.24455,0.00364
0.895,0.24356,0.0034
0.9,0.24261,0.00345
0.905,0.24184,0.00383
0.91,0.24063,0.00343
0.915,0.24056,0.00327
0.92,0.23922,0.00322
0.925,0.23855,0.00311
0.93,0.23818,0.00322
0.935,0.23735,0.00337
0.94,0.23685,0.00287
0.945,0.2362,0.0031
0.95,0.23602,0.00294
0.955,0.23538,0.00281
0.96,0.23534,0.00312
0.965,0.23463,0.00292
0.97,0.23488,0.00292
0.975,0.2343,0.00301
0.98,0.23388,0.00262
0.985,0.2344,0.00293
0.99,0.23393,0.0028
0.995,0.23404,0.00281
1,0.23286,0.00288
1.005,0.23347,0.00289
1.01,0.23359,0.00288
1.015,0.23301,0.00261
1.02,0.23348,0.0029
1.025,0.23364,0.00292
1.03,0.2331,0.00289
1.035,0.23355,0.0025
1.04,0.23371,0.00284
1.045,0.23381,0.00272
1.05,0.2336,0.00259
1.055,0.23431,0.00284
1.06,0.23482,0.00275
1.065,0.2354,0.00257
1.07,0.23512,0.00281
1.075,0.23506,0.00295
1.08,0.2363,0.00269
1.085,0.23729,0.00265
1.09,0.23844,0.00272
1.095,0.23876,0.00259
1.1,0.23988,0.00272
1.105,0.24065,0.00258
1.11,0.24144,0.00274
1.115,0.24259,0.00289
1.12,0.24376,0.00287
1.125,0.24444,0.00277
1.13,0.24558,0.00304
1.135,0.24615,0.00271
1.14,0.24789,0.00273
1.145,0.24785,0.00283
1.15,0.24865,0.00298
1.155,0.24945,0.00282
1.16,0.24985,0.00262
1.165,0.25074,0.00294
1.17,0.25121,0.0029
1.175,0.25107,0.00273
1.18,0.25211,0.00292
1.185,0.25248,0.00261
1.19,0.25279,0.00282
1.195,0.25294,0.00275
1.2,0.25358,0.00295
1.205,0.25451,0.00287
1.21,0.25489,0.00285
1.215,0.25488,0.00295
1.22,0.25559,0.00278
1.225,0.25548,0.00294
1.23,0.2559,0.00301
1.235,0.25529,0.00266
1.24,0.25601,0.00267
1.245,0.25617,0.00272
1.25,0.25614,0.00286
1.255,0.25674,0.00265
1.26,0.2573,0.00251
1.265,0.25707,0.0027
1.27,0.25744,0.00269
1.275,0.25783,0.00258
1.28,0.25827,0.00247
1.285,0.25839,0.00272
1.29,0.25885,0.0027
1.295,0.25927,0.00248
1.3,0.25975,0.00258
1.305,0.26025,0.00268
1.31,0.26109,0.00284
1.315,0.26169,0.00264
1.32,0.26223,0.00258
1.325,0.26281,0.0027
1.33,0.26302,0.00277
1.335,0.26371,0.00263
1.34,0.26441,0.00267
1.345,0.26467,0.00284
1.35,0.26515,0.00278
1.355,0.26569,0.00315
1.36,0.26612,0.00293
1.365,0.26744,0.00286
1.37,0.26749,0.00298
1.375,0.2677,0.00276
1.38,0.26875,0.00292
1.385,0.26953,0.0029
1.39,0.27022,0.00271
1.395,0.27071,0.00306
1.4,0.27121,0.00287
1.405,0.27194,0.00291
1.41,0.27294,0.00267
1.415,0.27332,0.00278
1.42,0.27344,0.00298
1.425,0.27368,0.00296
1.43,0.27497,0.00293
1.435,0.27527,0.00288
1.44,0.27542,0.00267
1.445,0.27563,0.00282
1.45,0.27628,0.00304
1.455,0.27726,0.00298
1.46,0.27728,0.00288
1.465,0.27754,0.00289
1.47,0.27794,0.00277
1.475,0.27854,0.00279
1.48,0.27873,0.00289
1.485,0.27922,0.0029
1.49,0.27924,0.00292
1.495,0.27952,0.00296
1.5,0.27963,0.0028
1.505,0.28014,0.00295
1.51,0.28024,0.003
1.515,0.28052,0.00289
1.52,0.28059,0.00286
1.525,0.28078,0.00312
1.53,0.28111,0.00313
1.535,0.28075,0.0029
1.54,0.28172,0.00304
1.545,0.28159,0.00317
1.55,0.28187,0.00297
1.555,0.28164,0.00312
1.56,0.28158,0.00301
1.565,0.28225,0.00294
1.57,0.28228,0.00292
1.575,0.28182,0.00317
1.58,0.28159,0.00287
1.585,0.2816,0.0028
1.59,0.28162,0.00276
1.595,0.28158,0.00306
1.6,0.28187,0.00291
1.605,0.28145,0.00292
1.61,0.28083,0.00286
1.615,0.28131,0.00318
1.62,0.28129,0.00299
1.625,0.281,0.00312
1.63,0.28113,0.00298
1.635,0.28037,0.0031
1.64,0.28015,0.00291
1.645,0.27979,0.00323
1.65,0.27994,0.0032
1.655,0.27953,0.00293
1.66,0.27984,0.00298
1.665,0.27865,0.00299
1.67,0.27867,0.00299
1.675,0.27826,0.00285
1.68,0.2784,0.00285
1.685,0.27841,0.00289
1.69,0.27769,0.00294
1.695,0.27699,0.00322
1.7,0.27761,0.00264
1.705,0.27704,0.00285
1.71,0.27654,0.00254
1.715,0.27632,0.00258
1.72,0.27553,0.0026
1.725,0.27591,0.00249
1.73,0.27508,0.00264
1.735,0.27514,0.00259
1.74,0.27451,0.00262
1.745,0.27398,0.00269
1.75,0.27374,0.00269
1.755,0.27357,0.00215
1.76,0.27305,0.00196
1.765,0.27317,0.00203
1.77,0.27287,0.00202
1.775,0.27248,0.00204
1.78,0.27194,0.00219
1.785,0.27198,0.00207
1.79,0.27201,0.00231
1.795,0.27153,0.00218
1.8,0.27072,0.00216
1.805,0.2706,0.00244
1.81,0.27051,0.00247
1.815,0.26979,0.00225
1.82,0.26984,0.0023
1.825,0.26911,0.00216
1.83,0.26896,0.00241
1.835,0.26874,0.00249
1.84,0.26858,0.00244
1.845,0.26825,0.00264
1.85,0.26822,0.00229
1.855,0.26785,0.0026
1.86,0.26735,0.00228
1.865,0.26722,0.00239
1.87,0.2672,0.00252
1.875,0.26687,0.00231
1.88,0.2667,0.00218
1.885,0.26635,0.00246
1.89,0.26588,0.00213
1.895,0.26553,0.00236
1.9,0.26541,0.00227
1.905,0.26537,0.00248
1.91,0.26568,0.00237
1.915,0.26578,0.00227
1.92,0.2659,0.00234
1.925,0.26547,0.00231
1.93,0.26491,0.00256
1.935,0.26425,0.00235
1.94,0.26487,0.00234
1.945,0.26432,0.00219
1.95,0.26387,0.0024
1.955,0.26443,0.00219
1.96,0.26431,0.0022
1.965,0.26361,0.00221
1.97,0.2641,0.00199
1.975,0.26426,0.00229
1.98,0.26371,0.00241
1.985,0.26409,0.00241
1.99,0.26448,0.00205
1.995,0.26401,0.00242
2,0.26409,0.00226
2.005,0.26384,0.00231
2.01,0.26409,0.00224
2.015,0.2642,0.00234
2.02,0.26421,0.00233
2.025,0.264,0.00202
2.03,0.26456,0.00228
2.035,0.26413,0.00219
2.04,0.26405,0.00224
2.045,0.26425,0.00251
2.05,0.26407,0.00232
2.055,0.26433,0.00228
2.06,0.26436,0.00204
2.065,0.26461,0.00243
2.07,0.2648,0.00226
2.075,0.26472,0.00238
2.08,0.26494,0.00245
2.085,0.26458,0.00237
2.09,0.26496,0.00214
2.095,0.26468,0.00226
2.1,0.26544,0.00234
2.105,0.26516,0.00248
2.11,0.26598,0.00236
2.115,0.26523,0.00247
2.12,0.26518,0.00255
2.125,0.26545,0.00254
2.13,0.26562,0.00259
2.135,0.26584,0.00228
2.14,0.26511,0.00242
2.145,0.26565,0.00221
2.15,0.26559,0.00216
2.155,0.26594,0.00243
2.16,0.26555,0.00206
2.165,0.2656,0.00244
2.17,0.26596,0.00226
2.175,0.26564,0.00247
2.18,0.26602,0.00237
2.185,0.26577,0.00237
2.19,0.26645,0.00246
2.195,0.2666,0.00228
2.2,0.26601,0.00232
2.205,0.26643,0.00267
2.21,0.26634,0.00263
2.215,0.26688,0.00266
2.22,0.26729,0.00225
2.225,0.26681,0.00234
2.23,0.26584,0.00244
2.235,0.26661,0.0025
2.24,0.26672,0.00258
2.245,0.26778,0.00264
2.25,0.26698,0.00277
2.255,0.2667,0.00279
2.26,0.26699,0.0028
2.265,0.26718,0.00242
2.27,0.26694,0.0026
2.275,0.26748,0.00201
2.28,0.26706,0.00258
2.285,0.26722,0.00264
2.29,0.26708,0.00245
2.295,0.26753,0.00251
2.3,0.26711,0.00281
2.305,0.26709,0.00233
2.31,0.267,0.00256
2.315,0.26687,0.00247
2.32,0.26683,0.00289
