KC-OL-lvn_11,
W,R
0.50012,0.26305
0.50031,0.26827
0.5005,0.27255
0.5007,0.27187
0.50089,0.26742
0.50108,0.26802
0.50128,0.27086
0.50147,0.27003
0.50166,0.27064
0.50186,0.27246
0.50205,0.27392
0.50225,0.27352
0.50244,0.27199
0.50264,0.26832
0.50283,0.26454
0.50303,0.2669
0.50322,0.27228
0.50342,0.27577
0.50361,0.27308
0.50381,0.26792
0.50401,0.26731
0.5042,0.27215
0.5044,0.27767
0.50459,0.27695
0.50479,0.2745
0.50499,0.27445
0.50518,0.27461
0.50538,0.27301
0.50558,0.27247
0.50577,0.27561
0.50597,0.27835
0.50617,0.27921
0.50637,0.27595
0.50657,0.27242
0.50676,0.27373
0.50696,0.27559
0.50716,0.27448
0.50736,0.27176
0.50756,0.27104
0.50776,0.27181
0.50795,0.27089
0.50815,0.26815
0.50835,0.26924
0.50855,0.27279
0.50875,0.27472
0.50895,0.27639
0.50915,0.27405
0.50935,0.27103
0.50955,0.2715
0.50975,0.27331
0.50995,0.27582
0.51015,0.27784
0.51035,0.27812
0.51056,0.27566
0.51076,0.27291
0.51096,0.27064
0.51116,0.27027
0.51136,0.27211
0.51156,0.2737
0.51177,0.27574
0.51197,0.27812
0.51217,0.28218
0.51237,0.28288
0.51257,0.27723
0.51278,0.27345
0.51298,0.27344
0.51318,0.27558
0.51339,0.27774
0.51359,0.27833
0.51379,0.28035
0.514,0.28275
0.5142,0.28176
0.51441,0.27775
0.51461,0.2754
0.51481,0.2781
0.51502,0.28152
0.51522,0.28271
0.51543,0.28371
0.51563,0.28426
0.51584,0.28314
0.51604,0.28154
0.51625,0.2822
0.51645,0.28258
0.51666,0.28092
0.51687,0.27951
0.51707,0.27889
0.51728,0.28005
0.51749,0.28204
0.51769,0.28571
0.5179,0.28837
0.51811,0.28626
0.51831,0.28472
0.51852,0.28469
0.51873,0.28407
0.51894,0.28442
0.51914,0.2858
0.51935,0.28473
0.51956,0.2831
0.51977,0.28584
0.51998,0.28861
0.52018,0.28824
0.52039,0.28675
0.5206,0.28568
0.52081,0.28691
0.52102,0.29036
0.52123,0.2918
0.52144,0.2907
0.52165,0.29003
0.52186,0.28899
0.52207,0.28928
0.52228,0.29061
0.52249,0.29149
0.5227,0.29327
0.52291,0.29293
0.52312,0.29178
0.52333,0.2923
0.52355,0.29105
0.52376,0.28978
0.52397,0.29162
0.52418,0.29325
0.52439,0.29286
0.52461,0.29208
0.52482,0.29192
0.52503,0.29269
0.52524,0.29306
0.52546,0.29345
0.52567,0.29464
0.52588,0.29462
0.5261,0.29342
0.52631,0.29239
0.52652,0.29142
0.52674,0.29247
0.52695,0.29463
0.52717,0.29499
0.52738,0.29581
0.5276,0.29674
0.52781,0.29731
0.52802,0.29767
0.52824,0.29677
0.52846,0.29551
0.52867,0.29316
0.52889,0.29263
0.5291,0.29434
0.52932,0.29505
0.52953,0.29541
0.52975,0.29559
0.52997,0.29561
0.53018,0.29512
0.5304,0.29494
0.53062,0.29488
0.53084,0.29409
0.53105,0.29375
0.53127,0.29565
0.53149,0.29804
0.53171,0.29781
0.53192,0.29755
0.53214,0.29746
0.53236,0.29809
0.53258,0.29932
0.5328,0.29875
0.53302,0.29744
0.53324,0.29592
0.53346,0.2966
0.53368,0.29807
0.5339,0.29897
0.53412,0.30042
0.53434,0.30056
0.53456,0.29903
0.53478,0.29734
0.535,0.29731
0.53522,0.29696
0.53544,0.29771
0.53566,0.29987
0.53588,0.30033
0.5361,0.30034
0.53633,0.29972
0.53655,0.29995
0.53677,0.29985
0.53699,0.29888
0.53722,0.29921
0.53744,0.30084
0.53766,0.3032
0.53788,0.30386
0.53811,0.30435
0.53833,0.30412
0.53855,0.30218
0.53878,0.3018
0.539,0.30289
0.53923,0.30317
0.53945,0.30186
0.53968,0.30177
0.5399,0.30273
0.54013,0.30321
0.54035,0.30405
0.54058,0.30536
0.5408,0.30682
0.54103,0.30744
0.54125,0.30652
0.54148,0.30463
0.54171,0.30509
0.54193,0.30647
0.54216,0.30599
0.54239,0.30567
0.54261,0.30531
0.54284,0.30541
0.54307,0.30687
0.54329,0.30765
0.54352,0.30659
0.54375,0.30578
0.54398,0.3062
0.54421,0.30684
0.54444,0.30752
0.54466,0.30814
0.54489,0.30904
0.54512,0.30918
0.54535,0.30961
0.54558,0.31049
0.54581,0.30922
0.54604,0.30744
0.54627,0.30752
0.5465,0.30875
0.54673,0.30962
0.54696,0.31047
0.54719,0.31095
0.54742,0.3109
0.54766,0.31048
0.54789,0.30987
0.54812,0.3106
0.54835,0.31165
0.54858,0.31254
0.54881,0.31283
0.54905,0.31251
0.54928,0.31272
0.54951,0.31294
0.54975,0.31337
0.54998,0.31353
0.55021,0.31332
0.55045,0.31277
0.55068,0.31284
0.55091,0.31382
0.55115,0.31444
0.55138,0.31503
0.55162,0.31447
0.55185,0.31418
0.55209,0.31513
0.55232,0.31494
0.55256,0.31416
0.55279,0.31404
0.55303,0.3152
0.55327,0.31599
0.5535,0.31512
0.55374,0.31504
0.55397,0.31583
0.55421,0.31586
0.55445,0.31541
0.55469,0.31561
0.55492,0.31645
0.55516,0.31602
0.5554,0.315
0.55564,0.31505
0.55588,0.31587
0.55611,0.31669
0.55635,0.31636
0.55659,0.31617
0.55683,0.31674
0.55707,0.31661
0.55731,0.31593
0.55755,0.31644
0.55779,0.31786
0.55803,0.31778
0.55827,0.31744
0.55851,0.31682
0.55875,0.31621
0.55899,0.31691
0.55923,0.31778
0.55947,0.31888
0.55972,0.31911
0.55996,0.31977
0.5602,0.32031
0.56044,0.3192
0.56068,0.31923
0.56093,0.31989
0.56117,0.32032
0.56141,0.32105
0.56166,0.32206
0.5619,0.32232
0.56214,0.32184
0.56239,0.32138
0.56263,0.32063
0.56287,0.32065
0.56312,0.32134
0.56336,0.32247
0.56361,0.3231
0.56385,0.32322
0.5641,0.32293
0.56435,0.32218
0.56459,0.32251
0.56484,0.32284
0.56508,0.32311
0.56533,0.32274
0.56558,0.32216
0.56582,0.323
0.56607,0.32445
0.56632,0.3258
0.56657,0.3264
0.56681,0.32663
0.56706,0.32648
0.56731,0.32635
0.56756,0.32605
0.56781,0.32572
0.56805,0.32566
0.5683,0.32544
0.56855,0.32628
0.5688,0.32653
0.56905,0.32676
0.5693,0.32747
0.56955,0.32743
0.5698,0.32703
0.57005,0.3269
0.5703,0.32747
0.57056,0.32677
0.57081,0.32686
0.57106,0.32796
0.57131,0.32832
0.57156,0.3283
0.57181,0.32775
0.57207,0.32777
0.57232,0.32753
0.57257,0.32794
0.57282,0.32822
0.57308,0.32853
0.57333,0.32941
0.57358,0.32896
0.57384,0.32904
0.57409,0.329
0.57435,0.32903
0.5746,0.32868
0.57486,0.32873
0.57511,0.33008
0.57537,0.33005
0.57562,0.33041
0.57588,0.33053
0.57613,0.33032
0.57639,0.33039
0.57665,0.33017
0.5769,0.33012
0.57716,0.33038
0.57742,0.33138
0.57767,0.33119
0.57793,0.33121
0.57819,0.33214
0.57845,0.33302
0.57871,0.33366
0.57896,0.3333
0.57922,0.33337
0.57948,0.33281
0.57974,0.33201
0.58,0.33233
0.58026,0.3329
0.58052,0.33321
0.58078,0.334
0.58104,0.3347
0.5813,0.3342
0.58156,0.33475
0.58182,0.33511
0.58208,0.33465
0.58235,0.33483
0.58261,0.33531
0.58287,0.33574
0.58313,0.33499
0.58339,0.33426
0.58366,0.33437
0.58392,0.3352
0.58418,0.33594
0.58445,0.3359
0.58471,0.33613
0.58497,0.3362
0.58524,0.33627
0.5855,0.33662
0.58577,0.33663
0.58603,0.33629
0.5863,0.33656
0.58656,0.33723
0.58683,0.3372
0.58709,0.33675
0.58736,0.33673
0.58763,0.33733
0.58789,0.33768
0.58816,0.33818
0.58843,0.33847
0.58869,0.3381
0.58896,0.33786
0.58923,0.33774
0.5895,0.33831
0.58976,0.33891
0.59003,0.33924
0.5903,0.33954
0.59057,0.33976
0.59084,0.34025
0.59111,0.3407
0.59138,0.34082
0.59165,0.34059
0.59192,0.34043
0.59219,0.3402
0.59246,0.34017
0.59273,0.34068
0.593,0.34129
0.59327,0.34125
0.59354,0.34072
0.59382,0.3405
0.59409,0.3407
0.59436,0.34124
0.59463,0.34135
0.59491,0.34173
0.59518,0.3419
0.59545,0.34171
0.59573,0.34234
0.596,0.34259
0.59627,0.34235
0.59655,0.34249
0.59682,0.34338
0.5971,0.34369
0.59737,0.34389
0.59765,0.34409
0.59792,0.3434
0.5982,0.34362
0.59848,0.3441
0.59875,0.34486
0.59903,0.34507
0.59931,0.34422
0.59958,0.34371
0.59986,0.34404
0.60014,0.34477
0.60042,0.34425
0.6007,0.34449
0.60097,0.34507
0.60125,0.34539
0.60153,0.34529
0.60181,0.34458
0.60209,0.34537
0.60237,0.34609
0.60265,0.34646
0.60293,0.34589
0.60321,0.34568
0.60349,0.3458
0.60377,0.34575
0.60405,0.34651
0.60434,0.34597
0.60462,0.34625
0.6049,0.34656
0.60518,0.34678
0.60547,0.34694
0.60575,0.34692
0.60603,0.34771
0.60631,0.34717
0.6066,0.34736
0.60688,0.34721
0.60717,0.34723
0.60745,0.34721
0.60774,0.34703
0.60802,0.34782
0.60831,0.34756
0.60859,0.3483
0.60888,0.34822
0.60916,0.34858
0.60945,0.34878
0.60974,0.34831
0.61002,0.34879
0.61031,0.34804
0.6106,0.34849
0.61089,0.34862
0.61117,0.34948
0.61146,0.34962
0.61175,0.34959
0.61204,0.35052
0.61233,0.34932
0.61262,0.34975
0.61291,0.34935
0.6132,0.34978
0.61349,0.35021
0.61378,0.34998
0.61407,0.3506
0.61436,0.34997
0.61465,0.35097
0.61494,0.35031
0.61524,0.3504
0.61553,0.35035
0.61582,0.34991
0.61611,0.35067
0.61641,0.35017
0.6167,0.35117
0.61699,0.3505
0.61729,0.35153
0.61758,0.352
0.61787,0.35168
0.61817,0.3526
0.61846,0.35182
0.61876,0.3526
0.61905,0.35146
0.61935,0.35213
0.61965,0.35225
0.61994,0.35185
0.62024,0.35279
0.62054,0.35229
0.62083,0.3537
0.62113,0.35253
0.62143,0.35311
0.62173,0.35302
0.62203,0.35313
0.62232,0.3544
0.62262,0.35337
0.62292,0.35486
0.62322,0.35399
0.62352,0.35536
0.62382,0.35525
0.62412,0.35483
0.62442,0.35603
0.62472,0.3556
0.62502,0.35743
0.62533,0.35517
0.62563,0.35582
0.62593,0.35539
0.62623,0.35588
0.62654,0.35724
0.62684,0.35548
0.62714,0.35794
0.62744,0.35638
0.62775,0.35814
0.62805,0.35771
0.62836,0.35784
0.62866,0.35891
0.62897,0.35678
0.62927,0.35957
0.62958,0.3566
0.62988,0.35903
0.63019,0.35755
0.6305,0.35767
0.6308,0.35935
0.63111,0.3561
0.63142,0.36043
0.63173,0.35627
0.63203,0.35829
0.63234,0.35333
0.63389,0.35965
0.6342,0.35918
0.63451,0.36026
0.63482,0.3598
0.63513,0.35853
0.63544,0.36114
0.63575,0.35863
0.63607,0.36115
0.63638,0.35941
0.63669,0.36061
0.637,0.36023
0.63732,0.35975
0.63763,0.36127
0.63794,0.36038
0.63826,0.36181
0.63857,0.36076
0.63889,0.36152
0.6392,0.3615
0.63952,0.36139
0.63983,0.36215
0.64015,0.36147
0.64046,0.36237
0.64078,0.36202
0.6411,0.36265
0.64142,0.36246
0.64173,0.36224
0.64205,0.36279
0.64237,0.36249
0.64269,0.36319
0.64301,0.36301
0.64333,0.36315
0.64364,0.36316
0.64396,0.36355
0.64428,0.36439
0.64461,0.3643
0.64493,0.36426
0.64525,0.36414
0.64557,0.36531
0.64589,0.36594
0.64621,0.36557
0.64653,0.36524
0.64686,0.36524
0.64718,0.36593
0.6475,0.36592
0.64783,0.36599
0.64815,0.36592
0.64847,0.3658
0.6488,0.3661
0.64912,0.36628
0.64945,0.36658
0.64978,0.36681
0.6501,0.36718
0.65043,0.36718
0.65075,0.36723
0.65108,0.36767
0.65141,0.36796
0.65173,0.36838
0.65206,0.36835
0.65239,0.36834
0.65272,0.36878
0.65305,0.36893
0.65338,0.3689
0.65371,0.36914
0.65404,0.36965
0.65437,0.36988
0.6547,0.36985
0.65503,0.36984
0.65536,0.3701
0.65569,0.3704
0.65602,0.37043
0.65635,0.37053
0.65669,0.37069
0.65702,0.37101
0.65735,0.37147
0.65769,0.37175
0.65802,0.3721
0.65836,0.37222
0.65869,0.37231
0.65902,0.37252
0.65936,0.37255
0.6597,0.37261
0.66003,0.37284
0.66037,0.37314
0.6607,0.3731
0.66104,0.37297
0.66138,0.3729
0.66172,0.37312
0.66205,0.37342
0.66239,0.3734
0.66273,0.37369
0.66307,0.37392
0.66341,0.37413
0.66375,0.37427
0.66409,0.3743
0.66443,0.3747
0.66477,0.37473
0.66511,0.37457
0.66545,0.37471
0.66579,0.37506
0.66614,0.37536
0.66648,0.37546
0.66682,0.37564
0.66716,0.37585
0.66751,0.37593
0.66785,0.37589
0.6682,0.37603
0.66854,0.37626
0.66889,0.37663
0.66923,0.37711
0.66958,0.37719
0.66992,0.37717
0.67027,0.37725
0.67062,0.37748
0.67096,0.37761
0.67131,0.37767
0.67166,0.37786
0.67201,0.37782
0.67236,0.37798
0.6727,0.37809
0.67305,0.37813
0.6734,0.37855
0.67375,0.37876
0.6741,0.37876
0.67445,0.37869
0.67481,0.37847
0.67516,0.37848
0.67551,0.37883
0.67586,0.37925
0.67621,0.37958
0.67657,0.37981
0.67692,0.38007
0.67727,0.38001
0.67763,0.37966
0.67798,0.37965
0.67834,0.38005
0.67869,0.38063
0.67905,0.38074
0.6794,0.38045
0.67976,0.38047
0.68012,0.38069
0.68047,0.38081
0.68083,0.38109
0.68119,0.38127
0.68155,0.38115
0.6819,0.38109
0.68226,0.38111
0.68262,0.38123
0.68298,0.38153
0.68334,0.38186
0.6837,0.38201
0.68406,0.38201
0.68443,0.3822
0.68479,0.38222
0.68515,0.38209
0.68551,0.38209
0.68587,0.38207
0.68624,0.38198
0.6866,0.38209
0.68696,0.38256
0.68733,0.38283
0.68769,0.38276
0.68806,0.38254
0.68842,0.38228
0.68879,0.38235
0.68916,0.38275
0.68952,0.38328
0.68989,0.38348
0.69026,0.38344
0.69062,0.38337
0.69099,0.38332
0.69136,0.38318
0.69173,0.38302
0.6921,0.38319
0.69247,0.38352
0.69284,0.3837
0.69321,0.38367
0.69358,0.38361
0.69395,0.38359
0.69432,0.38383
0.6947,0.38417
0.69507,0.38422
0.69544,0.38421
0.69581,0.38408
0.69619,0.38404
0.69656,0.38404
0.69694,0.38409
0.69731,0.38443
0.69769,0.38468
0.69806,0.38462
0.69844,0.38428
0.69881,0.38424
0.69919,0.38434
0.69957,0.38445
0.69995,0.38474
0.70032,0.38474
0.7007,0.38474
0.70108,0.38483
0.70146,0.38467
0.70184,0.38434
0.70222,0.3844
0.7026,0.38484
0.70298,0.385
0.70336,0.38501
0.70375,0.38478
0.70413,0.38471
0.70451,0.38494
0.70489,0.38515
0.70528,0.38504
0.70566,0.38465
0.70605,0.3847
0.70643,0.38489
0.70682,0.38499
0.7072,0.38509
0.70759,0.38511
0.70797,0.38508
0.70836,0.38515
0.70875,0.38532
0.70914,0.38518
0.70952,0.38503
0.70991,0.38496
0.7103,0.38492
0.71069,0.38498
0.71108,0.38495
0.71147,0.38527
0.71186,0.3856
0.71225,0.38533
0.71265,0.38499
0.71304,0.38497
0.71343,0.38485
0.71382,0.38509
0.71422,0.38558
0.71461,0.38565
0.715,0.38598
0.7154,0.38612
0.71579,0.3859
0.71619,0.38582
0.71658,0.38561
0.71698,0.38548
0.71738,0.38545
0.71777,0.38544
0.71817,0.38543
0.71857,0.38563
0.71897,0.38583
0.71937,0.38572
0.71977,0.38559
0.72017,0.38546
0.72057,0.38556
0.72097,0.3857
0.72137,0.38558
0.72177,0.38533
0.72217,0.38508
0.72258,0.38524
0.72298,0.38549
0.72338,0.38545
0.72379,0.38535
0.72419,0.38539
0.7246,0.38546
0.725,0.3855
0.72541,0.38541
0.72581,0.38527
0.72622,0.38538
0.72663,0.38555
0.72703,0.38551
0.72744,0.38524
0.72785,0.38523
0.72826,0.38553
0.72867,0.38549
0.72908,0.38537
0.72949,0.38536
0.7299,0.38543
0.73031,0.38536
0.73072,0.3851
0.73113,0.38499
