OC-AK-Ko3,
0.662385132,0.162772194
0.666301063,0.163644612
0.671520852,0.164691513
0.678042317,0.165738414
0.68455288,0.165912898
0.689759586,0.165912898
0.69627669,0.166610832
0.698888765,0.167308766
0.702804697,0.168181184
0.708009222,0.1680067
0.713220289,0.168355667
0.721034709,0.168704634
0.726234875,0.168181184
0.730126822,0.167134283
0.734047114,0.168355667
0.737963046,0.169228085
0.741857174,0.168355667
0.744453986,0.167832217
0.752255324,0.167134283
0.760065383,0.167134283
0.762660015,0.166436348
0.765259007,0.166087381
0.773055984,0.16504048
0.767853639,0.165389447
0.778249608,0.163993579
0.78084424,0.163295645
0.783438872,0.162597711
0.787330819,0.16155081
0.788623774,0.160852876
0.789914549,0.159980458
0.793808677,0.15910804
0.796403308,0.158410106
0.801603474,0.157886656
0.801594752,0.157188721
0.804187204,0.156316304
0.806784016,0.155792853
0.809376467,0.154920436
0.811971099,0.154222501
0.813264054,0.153524567
0.814557009,0.152826633
0.81714946,0.151954216
0.819741911,0.151081798
0.823633859,0.150034897
0.823625137,0.149336963
0.827521446,0.148639029
0.830113897,0.147766611
0.832710709,0.14724316
0.833999303,0.146196259
0.836593935,0.145498325
0.840488063,0.144625907
0.843084875,0.144102457
0.845679507,0.143404523
0.845670785,0.142706589
0.848261056,0.141659687
0.852153004,0.140612786
0.853445959,0.139914852
0.853437237,0.139216918
0.857333545,0.138518984
0.858626501,0.13782105
0.862518448,0.136774149
0.863811403,0.136076214
0.865104358,0.13537828
0.868998486,0.134505863
0.871588757,0.133458962
0.874181208,0.132586544
0.87677584,0.13188861
0.881978186,0.131539643
0.88717399,0.130667225
0.887167449,0.130143774
0.891063757,0.12944584
0.896266103,0.129096873
0.901464087,0.128398939
0.905362576,0.127875489
0.910564922,0.127526522
0.915765087,0.127003071
0.922271289,0.126828587
0.931383025,0.126828587
0.933975476,0.12595617
0.933966755,0.125258236
0.937863063,0.124560302
0.939156018,0.123862367
0.944362724,0.123862367
0.949575972,0.124385818
0.95479358,0.125258236
0.960009008,0.12595617
0.966530472,0.127003071
0.973043216,0.127352038
0.975657471,0.128224456
0.979573402,0.129096873
0.987394364,0.129969291
0.992607611,0.130492742
0.983482793,0.12944584
0.997823039,0.131190676
1.003038466,0.13188861
1.010859427,0.132761027
1.014770998,0.133284478
1.022585418,0.133633445
1.027800846,0.134331379
1.034320131,0.135203797
1.040837235,0.135901731
1.046048302,0.136250698
1.049957692,0.136599665
1.05517312,0.137297599
1.061688044,0.13782105
1.064300118,0.138518984
1.070812862,0.138867951
1.077332147,0.139740369
1.083849251,0.140438303
1.087763002,0.141136237
1.09298061,0.142008654
1.099502075,0.143055556
1.106014818,0.143404523
1.111234607,0.144451424
1.116447854,0.144974874
1.124266635,0.145672809
1.126876529,0.146196259
1.129486423,0.14671971
1.134699671,0.14724316
1.142514091,0.147592127
1.145123985,0.148115578
1.150337232,0.148639029
1.156854337,0.149336963
1.163371441,0.150034897
1.171185861,0.150383864
1.179000281,0.150732831
1.185508664,0.150732831
1.189418054,0.151081798
1.194629121,0.151430765
1.202443541,0.151779732
1.207654608,0.152128699
1.211566179,0.15265215
1.218076742,0.152826633
1.221990493,0.153524567
1.229800553,0.153524567
1.237612792,0.153699051
1.245425032,0.153873534
1.253243813,0.154571469
1.26235991,0.154920436
1.27017433,0.155269403
1.276682712,0.155269403
1.28189814,0.155967337
1.288406523,0.155967337
1.294923627,0.156665271
1.298833018,0.157014238
1.304044084,0.157363205
1.311858505,0.157712172
1.319670744,0.157886656
1.324879631,0.158061139
1.332700592,0.158933557
1.339211155,0.15910804
1.348327252,0.159457007
1.350930605,0.159457007
1.358727582,0.158410106
1.361348378,0.159805974
1.366561626,0.160329425
1.374373865,0.160503908
1.383483421,0.160329425
1.387397172,0.161027359
1.397817125,0.16155081
1.405635906,0.162248744
1.413450326,0.162597711
1.421266927,0.163121161
1.430383023,0.163470128
1.438197444,0.163819096
1.444710187,0.164168063
1.448617397,0.164342546
1.457729133,0.164342546
1.464241877,0.164691513
1.469450763,0.164865997
1.475967867,0.165563931
1.481172393,0.165389447
1.486379099,0.165389447
1.494189159,0.165389447
1.500699722,0.165563931
1.505902068,0.165214964
1.513707766,0.164865997
1.521517826,0.164865997
1.526724532,0.164865997
1.530627381,0.164691513
1.535831907,0.16451703
1.541034252,0.164168063
1.546234418,0.163644612
1.554042297,0.163470128
1.559246822,0.163295645
1.563151852,0.163295645
1.569653694,0.162772194
1.574856039,0.162423227
1.582659558,0.161899777
1.589161399,0.161376326
1.594365925,0.161201843
1.600867767,0.160678392
1.604768436,0.160329425
1.608666924,0.159805974
1.61386709,0.159282524
1.620373292,0.15910804
1.622967924,0.158410106
1.628168089,0.157886656
1.63466775,0.157188721
1.639872276,0.157014238
1.648975291,0.156316304
1.654171095,0.155443886
1.658071764,0.155094919
1.665873102,0.154396985
1.668467734,0.153699051
1.672364042,0.153001117
1.67626035,0.152303183
1.678859342,0.151954216
1.684052966,0.150907314
1.691858665,0.150558347
1.698353966,0.149511446
1.70355195,0.148813512
1.706146582,0.148115578
1.711353288,0.148115578
1.719161167,0.147941094
1.724361333,0.147417644
1.726960325,0.147068677
1.730860994,0.14671971
1.736063339,0.146370743
1.742567361,0.146021776
1.749073564,0.145847292
1.756883623,0.145847292
1.759482616,0.145498325
1.762081608,0.145149358
1.772488479,0.144625907
1.78030508,0.145149358
1.782904072,0.144800391
1.78679602,0.14375349
1.791996185,0.143230039
1.798498027,0.142706589
1.803702552,0.142532105
1.808900537,0.141834171
1.812796845,0.141136237
1.816695334,0.140612786
1.823197176,0.140089336
1.828395161,0.139391402
1.834899183,0.139042434
1.842709242,0.139042434
1.849215444,0.138867951
1.85441561,0.1383445
1.860913091,0.137472083
1.867423654,0.137646566
1.872621639,0.136948632
1.879125661,0.136599665
1.884323645,0.135901731
1.889525991,0.135552764
1.896032193,0.13537828
1.902542756,0.135552764
1.907758184,0.136250698
1.912969251,0.136599665
1.916885183,0.137472083
1.920796753,0.137995533
1.927313858,0.138693467
1.936425594,0.138693467
1.940334984,0.139042434
1.94554169,0.139042434
1.95335393,0.139216918
1.959862313,0.139216918
1.966370696,0.139216918
1.971575221,0.139042434
1.980686957,0.139042434
1.988492656,0.138693467
1.997604392,0.138693467
2.001509422,0.138693467
2.008017804,0.138693467
2.01322233,0.138518984
2.018429036,0.138518984
2.023633562,0.1383445
2.031445802,0.138518984
2.037958546,0.138867951
2.043165252,0.138867951
2.049675815,0.139042434
2.053583025,0.139216918
2.057490235,0.139391402
2.065304655,0.139740369
2.073119075,0.140089336
2.077024105,0.140089336
2.083536848,0.140438303
2.088745735,0.140612786
2.097859651,0.14078727
2.106980109,0.141485204
2.117395701,0.141659687
2.1252014,0.14131072
2.133018001,0.141834171
2.139526383,0.141834171
2.144739631,0.142357621
2.15254969,0.142357621
2.161665787,0.142706589
2.166874673,0.142881072
2.174689093,0.143230039
2.177290266,0.143055556
2.186399822,0.142881072
2.194214242,0.143230039
2.199420948,0.143230039
2.205938052,0.143927973
2.212442074,0.143579006
2.220249953,0.143404523
2.22936605,0.14375349
2.234572756,0.14375349
2.241083319,0.143927973
2.250199416,0.14427694
2.260612828,0.14427694
2.268422888,0.14427694
2.276237308,0.144625907
2.282745691,0.144625907
2.297064133,0.144625907
2.297072854,0.145323841
2.291857427,0.144625907
2.303587778,0.145847292
2.308796665,0.146021776
2.315309408,0.146370743
2.328334895,0.147068677
2.320522656,0.146894193
2.336149315,0.147417644
2.34916172,0.147068677
2.338752669,0.147417644
2.358273456,0.147068677
2.366085696,0.14724316
2.375197432,0.14724316
2.380401958,0.147068677
2.396019896,0.146894193
2.388212017,0.147068677
2.403840857,0.147766611
2.412952593,0.147766611
2.419460976,0.147766611
2.425973719,0.148115578
2.435094177,0.148813512
2.441585117,0.147417644
2.450699033,0.147592127
2.454610604,0.148115578
2.459826031,0.148813512
2.465041459,0.149511446
2.471549842,0.149511446
2.478062585,0.149860413
2.481967615,0.149860413
2.484570968,0.149860413
2.492381028,0.149860413
2.498893771,0.15020938
