OC-AK-Ko3,
W,R
0.255056305,0.066282803
0.261569048,0.06663177
0.265482799,0.067329704
0.26939219,0.067678671
0.27329722,0.067678671
0.279803422,0.067504188
0.286305264,0.066980737
0.28760258,0.06663177
0.292802745,0.066108319
0.298007271,0.065933836
0.301903579,0.065235902
0.308409781,0.065061418
0.312316991,0.065235902
0.318834096,0.065933836
0.325346839,0.066282803
0.330560086,0.066806253
0.335773334,0.067329704
0.340986581,0.067853155
0.346199828,0.068376605
0.351410895,0.068725572
0.360533533,0.06959799
0.368356675,0.070644891
0.369669253,0.071517309
0.373587365,0.07256421
0.378804973,0.073436628
0.385324257,0.074309045
0.386634655,0.075006979
0.38924673,0.075704913
0.391860985,0.076577331
0.39447524,0.077449749
0.399699389,0.078845617
0.402315824,0.079892518
0.404925719,0.080415969
0.404938801,0.08146287
0.406251379,0.082335288
0.408872175,0.083731156
0.410184753,0.084603573
0.414100685,0.085475991
0.42062215,0.086522892
0.425837578,0.087220826
0.425857201,0.088791178
0.427169779,0.089663596
0.431085711,0.090536013
0.433699966,0.091408431
0.433710868,0.092280849
0.436322942,0.092978783
0.438941558,0.094200168
0.441557993,0.095247069
0.444174428,0.09629397
0.449396397,0.097515355
0.450706795,0.098213289
0.455926584,0.09926019
0.458540838,0.100132608
0.461155093,0.101005025
0.466374882,0.102051926
0.470292994,0.103098828
0.474204564,0.103622278
0.476814459,0.104145729
0.478124857,0.104843663
0.482036427,0.105367113
0.484652863,0.106414015
0.485967621,0.107460916
0.488581876,0.108333333
0.491198312,0.109380235
0.495114243,0.110252652
0.496426822,0.11112507
0.499038896,0.111823004
0.500355835,0.113044389
0.504273947,0.11409129
0.505584345,0.114789224
0.50819642,0.115487158
0.509506818,0.116185092
0.512123253,0.117231993
0.513433651,0.117929927
0.516050086,0.118976829
0.518662161,0.119674763
0.518668702,0.120198213
0.517380108,0.121245115
0.522597716,0.122117532
0.522610798,0.123164433
0.525227233,0.124211335
0.525240315,0.125258236
0.52785239,0.12595617
0.530471005,0.127177554
0.5330809,0.127701005
0.535695155,0.128573423
0.535706056,0.12944584
0.538320311,0.130318258
0.540936747,0.131365159
0.540947648,0.132237577
0.546163076,0.132935511
0.548779511,0.133982412
0.548788233,0.134680346
0.550098631,0.13537828
0.554016743,0.136425182
0.55532496,0.136948632
0.556637539,0.13782105
0.559251794,0.138693467
0.560564372,0.139565885
0.563180807,0.140612786
0.564489025,0.141136237
0.565799423,0.141834171
0.568411498,0.142532105
0.572329609,0.143579006
0.574941684,0.14427694
0.577555939,0.145149358
0.578870698,0.146196259
0.581482772,0.146894193
0.585396523,0.147592127
0.588008598,0.148290061
0.590622853,0.149162479
0.594536604,0.149860413
0.595849182,0.150732831
0.60106679,0.151605249
0.604980542,0.152303183
0.60629094,0.153001117
0.610206871,0.153873534
0.616721795,0.154396985
0.61933823,0.155443886
0.623251981,0.15614182
0.624560199,0.156665271
0.627172274,0.157363205
0.629782168,0.157886656
0.633693739,0.158410106
0.63760749,0.15910804
0.641521241,0.159805974
0.644131135,0.160329425
0.646741029,0.160852876
0.65065042,0.161201843
0.65456199,0.161725293
0.658475742,0.162423227
