MJL_OLV_2,
W,R
1.311258033,0.590844826
1.313437542,0.591481591
1.315200115,0.59233442
1.317387751,0.593824522
1.319140164,0.59438304
1.321328477,0.5956868
1.32395608,0.59680409
1.325786243,0.597390362
1.327459551,0.598293811
1.329648542,0.599411228
1.331838889,0.600155962
1.333589268,0.601273506
1.336216193,0.602577139
1.337090027,0.603508596
1.338130165,0.60461299
1.33971424,0.605557597
1.341903231,0.606675015
1.343654289,0.607606217
1.34496809,0.608164863
1.346282569,0.608537166
1.347594337,0.609654837
1.348467493,0.610772636
1.350476476,0.61117869
1.353507234,0.611951342
1.354965319,0.613037914
1.356058459,0.613969307
1.357880358,0.615521629
1.358608553,0.616297843
1.359702823,0.616918666
1.360795398,0.618005345
1.362820398,0.618401318
1.364809791,0.619712316
1.36663282,0.620954068
1.36845698,0.621885249
1.369915064,0.622971822
1.371373714,0.623903109
1.372466853,0.624834502
1.373196743,0.625144861
1.375161929,0.626280874
1.376843932,0.627317794
1.378667526,0.62840426
1.38085663,0.629490621
1.38194864,0.630732584
1.383407855,0.631508586
1.384867069,0.632284588
1.386691228,0.63321577
1.387503461,0.634160431
1.389243583,0.634923165
1.390702797,0.635699167
1.391432122,0.636164811
1.393257411,0.636785422
1.39544708,0.637716497
1.397271804,0.638492393
1.398365509,0.639268501
1.399852162,0.640069202
1.402744282,0.641285937
1.404567311,0.642527689
1.406026526,0.643303691
1.40821563,0.644390052
1.410040354,0.645165948
1.411132364,0.646407911
1.412193694,0.647948758
1.414048533,0.648581056
1.416238202,0.649512132
1.417697982,0.650132849
1.419520446,0.651529886
1.420979096,0.652461173
1.42316933,0.653236963
1.424537615,0.655171386
1.424992924,0.65432343
1.427543584,0.65649668
1.429732688,0.657583041
1.430096503,0.65804879
1.432286172,0.658979866
1.433746516,0.659445298
1.435567851,0.661152905
1.436881537,0.662394015
1.437029325,0.661307766
1.439214474,0.663481123
1.441403014,0.664722769
1.443590988,0.6661197
1.445048508,0.667361557
1.447237047,0.668603203
1.448330751,0.669379311
1.449223069,0.670273571
1.452345145,0.671086283
1.454169304,0.672017464
1.455263009,0.672793572
1.457088863,0.673258898
1.460010116,0.674034476
1.460738311,0.67481069
1.46157177,0.676182342
1.463658435,0.675896839
1.465114825,0.677449267
1.468034948,0.678535416
1.469857413,0.679932452
1.472778101,0.680863316
1.473920471,0.682091113
1.475694835,0.682881176
1.477884505,0.683812251
1.480804628,0.6848984
1.482629917,0.685519011
1.484454642,0.686294907
1.48737533,0.687225771
1.48883511,0.687846487
1.490293759,0.688777775
1.492447108,0.689968877
1.494673662,0.69048464
1.496499516,0.690949966
1.497955341,0.692657679
1.497956471,0.692347109
1.500146705,0.693122899
1.501710427,0.693907759
1.503795023,0.694985262
1.505253673,0.695916549
1.507442777,0.69700291
1.508900862,0.698089482
1.509628492,0.699020981
1.510966576,0.699817427
1.51327681,0.700883344
1.515102664,0.70134867
1.517291768,0.70243503
1.519115363,0.703521497
1.520575142,0.704142214
1.523317667,0.70506927
1.523859646,0.705538827
1.52568324,0.706625294
1.528606753,0.706779731
1.531161932,0.707710701
1.533718241,0.7083311
1.535673538,0.709007255
1.538463654,0.71003786
1.541384907,0.710813438
1.543209631,0.711589334
1.544669976,0.712054766
1.548029409,0.712945241
1.550146408,0.713761314
1.553067662,0.714536892
1.555623405,0.715312577
1.55708375,0.715778009
1.557813639,0.716088367
1.56038528,0.716883227
1.562194107,0.717639948
1.564750416,0.718260347
1.56657627,0.718725673
1.568766504,0.719501463
1.571321683,0.720432432
1.572741151,0.720821213
1.576434865,0.721517945
1.57825959,0.722293842
1.580815333,0.723069526
1.582275113,0.723690243
1.585099412,0.72410227
1.587387165,0.725086326
1.589942909,0.725862011
1.592132578,0.726793086
1.593957302,0.727568982
1.597455284,0.728040256
1.598706105,0.728344031
1.600899728,0.72818811
1.602726712,0.728342866
1.606014605,0.728807768
1.609820714,0.729350528
1.611859937,0.729582499
1.614417375,0.729892328
1.616974814,0.730202157
1.619897197,0.730667165
1.622186145,0.7306608
1.62464826,0.730821073
1.627570078,0.731441366
1.629395367,0.732061977
1.631220656,0.732682588
1.634546796,0.733284929
1.637432063,0.733301928
1.640356141,0.733301081
1.643646294,0.733144842
1.646917007,0.733281344
1.64912894,0.733143254
1.651321434,0.733297903
1.653878873,0.733607732
1.656435181,0.734228131
1.659282438,0.734591616
1.660817909,0.735158571
1.663009273,0.735623791
1.664836822,0.735623261
1.667395955,0.735467235
1.669953959,0.735621778
1.671647868,0.735901888
1.674703891,0.736086257
1.677993479,0.736085304
1.679822158,0.735774204
1.684018079,0.735898303
1.685304804,0.735772615
1.688594392,0.735771661
1.691152961,0.73577092
1.694441419,0.736080537
1.69638829,0.735894718
1.698827536,0.736079266
1.701020595,0.73607863
1.702848143,0.736078101
1.705407277,0.735922074
1.7087585,0.735891133
1.711622073,0.735609703
1.715275476,0.736074499
1.718565629,0.735918261
1.721128711,0.735887549
1.723683895,0.735606208
1.727704503,0.735605042
1.730628581,0.735604195
1.733498922,0.735883964
1.736110663,0.735757891
1.739035306,0.735601759
1.740131835,0.735601441
1.742690403,0.735600699
1.747075956,0.735754714
1.750000034,0.735753866
1.753289622,0.735752913
1.75694472,0.735751854
1.759868233,0.735906291
1.763155561,0.736526479
1.766442889,0.737146666
1.769731348,0.737456283
1.771192257,0.73776643
1.775575549,0.738541584
1.775576114,0.738386299
1.778861748,0.739472342
1.781051417,0.740403417
1.783608855,0.740713246
1.786166294,0.741023075
1.788723733,0.741332904
1.791646681,0.741642627
1.796032798,0.741641356
1.799689026,0.741329726
1.803344123,0.741328667
1.804608513,0.741118778
1.806636536,0.740551288
1.808831289,0.740084797
1.810661663,0.739307841
1.812856416,0.73884135
1.81432128,0.738064501
1.815785579,0.737442937
1.818346972,0.736665769
1.820175086,0.736509954
1.822368144,0.736509319
1.825659992,0.735887225
1.8296806,0.73588606
1.833336827,0.73557443
1.836260905,0.735573583
1.840281513,0.735572418
1.842109062,0.735571888
1.844830817,0.7358517
1.847224504,0.736036261
1.849053183,0.735725161
1.852341641,0.736034778
1.854108475,0.735849011
1.855995044,0.736499574
1.858915732,0.737430437
1.860741586,0.737895763
1.864395554,0.738205274
1.866221973,0.738515315
1.869561679,0.738472244
1.870242581,0.73851415
1.872435639,0.738513514
1.875360282,0.738357382
1.877553341,0.738356746
1.8797464,0.738356111
1.88193189,0.738468659
1.884499157,0.738044163
1.888153125,0.738353674
1.889980108,0.73850843
1.892173167,0.738507794
1.8943021,0.738465074
1.896559284,0.738506523
1.898022453,0.738195529
1.901676986,0.738349755
1.903579758,0.738462385
1.905697029,0.738503875
1.907886698,0.739434951
1.910809646,0.739744674
1.914098669,0.739899005
1.917023312,0.739742873
1.919216936,0.739586952
1.92104505,0.739431137
1.923605313,0.73896454
1.926529956,0.738808408
1.929089654,0.738497096
1.931412732,0.73845432
1.933110827,0.738340646
1.935303885,0.73834001
1.937862454,0.738339269
1.939324493,0.738338845
1.9433451,0.73833768
1.943782943,0.738450735
1.947000198,0.738336621
1.950289786,0.738335667
1.953214429,0.738179535
1.956153153,0.73844715
1.959425836,0.738798875
1.96088731,0.738953736
1.964541278,0.739263247
1.966367697,0.739573288
1.967828606,0.739883435
1.970386044,0.740193263
1.971847518,0.740348125
1.974771032,0.740502563
1.976598016,0.740657318
1.978790509,0.740811968
1.980983568,0.740811332
1.983176627,0.740810697
1.984638666,0.740810273
1.987197234,0.740809532
1.990121312,0.740808684
1.993045391,0.740807837
1.995603959,0.740807095
1.996700488,0.740806777
1.999624566,0.74080593
2.003279664,0.740804871
2.005624436,0.741060524
2.007299707,0.740958991
2.008761746,0.740958567
2.01095424,0.741113217
2.013877188,0.74142294
2.014902094,0.741057835
2.017530591,0.741887736
2.01935814,0.741887206
2.022282218,0.741886359
2.024475841,0.741730438
2.02740105,0.74141902
2.030364858,0.741053354
2.032886521,0.740641006
2.035446219,0.740329694
2.038005352,0.740173667
2.040198976,0.740017747
2.043855204,0.739706117
2.047144792,0.739705164
2.048924953,0.73973412
2.051533169,0.739082752
2.053362977,0.738461082
2.055921546,0.73846034
2.058480114,0.738459599
2.061299944,0.738416678
2.062501286,0.738303149
2.0643294,0.738147334
2.066156949,0.738146804
2.069445972,0.738301136
2.073670155,0.738413093
2.076756168,0.738299017
2.079314171,0.738453561
2.082604324,0.738297323
2.086040365,0.738409509
2.087719766,0.738761695
2.091738114,0.739381671
2.095390387,0.740157037
2.097947825,0.740466866
2.100870209,0.740931874
2.104586121,0.741031845
2.106714976,0.74186189
2.109635664,0.742792754
2.112557483,0.743413047
2.116946772,0.743655974
2.118767759,0.744342957
2.121689013,0.745118536
2.124245321,0.745738935
2.12716714,0.746359228
2.129307423,0.746280103
2.131554387,0.746047387
2.134112955,0.746046645
2.136671524,0.746045904
2.138133563,0.74604548
2.141677634,0.746276518
2.1432507,0.746043997
2.145809268,0.746043256
2.148732216,0.746352979
2.151290785,0.746352237
2.154047845,0.746272933
2.156042977,0.746195575
2.158237165,0.745884369
2.160795734,0.745883628
2.162622718,0.746038383
2.166418055,0.746269348
2.170297858,0.746191444
2.172125407,0.746190914
2.176146014,0.746189749
2.178788266,0.746265763
2.180166622,0.746188584
2.1830907,0.746187737
2.186380288,0.746186783
2.191158477,0.746262179
2.192959464,0.746184877
2.196980071,0.746183712
2.200270224,0.746027473
2.203528687,0.746258594
2.205752871,0.746025884
2.20831031,0.746335713
2.210868313,0.746490257
2.213427446,0.74633423
2.215898898,0.746255009
2.218541759,0.747109173
2.221829087,0.74772936
2.224019886,0.748349865
2.226211814,0.7486598
2.228259549,0.748879138
2.231695026,0.748502926
2.234619104,0.748502079
2.237544312,0.748190661
2.240629759,0.748875553
2.242295374,0.748344569
2.245218888,0.748499007
2.247410816,0.748808942
2.249969385,0.7488082
2.25299997,0.748871968
2.256548561,0.748806294
2.259106564,0.748960837
2.261300188,0.748804917
2.265370181,0.748868383
2.267514984,0.748492546
2.270440757,0.748025843
2.273365965,0.747714425
2.274829134,0.747403431
2.277745171,0.747550941
2.281042235,0.747556915
2.284697898,0.747400571
2.287257031,0.747244544
2.290115382,0.747547356
2.293468437,0.747863884
2.296025876,0.748173713
2.29858275,0.748638827
2.302480813,0.748857628
2.304795851,0.748792312
2.308450949,0.748791252
2.311010647,0.748479941
2.314851023,0.748854044
2.318318018,0.749254248
2.320142742,0.750030144
2.32306456,0.750650437
2.324890414,0.751115763
2.327211674,0.751478172
2.329272577,0.752201488
2.332196655,0.752200641
2.336217828,0.75204419
2.339577105,0.752788444
2.343158559,0.753129174
2.345715997,0.753439003
2.348273436,0.753748832
2.351942536,0.754098717
2.353024498,0.75390274
2.356314651,0.753746501
2.359603674,0.753900833
2.362162243,0.753900092
2.364312747,0.754095132
2.36654723,0.754209391
2.369105798,0.75420865
2.370933912,0.754052835
2.37422463,0.753741311
2.376682957,0.754091547
2.380437166,0.754050081
2.383726754,0.754049127
2.386285323,0.754048386
2.389053168,0.754087962
2.392134609,0.753736121
2.395058687,0.753735273
2.397251181,0.753889923
2.400175824,0.75373379
2.401423378,0.754084377
2.404926321,0.754042984
2.407851529,0.753731566
2.410409533,0.75388611
2.412602026,0.754040759
2.413793589,0.754080792
2.416623199,0.753884309
2.419912787,0.753883356
2.422836865,0.753882508
2.425760943,0.753881661
2.4261638,0.754077207
2.429780986,0.754035781
2.431974609,0.75387986
2.433799898,0.754500471
2.435436678,0.755388375
