BRU_LE2CPX,
W,R
1.795,0.801102
1.796,0.800893
1.797,0.80135
1.798,0.801417
1.799,0.801327
1.8,0.800801
1.801,0.801113
1.802,0.802293
1.803,0.801569
1.804,0.801354
1.805,0.801464
1.806,0.800421
1.807,0.801268
1.808,0.801238
1.809,0.800044
1.81,0.799848
1.811,0.799799
1.812,0.79937
1.813,0.800846
1.814,0.801343
1.815,0.800056
1.816,0.799059
1.817,0.798482
1.818,0.798631
1.819,0.800079
1.82,0.800344
1.821,0.799353
1.822,0.800045
1.823,0.801372
1.824,0.799768
1.825,0.798072
1.826,0.79646
1.827,0.796581
1.828,0.798158
1.829,0.798261
1.83,0.799001
1.831,0.799095
1.832,0.799316
1.833,0.799148
1.834,0.800291
1.835,0.798246
1.836,0.798796
1.837,0.800184
1.838,0.799033
1.839,0.797559
1.84,0.796956
1.841,0.79788
1.842,0.800094
1.843,0.798691
1.844,0.797624
1.845,0.797088
1.846,0.798062
1.847,0.798021
1.848,0.796436
1.849,0.797286
1.85,0.799368
1.851,0.797397
1.852,0.795262
1.853,0.795819
1.854,0.797609
1.855,0.796343
1.856,0.794743
1.857,0.795953
1.858,0.795603
1.859,0.794879
1.86,0.793739
1.861,0.79592
1.862,0.796055
1.863,0.795858
1.864,0.794189
1.865,0.795725
1.866,0.794988
1.867,0.795076
1.868,0.796456
1.869,0.795816
1.87,0.79429
1.871,0.793525
1.872,0.797663
1.873,0.793306
1.874,0.793156
1.875,0.793992
1.876,0.793118
1.877,0.793223
1.878,0.789795
1.879,0.790471
1.88,0.787486
1.881,0.787486
1.882,0.78586
1.883,0.784921
1.884,0.782853
1.885,0.782738
1.886,0.784931
1.887,0.781087
1.888,0.780762
1.889,0.77763
1.89,0.776353
1.891,0.777738
1.892,0.777528
1.893,0.773886
1.894,0.772843
1.895,0.772679
1.896,0.771222
1.897,0.767147
1.898,0.766295
1.899,0.764152
1.9,0.765048
1.901,0.765311
1.902,0.760876
1.903,0.761642
1.904,0.763026
1.905,0.758223
1.906,0.760406
1.907,0.758139
1.908,0.758851
1.909,0.757652
1.91,0.755528
1.911,0.758221
1.912,0.754858
1.913,0.755454
1.914,0.756653
1.915,0.755225
1.916,0.756759
1.917,0.757984
1.918,0.757217
1.919,0.757471
1.92,0.755269
1.921,0.755962
1.922,0.757564
1.923,0.759576
1.924,0.757907
1.925,0.757695
1.926,0.759663
1.927,0.756518
1.928,0.756513
1.929,0.757587
1.93,0.759898
1.931,0.760456
1.932,0.760367
1.933,0.760392
1.934,0.759846
1.935,0.757728
1.936,0.762392
1.937,0.760199
1.938,0.75875
1.939,0.758031
1.94,0.758896
1.941,0.762535
1.942,0.761673
1.943,0.758096
1.944,0.76062
1.945,0.759675
1.946,0.760221
1.947,0.758752
1.948,0.759928
1.949,0.761652
1.95,0.760511
1.951,0.762615
1.952,0.761025
1.953,0.760092
1.954,0.761433
1.955,0.762034
1.956,0.760789
1.957,0.757905
1.958,0.75554
1.959,0.758522
1.96,0.760145
1.961,0.761467
1.962,0.763079
1.963,0.76085
1.964,0.762134
1.965,0.759741
1.966,0.757421
1.967,0.75633
1.968,0.759958
1.969,0.761853
1.97,0.763462
1.971,0.761925
1.972,0.761463
1.973,0.760981
1.974,0.759582
1.975,0.761914
1.976,0.760466
1.977,0.760461
1.978,0.7606
1.979,0.760873
1.98,0.76081
1.981,0.760494
1.982,0.758615
1.983,0.759148
1.984,0.75969
1.985,0.759413
1.986,0.760513
1.987,0.7606
1.988,0.759988
1.989,0.759031
1.99,0.759534
1.991,0.760219
1.992,0.760028
1.993,0.760581
1.994,0.76097
1.995,0.759642
1.996,0.758182
1.997,0.757712
1.998,0.757162
1.999,0.759071
2,0.760551
2.001,0.75855
2.002,0.756879
2.003,0.757211
2.004,0.75852
2.005,0.75803
2.006,0.757694
2.007,0.757998
2.008,0.758268
2.009,0.75874
2.01,0.757904
2.011,0.758561
2.012,0.756883
2.013,0.756378
2.014,0.756821
2.015,0.755323
2.016,0.756399
2.017,0.755558
2.018,0.757939
2.019,0.758569
2.02,0.756633
2.021,0.756534
2.022,0.756133
2.023,0.756906
2.024,0.757212
2.025,0.756434
2.026,0.755469
2.027,0.754398
2.028,0.754924
2.029,0.756609
2.03,0.754119
2.031,0.753072
2.032,0.754989
2.033,0.755543
2.034,0.754975
2.035,0.753942
2.036,0.753258
2.037,0.751928
2.038,0.752255
2.039,0.752632
2.04,0.75348
2.041,0.751315
2.042,0.754204
2.043,0.755169
2.044,0.755961
2.045,0.751949
2.046,0.752409
2.047,0.750648
2.048,0.753474
2.049,0.752831
2.05,0.752662
2.051,0.753455
2.052,0.752399
2.053,0.749904
2.054,0.750308
2.055,0.751739
2.056,0.7519
2.057,0.750289
2.058,0.751186
2.059,0.749133
2.06,0.749074
2.061,0.751103
2.062,0.750177
2.063,0.75006
2.064,0.750856
2.065,0.748312
2.066,0.74963
2.067,0.75137
2.068,0.749165
2.069,0.745335
2.07,0.745046
2.071,0.743801
2.072,0.743208
2.073,0.744083
2.074,0.741865
2.075,0.743518
2.076,0.744172
2.077,0.744379
2.078,0.746957
2.079,0.747559
2.08,0.744421
2.081,0.742973
2.082,0.74064
2.083,0.74111
2.084,0.742558
2.085,0.741076
2.086,0.741129
2.087,0.740392
2.088,0.744279
2.089,0.740962
2.09,0.74107
2.091,0.741671
2.092,0.742053
2.093,0.737378
2.094,0.737706
2.095,0.736061
2.096,0.737914
2.097,0.735159
2.098,0.738714
2.099,0.739348
2.1,0.733135
2.101,0.741441
2.102,0.736621
2.103,0.744055
2.104,0.742565
2.105,0.738162
2.106,0.734558
2.107,0.735541
2.108,0.737348
2.109,0.735703
2.11,0.735788
2.111,0.737404
2.112,0.732698
2.113,0.733203
2.114,0.735732
2.115,0.73243
2.116,0.73394
2.117,0.732487
2.118,0.734862
2.119,0.733795
2.12,0.732733
2.121,0.729674
2.122,0.730597
2.123,0.731753
2.124,0.731153
2.125,0.726059
2.126,0.730821
2.127,0.726425
2.128,0.729051
2.129,0.727998
2.13,0.729096
2.131,0.732562
2.132,0.731777
2.133,0.7297
2.134,0.731461
2.135,0.7328
2.136,0.728597
2.137,0.727057
2.138,0.727846
2.139,0.730971
2.14,0.729283
2.141,0.726301
2.142,0.723284
2.143,0.734524
2.144,0.734956
2.145,0.729853
2.146,0.728213
2.147,0.726803
2.148,0.729899
2.149,0.726469
2.15,0.728676
2.151,0.729464
2.152,0.723737
2.153,0.726993
2.154,0.724785
2.155,0.719362
2.156,0.72416
2.157,0.729955
2.158,0.727585
2.159,0.723851
2.16,0.723197
2.161,0.726125
2.162,0.72873
2.163,0.727492
2.164,0.726597
2.165,0.721864
2.166,0.719759
2.167,0.720424
2.168,0.72065
2.169,0.721174
2.17,0.721687
2.171,0.721601
2.172,0.724163
2.173,0.727303
2.174,0.729435
2.175,0.724125
2.176,0.717177
2.177,0.722123
2.178,0.724729
2.179,0.721521
2.18,0.719762
2.181,0.723691
2.182,0.723317
2.183,0.723807
2.184,0.72241
2.185,0.722005
2.186,0.72182
2.187,0.719972
2.188,0.720729
2.189,0.722877
2.19,0.721074
2.191,0.72026
2.192,0.722558
2.193,0.718331
2.194,0.717264
2.195,0.719287
2.196,0.718356
2.197,0.716274
2.198,0.718142
2.199,0.720406
2.2,0.716655
2.201,0.714029
2.202,0.715556
2.203,0.717902
2.204,0.71672
2.205,0.716419
2.206,0.715554
2.207,0.715992
2.208,0.714902
2.209,0.715115
2.21,0.715722
2.211,0.712232
2.212,0.71353
2.213,0.714743
2.214,0.712417
2.215,0.71363
2.216,0.716771
2.217,0.71584
2.218,0.714436
2.219,0.714096
2.22,0.712795
2.221,0.712305
2.222,0.714167
2.223,0.714147
2.224,0.712956
2.225,0.712534
2.226,0.71243
2.227,0.715015
2.228,0.714002
2.229,0.712081
2.23,0.710912
2.231,0.709842
2.232,0.705898
2.233,0.706856
2.234,0.708296
2.235,0.707494
2.236,0.709378
2.237,0.710273
2.238,0.706597
2.239,0.707203
2.24,0.711148
2.241,0.710512
2.242,0.708887
2.243,0.713308
2.244,0.707917
2.245,0.704312
2.246,0.707447
2.247,0.708851
2.248,0.71144
2.249,0.708263
2.25,0.714341
2.251,0.712877
2.252,0.710169
2.253,0.707522
2.254,0.707636
2.255,0.708684
2.256,0.7088
2.257,0.705956
2.258,0.704626
2.259,0.711772
2.26,0.710618
2.261,0.711273
2.262,0.704722
2.263,0.708798
2.264,0.705497
2.265,0.708911
2.266,0.705403
2.267,0.704707
2.268,0.711579
2.269,0.701407
2.27,0.709157
2.271,0.704805
2.272,0.708169
2.273,0.703208
2.274,0.709385
2.275,0.701713
2.276,0.694073
2.277,0.703957
2.278,0.702151
2.279,0.700868
2.28,0.700724
2.281,0.707141
2.282,0.706548
2.283,0.70479
2.284,0.706885
2.285,0.701406
2.286,0.695717
2.287,0.707929
2.288,0.699799
2.289,0.69968
2.29,0.696108
2.291,0.706589
2.292,0.693219
2.293,0.701782
2.294,0.702687
2.295,0.694101
2.296,0.694268
2.297,0.703033
2.298,0.702086
2.299,0.698971
2.3,0.699196
2.301,0.69727
2.302,0.700127
2.303,0.698963
2.304,0.686804
2.305,0.693023
2.306,0.696686
2.307,0.694753
2.308,0.693613
2.309,0.697067
2.31,0.694392
2.311,0.693534
2.312,0.700097
2.313,0.706764
2.314,0.710181
2.315,0.70269
2.316,0.702054
2.317,0.698783
2.318,0.704077
2.319,0.690908
2.32,0.700952
2.321,0.701628
2.322,0.69686
2.323,0.699483
2.324,0.703945
2.325,0.700156
2.326,0.707154
2.327,0.692283
2.328,0.694125
2.329,0.699737
2.33,0.690848
2.331,0.700129
2.332,0.700567
2.333,0.710973
2.334,0.705712
2.335,0.701391
2.336,0.70433
2.337,0.697238
2.338,0.700196
2.339,0.705672
2.34,0.703245
2.341,0.705782
2.342,0.707179
2.343,0.708203
2.344,0.705563
2.345,0.709436
2.346,0.715575
2.347,0.710304
2.348,0.705355
2.349,0.70393
2.35,0.691578
2.351,0.691569
2.352,0.708183
2.353,0.7126
2.354,0.711266
2.355,0.704441
2.356,0.710803
2.357,0.708852
2.358,0.70526
2.359,0.711363
2.36,0.714068
2.361,0.706366
2.362,0.703749
2.363,0.702974
2.364,0.695909
2.365,0.700245
2.366,0.710403
2.367,0.712754
2.368,0.711805
2.369,0.70144
2.37,0.706297
2.371,0.706728
2.372,0.702593
2.373,0.711125
2.374,0.706966
2.375,0.698144
2.376,0.703933
2.377,0.707144
2.378,0.70445
2.379,0.703808
2.38,0.71388
2.381,0.713428
2.382,0.707934
2.383,0.716752
2.384,0.718375
2.385,0.716167
2.386,0.713387
2.387,0.709642
2.388,0.706464
2.389,0.714402
2.39,0.709114
2.391,0.702558
2.392,0.707257
2.393,0.705213
2.394,0.707833
2.395,0.720962
2.396,0.721101
2.397,0.708012
2.398,0.702064
2.399,0.700324
2.4,0.708921
2.401,0.721683
2.402,0.722047
2.403,0.71451
2.404,0.708562
2.405,0.708725
2.406,0.710861
2.407,0.719429
2.408,0.718727
2.409,0.70892
2.41,0.709401
2.411,0.717528
2.412,0.720967
2.413,0.71506
2.414,0.714498
2.415,0.712255
2.416,0.71776
2.417,0.727196
2.418,0.729358
2.419,0.72693
2.42,0.723057
2.421,0.720898
2.422,0.717534
2.423,0.717676
2.424,0.718468
2.425,0.711167
2.426,0.709268
2.427,0.712829
2.428,0.728213
2.429,0.726055
2.43,0.720274
2.431,0.722791
2.432,0.721937
2.433,0.714805
2.434,0.724981
2.435,0.717786
2.436,0.701714
2.437,0.713865
2.438,0.725989
2.439,0.715551
2.44,0.712498
2.441,0.712881
2.442,0.719402
2.443,0.736599
2.444,0.742095
2.445,0.733354
2.446,0.734685
2.447,0.719926
2.448,0.713178
2.449,0.726711
2.45,0.718048
2.451,0.706559
2.452,0.730029
2.453,0.740773
2.454,0.733968
2.455,0.719582
2.456,0.730643
2.457,0.743771
2.458,0.731998
2.459,0.723905
2.46,0.729689
2.461,0.738875
2.462,0.731939
2.463,0.715392
2.464,0.722776
2.465,0.717212
2.466,0.720519
2.467,0.727559
2.468,0.732072
2.469,0.744439
2.47,0.729234
2.471,0.71681
2.472,0.719777
2.473,0.737548
2.474,0.748958
2.475,0.74063
2.476,0.734132
2.477,0.703649
2.478,0.732229
2.479,0.75223
2.48,0.737274
2.481,0.761319
2.482,0.729007
2.483,0.740563
2.484,0.754825
2.485,0.744564
2.486,0.731035
2.487,0.759376
2.488,0.726327
2.489,0.714239
2.49,0.735752
2.491,0.758625
2.492,0.714697
2.493,0.751864
2.494,0.725079
2.495,0.745326
2.496,0.720627
2.497,0.731043
2.498,0.718178
2.499,0.743528
2.5,0.767438

