OC-LP-A3_2,
W,R
0.25,0.066783134
0.255,0.068691283
0.26,0.070807988
0.265,0.072712076
0.27,0.074339968
0.275,0.075960469
0.28,0.07722269
0.285,0.078672511
0.29,0.080187236
0.295,0.081714244
0.3,0.083403359
0.305,0.085611467
0.31,0.087443992
0.315,0.089426974
0.32,0.091410219
0.325,0.093438157
0.33,0.0956559
0.335,0.097314478
0.34,0.09922919
0.345,0.10120751
0.35,0.102920016
0.355,0.104444091
0.36,0.106249192
0.365,0.108127373
0.37,0.10980639
0.375,0.111960761
0.38,0.113825778
0.385,0.115927291
0.39,0.118495334
0.395,0.120369568
0.4,0.124400585
0.405,0.125735445
0.41,0.127225064
0.415,0.12894433
0.42,0.130897548
0.425,0.133036127
0.43,0.135412833
0.435,0.137805953
0.44,0.14031747
0.445,0.143012465
0.45,0.145195042
0.455,0.1470862
0.46,0.148575786
0.465,0.150316855
0.47,0.152106907
0.475,0.153834232
0.48,0.155715167
0.485,0.157773006
0.49,0.160086659
0.495,0.162600858
0.5,0.16528809
0.505,0.16808531
0.51,0.170955371
0.515,0.173960634
0.52,0.177152278
0.525,0.180453688
0.53,0.183796083
0.535,0.187165868
0.54,0.190488497
0.545,0.193788961
0.55,0.196990676
0.555,0.200179793
0.56,0.203205955
0.565,0.206149225
0.57,0.208926594
0.575,0.211626028
0.58,0.214175019
0.585,0.216621472
0.59,0.219696352
0.595,0.221731071
0.6,0.223706267
0.605,0.22477171
0.61,0.22659393
0.615,0.228283254
0.62,0.22989734
0.625,0.23145608
0.63,0.232872904
0.635,0.234192624
0.64,0.235384366
0.645,0.236480038
0.65,0.237518292
0.655,0.238491836
0.66,0.239423953
0.665,0.240360443
0.67,0.241282639
0.675,0.242152326
0.68,0.24288001
0.685,0.243596594
0.69,0.244271061
0.695,0.244930891
0.7,0.245498786
0.705,0.24605397
0.71,0.246520686
0.715,0.246958649
0.72,0.247329352
0.725,0.247683583
0.73,0.247875569
0.735,0.248029631
0.74,0.247886314
0.745,0.247791813
0.75,0.247518125
0.755,0.247279388
0.76,0.246940183
0.765,0.246448702
0.77,0.245942811
0.775,0.245234524
0.78,0.244528818
0.785,0.243754776
0.79,0.242939811
0.795,0.241958536
0.8,0.240770007
0.805,0.239641684
0.81,0.238458015
0.815,0.237310692
0.82,0.235960392
0.825,0.234606207
0.83,0.233221785
0.835,0.231828075
0.84,0.230466004
0.845,0.228096198
0.85,0.227213358
0.855,0.226330249
0.86,0.226702113
0.865,0.225676706
0.87,0.224959547
0.875,0.224022854
0.88,0.223150669
0.885,0.222185992
0.89,0.221544652
0.895,0.221188309
0.9,0.220999858
0.905,0.221009732
0.91,0.221163039
0.915,0.22143473
0.92,0.221590019
0.925,0.221155951
0.93,0.221249946
0.935,0.221238552
0.94,0.222000327
0.945,0.222262115
0.95,0.222839413
0.955,0.223270835
0.96,0.223792361
0.965,0.224347375
0.97,0.224975263
0.975,0.22566051
0.98,0.226346957
0.985,0.227042663
0.99,0.227549138
0.995,0.228088972
1,0.228450481
1.005,0.228860515
1.01,0.229134753
1.015,0.229165753
1.02,0.229531193
1.025,0.229720139
1.03,0.230282365
1.035,0.23033226
1.04,0.230657624
1.045,0.230756593
1.05,0.231023812
1.055,0.231210424
1.06,0.231580199
1.065,0.231974056
1.07,0.232354486
1.075,0.232654315
1.08,0.232908988
1.085,0.233121177
1.09,0.233389625
1.095,0.233736247
1.1,0.234148956
1.11,0.234632403
1.12,0.235360339
1.13,0.235984661
1.14,0.236575121
1.15,0.236871774
1.16,0.237117137
1.17,0.23720406
1.18,0.237212327
1.19,0.237107523
1.2,0.237066429
1.21,0.237004275
1.22,0.236972629
1.23,0.236870065
1.24,0.236808288
1.25,0.236806335
1.26,0.23682539
1.27,0.236836439
1.28,0.236815666
1.29,0.236731475
1.3,0.236626631
1.31,0.236534896
1.32,0.236446951
1.33,0.236299186
1.34,0.236053401
1.35,0.235847796
1.36,0.235749633
1.37,0.235779247
1.38,0.235839373
1.39,0.235918437
1.4,0.235973664
1.41,0.236004107
1.42,0.23596937
1.43,0.235867504
1.44,0.235735225
1.45,0.235545605
1.46,0.235296299
1.47,0.235005588
1.48,0.234685276
1.49,0.23441562
1.5,0.233955691
1.51,0.233491769
1.52,0.232935431
1.53,0.23245054
1.54,0.231929703
1.55,0.231488903
1.56,0.230933046
1.57,0.230301839
1.58,0.229538481
1.59,0.22888464
1.6,0.228218472
1.61,0.227493754
1.62,0.226736851
1.63,0.226006463
1.64,0.225297803
1.65,0.224579338
1.66,0.223863596
1.67,0.223183549
1.68,0.222257907
1.69,0.221503267
1.7,0.220637608
1.71,0.220068627
1.72,0.219321175
1.73,0.218605288
1.74,0.217789154
1.75,0.216900726
1.76,0.216023415
1.77,0.215211528
1.78,0.214589683
1.79,0.213791039
1.8,0.212944871
1.81,0.211929233
1.82,0.211084173
1.83,0.210300354
1.84,0.209568705
1.85,0.209000063
1.86,0.208539936
1.87,0.208169347
1.88,0.207760711
1.89,0.207352064
1.9,0.206985031
1.91,0.206738709
1.92,0.206583411
1.93,0.206490313
1.94,0.206462105
1.95,0.206515972
1.96,0.206655046
1.97,0.206830465
1.98,0.206979283
1.99,0.20705999
2,0.20705641
2.01,0.20713567
2.02,0.207239404
2.03,0.207442091
2.04,0.207457999
2.05,0.207499769
