KC_OL_arm_1,
W,R
1.0237,0.42141
1.0239,0.41964
1.0241,0.41813
1.0243,0.41845
1.0245,0.42063
1.0247,0.42276
1.0249,0.42269
1.0251,0.42145
1.0254,0.42132
1.0256,0.42141
1.0258,0.42019
1.026,0.419
1.0262,0.41915
1.0264,0.41991
1.0266,0.42067
1.0268,0.42142
1.027,0.42158
1.0272,0.42083
1.0274,0.42044
1.0276,0.42143
1.0278,0.42228
1.028,0.4215
1.0282,0.42039
1.0284,0.41986
1.0286,0.41891
1.0288,0.418
1.029,0.41834
1.0292,0.41888
1.0294,0.41884
1.0296,0.41929
1.0298,0.42011
1.03,0.41965
1.0302,0.41803
1.0304,0.41699
1.0307,0.41732
1.0309,0.41842
1.0311,0.41946
1.0313,0.41993
1.0315,0.4197
1.0317,0.41907
1.0319,0.41822
1.0321,0.41713
1.0323,0.41644
1.0325,0.41699
1.0327,0.41811
1.0329,0.41825
1.0331,0.41725
1.0333,0.41654
1.0335,0.41722
1.0337,0.41887
1.0339,0.42035
1.0341,0.42098
1.0344,0.4206
1.0346,0.41943
1.0348,0.41794
1.035,0.41641
1.0352,0.41529
1.0354,0.4156
1.0356,0.41766
1.0358,0.41997
1.036,0.42086
1.0362,0.42045
1.0364,0.41983
1.0366,0.41924
1.0368,0.41835
1.037,0.41724
1.0372,0.41613
1.0375,0.41518
1.0377,0.41501
1.0379,0.41572
1.0381,0.41656
1.0383,0.4172
1.0385,0.41761
1.0387,0.41764
1.0389,0.41803
1.0391,0.41902
1.0393,0.4193
1.0395,0.41879
1.0397,0.41862
1.04,0.41848
1.0402,0.41814
1.0404,0.41855
1.0406,0.41907
1.0408,0.41817
1.041,0.4167
1.0412,0.41645
1.0414,0.41725
1.0416,0.41803
1.0418,0.41845
1.042,0.41844
1.0423,0.41798
1.0425,0.41783
1.0427,0.41848
1.0429,0.41847
1.0431,0.41697
1.0433,0.41605
1.0435,0.41713
1.0437,0.41851
1.0439,0.41838
1.0441,0.4171
1.0444,0.41637
1.0446,0.41698
1.0448,0.41744
1.045,0.41665
1.0452,0.41612
1.0454,0.41643
1.0456,0.41621
1.0458,0.41591
1.046,0.41666
1.0462,0.4174
1.0465,0.41751
1.0467,0.41782
1.0469,0.41798
1.0471,0.41731
1.0473,0.41669
1.0475,0.41677
1.0477,0.41707
1.0479,0.4171
1.0482,0.41705
1.0484,0.41727
1.0486,0.41752
1.0488,0.41719
1.049,0.41652
1.0492,0.41642
1.0494,0.41709
1.0496,0.41792
1.0498,0.41842
1.0501,0.4186
1.0503,0.41851
1.0505,0.41776
1.0507,0.41649
1.0509,0.41621
1.0511,0.4172
1.0513,0.41746
1.0516,0.4164
1.0518,0.41606
1.052,0.41723
1.0522,0.41836
1.0524,0.41852
1.0526,0.41824
1.0528,0.41819
1.053,0.41838
1.0533,0.41852
1.0535,0.41887
1.0537,0.4195
1.0539,0.41943
1.0541,0.41828
1.0543,0.41754
1.0545,0.4183
1.0548,0.4195
1.055,0.41967
1.0552,0.41865
1.0554,0.41772
1.0556,0.41781
1.0558,0.41805
1.056,0.4171
1.0563,0.41558
1.0565,0.41517
1.0567,0.41611
1.0569,0.41711
1.0571,0.41745
1.0573,0.41745
1.0576,0.41728
1.0578,0.41686
1.058,0.41649
1.0582,0.41641
1.0584,0.41641
1.0586,0.41659
1.0589,0.41738
1.0591,0.41841
1.0593,0.41872
1.0595,0.41817
1.0597,0.41748
1.0599,0.41683
1.0602,0.4163
1.0604,0.41657
1.0606,0.41756
1.0608,0.41827
1.061,0.4187
1.0612,0.41887
1.0615,0.4179
1.0617,0.41658
1.0619,0.41676
1.0621,0.41779
1.0623,0.41809
1.0625,0.41794
1.0628,0.41792
1.063,0.41788
1.0632,0.41773
1.0634,0.41769
1.0636,0.41826
1.0639,0.41962
1.0641,0.42077
1.0643,0.42085
1.0645,0.41995
1.0647,0.41861
1.0649,0.41793
1.0652,0.41833
1.0654,0.41868
1.0656,0.41863
1.0658,0.41878
1.066,0.4188
1.0663,0.41877
1.0665,0.41947
1.0667,0.42057
1.0669,0.42164
1.0671,0.42269
1.0674,0.42268
1.0676,0.42116
1.0678,0.41986
1.068,0.42012
1.0682,0.42131
1.0685,0.42215
1.0687,0.42205
1.0689,0.42143
1.0691,0.42045
1.0693,0.4188
1.0696,0.41766
1.0698,0.4184
1.07,0.41997
1.0702,0.42073
1.0704,0.42092
1.0707,0.42142
1.0709,0.42233
1.0711,0.42279
1.0713,0.42219
1.0715,0.42169
1.0718,0.42231
1.072,0.42304
1.0722,0.42303
1.0724,0.42241
1.0727,0.42128
1.0729,0.42055
1.0731,0.42127
1.0733,0.42237
1.0735,0.42248
1.0738,0.42224
1.074,0.42255
1.0742,0.42315
1.0744,0.42349
1.0747,0.42323
1.0749,0.42255
1.0751,0.42193
1.0753,0.42151
1.0755,0.42169
1.0758,0.42264
1.076,0.42318
1.0762,0.42279
1.0764,0.42254
1.0767,0.42279
1.0769,0.42303
1.0771,0.42359
1.0773,0.42438
1.0776,0.42448
1.0778,0.42392
1.078,0.42318
1.0782,0.42214
1.0785,0.4215
1.0787,0.42241
1.0789,0.42418
1.0791,0.42517
1.0794,0.4253
1.0796,0.42518
1.0798,0.42458
1.08,0.42372
1.0803,0.42329
1.0805,0.4231
1.0807,0.42296
1.0809,0.42344
1.0812,0.42431
1.0814,0.42485
1.0816,0.42545
1.0818,0.42639
1.0821,0.42704
1.0823,0.4273
1.0825,0.42722
1.0827,0.42676
1.083,0.42669
1.0832,0.42725
1.0834,0.42711
1.0836,0.42558
1.0839,0.42387
1.0841,0.42338
1.0843,0.42425
1.0845,0.42527
1.0848,0.42581
1.085,0.42657
1.0852,0.42747
1.0855,0.42756
1.0857,0.42718
1.0859,0.42677
1.0861,0.42593
1.0864,0.42536
1.0866,0.42607
1.0868,0.42738
1.087,0.42837
1.0873,0.42917
1.0875,0.42999
1.0877,0.43047
1.088,0.4303
1.0882,0.42976
1.0884,0.42919
1.0886,0.42863
1.0889,0.42853
1.0891,0.42949
1.0893,0.43092
1.0896,0.43176
1.0898,0.43192
1.09,0.43168
1.0902,0.43134
1.0905,0.43117
1.0907,0.43111
1.0909,0.43091
1.0912,0.43045
1.0914,0.4301
1.0916,0.43048
1.0919,0.43094
1.0921,0.4303
1.0923,0.42923
1.0925,0.42911
1.0928,0.42989
1.093,0.43088
1.0932,0.43135
1.0935,0.43116
1.0937,0.43141
1.0939,0.43244
1.0942,0.43307
1.0944,0.43281
1.0946,0.43221
1.0948,0.43173
1.0951,0.43147
1.0953,0.43107
1.0955,0.43082
1.0958,0.43164
1.096,0.43274
1.0962,0.43315
1.0965,0.43359
1.0967,0.43389
1.0969,0.43348
1.0972,0.43352
1.0974,0.43425
1.0976,0.43471
1.0979,0.43509
1.0981,0.4352
1.0983,0.4347
1.0986,0.43456
1.0988,0.43484
1.099,0.43489
1.0993,0.43531
1.0995,0.43569
1.0997,0.43533
1.1,0.43545
1.1002,0.43609
1.1004,0.43572
1.1007,0.43484
1.1009,0.43468
1.1011,0.435
1.1014,0.43538
1.1016,0.43551
1.1018,0.43562
1.1021,0.43636
1.1023,0.43709
1.1025,0.43729
1.1028,0.43793
1.103,0.43883
1.1032,0.43873
1.1035,0.43811
1.1037,0.4381
1.1039,0.43831
1.1042,0.43795
1.1044,0.43736
1.1046,0.4373
1.1049,0.43775
1.1051,0.43826
1.1054,0.4387
1.1056,0.43854
1.1058,0.43772
1.1061,0.43774
1.1063,0.4388
1.1065,0.43928
1.1068,0.43938
1.107,0.44003
1.1072,0.44051
1.1075,0.44049
1.1077,0.44037
1.1079,0.44008
1.1082,0.44021
1.1084,0.4411
1.1087,0.44153
1.1089,0.441
1.1091,0.44047
1.1094,0.44049
1.1096,0.44104
1.1098,0.44164
1.1101,0.44166
1.1103,0.44128
1.1106,0.44092
1.1108,0.44069
1.111,0.44109
1.1113,0.44213
1.1115,0.44283
1.1118,0.44283
1.112,0.44272
1.1122,0.44289
1.1125,0.44323
1.1127,0.44342
1.1129,0.44344
1.1132,0.4435
1.1134,0.44338
1.1137,0.4428
1.1139,0.44218
1.1141,0.44197
1.1144,0.4423
1.1146,0.44312
1.1149,0.44398
1.1151,0.44441
1.1153,0.44466
1.1156,0.44518
1.1158,0.44574
1.1161,0.4458
1.1163,0.44535
1.1165,0.44482
1.1168,0.44459
1.117,0.44503
1.1173,0.4462
1.1175,0.44709
1.1177,0.44698
1.118,0.44671
1.1182,0.44695
1.1185,0.44712
1.1187,0.44676
1.1189,0.44631
1.1192,0.44652
1.1194,0.44749
1.1197,0.44818
1.1199,0.44766
1.1202,0.44684
1.1204,0.44701
1.1206,0.44782
1.1209,0.4482
1.1211,0.44818
1.1214,0.44843
1.1216,0.44885
1.1219,0.44895
1.1221,0.44898
1.1223,0.44922
1.1226,0.44915
1.1228,0.44872
1.1231,0.44875
1.1233,0.44942
1.1236,0.44993
1.1238,0.44999
1.124,0.45005
1.1243,0.45029
1.1245,0.45045
1.1248,0.45032
1.125,0.45012
1.1253,0.45012
1.1255,0.45018
1.1257,0.45016
1.126,0.45029
1.1262,0.45051
1.1265,0.45061
1.1267,0.451
1.127,0.45183
1.1272,0.45232
1.1275,0.45236
1.1277,0.45271
1.128,0.4532
1.1282,0.45323
1.1284,0.45326
1.1287,0.45352
1.1289,0.45324
1.1292,0.45247
1.1294,0.45221
1.1297,0.45277
1.1299,0.45341
1.1302,0.45367
1.1304,0.45396
1.1307,0.45455
1.1309,0.45478
1.1312,0.45443
1.1314,0.45431
1.1316,0.45472
1.1319,0.45512
1.1321,0.45529
1.1324,0.45542
1.1326,0.45542
1.1329,0.45513
1.1331,0.45492
1.1334,0.45551
1.1336,0.45665
1.1339,0.45722
1.1341,0.45695
1.1344,0.45653
1.1346,0.45642
1.1349,0.4567
1.1351,0.45705
1.1354,0.45723
1.1356,0.45762
1.1359,0.458
1.1361,0.45731
1.1364,0.45616
1.1366,0.45626
1.1369,0.45747
1.1371,0.45843
1.1374,0.4588
1.1376,0.45901
1.1379,0.45913
1.1381,0.4589
1.1384,0.45828
1.1386,0.45765
1.1389,0.45728
1.1391,0.45718
1.1394,0.45764
1.1396,0.45851
1.1399,0.45926
1.1401,0.45996
1.1404,0.46068
1.1406,0.46088
1.1409,0.46064
1.1411,0.46061
1.1414,0.46074
1.1416,0.46082
1.1419,0.46105
1.1421,0.46144
1.1424,0.46166
1.1426,0.46175
1.1429,0.46197
1.1431,0.4622
1.1434,0.46206
1.1436,0.46187
1.1439,0.46202
1.1441,0.462
1.1444,0.46161
1.1446,0.46159
1.1449,0.46209
1.1451,0.46232
1.1454,0.46206
1.1456,0.46182
1.1459,0.46193
1.1462,0.46232
1.1464,0.46266
1.1467,0.46287
1.1469,0.46312
1.1472,0.46329
1.1474,0.46331
1.1477,0.4635
1.1479,0.46384
1.1482,0.46406
1.1484,0.46431
1.1487,0.46454
1.1489,0.46438
1.1492,0.46393
1.1495,0.46381
1.1497,0.46428
1.15,0.465
1.1502,0.4654
1.1505,0.46538
1.1507,0.46539
1.151,0.46576
1.1512,0.46622
1.1515,0.46647
1.1518,0.46646
1.152,0.46613
1.1523,0.46573
1.1525,0.46586
1.1528,0.4663
1.153,0.46649
1.1533,0.46674
1.1535,0.46727
1.1538,0.46743
1.1541,0.46715
1.1543,0.46702
1.1546,0.46692
1.1548,0.46667
1.1551,0.46674
1.1553,0.46732
1.1556,0.46811
1.1559,0.46873
1.1561,0.46863
1.1564,0.46804
1.1566,0.4678
1.1569,0.46779
1.1572,0.4675
1.1574,0.46747
1.1577,0.46805
1.1579,0.46846
1.1582,0.46831
1.1584,0.46813
1.1587,0.46845
1.159,0.46906
1.1592,0.46944
1.1595,0.46961
1.1597,0.46983
1.16,0.46982
1.1603,0.46941
1.1605,0.46933
1.1608,0.46999
1.161,0.47037
1.1613,0.46967
1.1616,0.46881
1.1618,0.46874
1.1621,0.46921
1.1623,0.46978
1.1626,0.47032
1.1629,0.47062
1.1631,0.47065
1.1634,0.4707
1.1636,0.47064
1.1639,0.47048
1.1642,0.4708
1.1644,0.47146
1.1647,0.47176
1.165,0.47193
1.1652,0.47221
1.1655,0.47213
1.1657,0.47179
1.166,0.47161
1.1663,0.47139
1.1665,0.47105
1.1668,0.47092
1.1671,0.47109
1.1673,0.47133
1.1676,0.47131
1.1678,0.47087
1.1681,0.47032
1.1684,0.47018
1.1686,0.4707
1.1689,0.47156
1.1692,0.47179
1.1694,0.47126
1.1697,0.47109
1.1699,0.47158
1.1702,0.47209
1.1705,0.47277
1.1707,0.47381
1.171,0.47425
1.1713,0.47368
1.1715,0.473
1.1718,0.47284
1.1721,0.47303
1.1723,0.47335
1.1726,0.47379
1.1729,0.47445
1.1731,0.47504
1.1734,0.47504
1.1737,0.47452
1.1739,0.47422
1.1742,0.47451
1.1745,0.47505
1.1747,0.47544
1.175,0.47562
1.1752,0.47572
1.1755,0.47587
1.1758,0.47594
1.176,0.47576
1.1763,0.47567
1.1766,0.4761
1.1769,0.47674
1.1771,0.47726
1.1774,0.47765
1.1777,0.47757
1.1779,0.47696
1.1782,0.4765
1.1785,0.47641
1.1787,0.47633
1.179,0.47621
1.1793,0.4762
1.1795,0.47632
1.1798,0.47635
1.1801,0.47628
1.1803,0.47661
1.1806,0.47758
1.1809,0.47845
1.1811,0.47856
1.1814,0.4782
1.1817,0.47799
1.1819,0.4782
1.1822,0.47858
1.1825,0.47867
1.1828,0.47854
1.183,0.47846
1.1833,0.47827
1.1836,0.47807
1.1838,0.47786
1.1841,0.47744
1.1844,0.47719
1.1846,0.47745
1.1849,0.47782
1.1852,0.47841
1.1855,0.47927
1.1857,0.47956
1.186,0.47943
1.1863,0.47969
1.1865,0.47982
1.1868,0.47948
1.1871,0.47947
1.1874,0.47966
1.1876,0.4794
1.1879,0.47914
1.1882,0.47938
1.1884,0.47978
1.1887,0.48002
1.189,0.48008
1.1893,0.48014
1.1895,0.4803
1.1898,0.48041
1.1901,0.48043
1.1904,0.48034
1.1906,0.48007
1.1909,0.47993
1.1912,0.48017
1.1915,0.48049
1.1917,0.48072
1.192,0.48077
1.1923,0.4806
1.1925,0.48072
1.1928,0.48142
1.1931,0.48186
1.1934,0.48166
1.1936,0.48153
1.1939,0.48178
1.1942,0.48208
1.1945,0.48241
1.1947,0.48264
1.195,0.48247
1.1953,0.48227
1.1956,0.48251
1.1958,0.48281
1.1961,0.48286
1.1964,0.48298
1.1967,0.48322
1.197,0.48331
1.1972,0.48339
1.1975,0.4835
1.1978,0.48343
1.1981,0.48342
1.1983,0.48356
1.1986,0.48328
1.1989,0.4828
1.1992,0.48293
1.1994,0.48341
1.1997,0.48364
1.2,0.48396
1.2003,0.48437
1.2006,0.48416
1.2008,0.48375
1.2011,0.48389
1.2014,0.48416
1.2017,0.48407
1.2019,0.48396
1.2022,0.48388
1.2025,0.48377
1.2028,0.48397
1.2031,0.48449
1.2033,0.48486
1.2036,0.485
1.2039,0.48494
1.2042,0.48466
1.2045,0.4846
1.2047,0.48486
1.205,0.48484
1.2053,0.48456
1.2056,0.48469
1.2059,0.48515
1.2061,0.48544
1.2064,0.48553
1.2067,0.48571
1.207,0.48593
1.2073,0.48581
1.2075,0.48535
1.2078,0.48519
1.2081,0.48553
1.2084,0.48586
1.2087,0.48596
1.209,0.48598
1.2092,0.48602
1.2095,0.48616
1.2098,0.48627
1.2101,0.48607
1.2104,0.48568
1.2106,0.48546
1.2109,0.48553
1.2112,0.486
1.2115,0.48668
1.2118,0.48718
1.2121,0.48751
1.2123,0.48769
1.2126,0.48758
1.2129,0.48758
1.2132,0.48795
1.2135,0.48801
1.2138,0.4874
1.214,0.48703
1.2143,0.48754
1.2146,0.48815
1.2149,0.48819
1.2152,0.48814
1.2155,0.48833
1.2158,0.4883
1.216,0.48804
1.2163,0.4881
1.2166,0.48847
1.2169,0.48878
1.2172,0.4888
1.2175,0.48857
1.2178,0.48867
1.218,0.48933
1.2183,0.48989
1.2186,0.48995
1.2189,0.48982
1.2192,0.48949
1.2195,0.4889
1.2198,0.48854
1.22,0.48868
1.2203,0.48911
1.2206,0.48941
1.2209,0.48947
1.2212,0.48966
1.2215,0.4901
1.2218,0.49024
1.2221,0.49009
1.2223,0.49012
1.2226,0.49016
1.2229,0.49007
1.2232,0.49013
1.2235,0.49043
1.2238,0.49097
1.2241,0.49166
1.2244,0.49191
1.2247,0.4917
1.2249,0.49152
1.2252,0.49132
1.2255,0.49111
1.2258,0.49144
1.2261,0.49204
1.2264,0.49209
1.2267,0.49162
1.227,0.4912
1.2273,0.4913
1.2276,0.49215
1.2278,0.493
1.2281,0.4929
1.2284,0.49228
1.2287,0.49219
1.229,0.49271
1.2293,0.49329
1.2296,0.4936
1.2299,0.49359
1.2302,0.49348
1.2305,0.49354
1.2308,0.49367
1.2311,0.49377
1.2313,0.494
1.2316,0.49447
1.2319,0.49483
1.2322,0.49466
1.2325,0.49419
1.2328,0.49391
1.2331,0.49377
1.2334,0.4935
1.2337,0.49338
1.234,0.49366
1.2343,0.49395
1.2346,0.49401
1.2349,0.49412
1.2352,0.49442
1.2355,0.49482
1.2357,0.49507
1.236,0.49482
1.2363,0.49428
1.2366,0.49402
1.2369,0.49424
1.2372,0.49461
1.2375,0.49487
1.2378,0.49494
1.2381,0.49506
1.2384,0.49546
1.2387,0.49596
1.239,0.49643
1.2393,0.49679
1.2396,0.49675
1.2399,0.4964
1.2402,0.49643
1.2405,0.49685
1.2408,0.49715
1.2411,0.49731
1.2414,0.49751
1.2417,0.49777
1.242,0.49801
1.2423,0.49792
1.2426,0.4976
1.2429,0.49767
1.2432,0.49795
1.2435,0.49797
1.2438,0.498
1.2441,0.49807
1.2443,0.49797
1.2446,0.49819
1.2449,0.49882
1.2452,0.49928
1.2455,0.49949
1.2458,0.49951
1.2461,0.49915
1.2464,0.49885
1.2467,0.49894
1.247,0.499
1.2473,0.49887
1.2476,0.49895
1.2479,0.49937
1.2482,0.49996
1.2485,0.50031
1.2488,0.50039
1.2491,0.50062
1.2494,0.50073
1.2497,0.50031
1.25,0.49996
1.2504,0.50028
1.2507,0.50094
1.251,0.50147
1.2513,0.50134
1.2516,0.50063
1.2519,0.50023
1.2522,0.50036
1.2525,0.50061
1.2528,0.50114
1.2531,0.50179
1.2534,0.50207
1.2537,0.50227
1.254,0.50261
1.2543,0.50271
1.2546,0.5026
1.2549,0.50247
1.2552,0.50232
1.2555,0.50239
1.2558,0.50256
1.2561,0.50253
1.2564,0.50254
1.2567,0.50265
1.257,0.5026
1.2573,0.50263
1.2576,0.50306
1.2579,0.50367
1.2582,0.50403
1.2585,0.50392
1.2588,0.50381
1.2592,0.50412
1.2595,0.50436
1.2598,0.50428
1.2601,0.50426
1.2604,0.50423
1.2607,0.50423
1.261,0.50464
1.2613,0.50509
1.2616,0.50504
1.2619,0.50466
1.2622,0.50434
1.2625,0.50469
1.2628,0.50579
1.2631,0.50661
1.2635,0.5068
1.2638,0.50702
1.2641,0.50702
1.2644,0.50652
1.2647,0.5062
1.265,0.50633
1.2653,0.50648
1.2656,0.50648
1.2659,0.50654
1.2662,0.50688
1.2665,0.5074
1.2668,0.50777
1.2672,0.50808
1.2675,0.50838
1.2678,0.50841
1.2681,0.50834
1.2684,0.50832
1.2687,0.50805
1.269,0.50778
1.2693,0.5081
1.2696,0.50863
1.2699,0.50887
1.2703,0.5091
1.2706,0.50968
1.2709,0.51039
1.2712,0.51057
1.2715,0.51007
1.2718,0.50952
1.2721,0.50939
1.2724,0.50956
1.2728,0.5098
1.2731,0.51006
1.2734,0.51037
1.2737,0.51066
1.274,0.51074
1.2743,0.51078
1.2746,0.51114
1.2749,0.51152
1.2753,0.51155
1.2756,0.51145
1.2759,0.51157
1.2762,0.51201
1.2765,0.51263
1.2768,0.51303
1.2771,0.51305
1.2775,0.51294
1.2778,0.51284
1.2781,0.51275
1.2784,0.51279
1.2787,0.51303
1.279,0.51341
1.2793,0.51383
1.2797,0.5142
1.28,0.51429
1.2803,0.51385
1.2806,0.51327
1.2809,0.51319
1.2812,0.51348
1.2816,0.51379
1.2819,0.51409
1.2822,0.51417
1.2825,0.51403
1.2828,0.51427
1.2831,0.51485
1.2835,0.51532
1.2838,0.51573
1.2841,0.51596
1.2844,0.51564
1.2847,0.51522
1.2851,0.51529
1.2854,0.51572
1.2857,0.51606
1.286,0.51596
1.2863,0.51568
1.2867,0.51582
1.287,0.51626
1.2873,0.51649
1.2876,0.5165
1.2879,0.51647
1.2882,0.51658
1.2886,0.51701
1.2889,0.51752
1.2892,0.51784
1.2895,0.51798
1.2899,0.51787
1.2902,0.51782
1.2905,0.51823
1.2908,0.5188
1.2911,0.51911
1.2915,0.51935
1.2918,0.51962
1.2921,0.51984
1.2924,0.51996
1.2927,0.51987
1.2931,0.51967
1.2934,0.51967
1.2937,0.5198
1.294,0.52002
1.2944,0.52053
1.2947,0.521
1.295,0.52102
1.2953,0.52088
1.2957,0.52097
1.296,0.52123
1.2963,0.52157
1.2966,0.5217
1.2969,0.52161
1.2973,0.52183
1.2976,0.52249
1.2979,0.52314
1.2982,0.52364
1.2986,0.52389
1.2989,0.52358
1.2992,0.52314
1.2996,0.52323
1.2999,0.52349
1.3002,0.52365
1.3005,0.52414
1.3009,0.52476
1.3012,0.52494
1.3015,0.52485
1.3018,0.52464
1.3022,0.52437
1.3025,0.52454
1.3028,0.52498
1.3031,0.52501
1.3035,0.52497
1.3038,0.52538
1.3041,0.52589
1.3045,0.5262
1.3048,0.52629
1.3051,0.52609
1.3054,0.52609
1.3058,0.52654
1.3061,0.52685
1.3064,0.52673
1.3068,0.52675
1.3071,0.52724
1.3074,0.52789
1.3077,0.52812
1.3081,0.52798
1.3084,0.52823
1.3087,0.52894
1.3091,0.52933
1.3094,0.52935
1.3097,0.52953
1.3101,0.52987
1.3104,0.53013
1.3107,0.53032
1.3111,0.53052
1.3114,0.53065
1.3117,0.53056
1.312,0.5303
1.3124,0.53026
1.3127,0.53053
1.313,0.53081
1.3134,0.53103
1.3137,0.53135
1.314,0.53162
1.3144,0.5317
1.3147,0.53172
1.315,0.53209
1.3154,0.53283
1.3157,0.53323
1.316,0.53298
1.3164,0.53271
1.3167,0.53277
1.317,0.53278
1.3174,0.53275
1.3177,0.53287
1.318,0.5329
1.3184,0.53304
1.3187,0.53389
1.3191,0.53509
1.3194,0.53556
1.3197,0.53537
1.3201,0.53552
1.3204,0.53629
1.3207,0.53697
1.3211,0.53713
1.3214,0.5371
1.3217,0.5373
1.3221,0.53767
1.3224,0.53793
1.3228,0.53815
1.3231,0.53839
1.3234,0.53848
1.3238,0.53843
1.3241,0.53847
1.3244,0.53859
1.3248,0.53871
1.3251,0.53883
1.3255,0.53896
1.3258,0.53911
1.3261,0.53955
1.3265,0.54043
1.3268,0.54128
1.3272,0.54134
1.3275,0.54078
1.3278,0.5407
1.3282,0.5413
1.3285,0.54156
1.3289,0.54138
1.3292,0.54163
1.3295,0.54222
1.3299,0.54231
1.3302,0.54193
1.3306,0.54186
1.3309,0.54235
1.3312,0.5429
1.3316,0.54313
1.3319,0.54327
1.3323,0.54359
1.3326,0.54387
1.333,0.54399
1.3333,0.54413
1.3336,0.54432
1.334,0.54438
1.3343,0.54444
1.3347,0.54468
1.335,0.5451
1.3354,0.54545
1.3357,0.5455
1.336,0.5456
1.3364,0.54614
1.3367,0.54657
1.3371,0.54626
1.3374,0.54596
1.3378,0.54646
1.3381,0.54723
1.3385,0.54753
1.3388,0.54762
1.3392,0.54778
1.3395,0.54787
1.3398,0.54796
1.3402,0.54827
1.3405,0.54881
1.3409,0.54952
1.3412,0.55009
1.3416,0.55009
1.3419,0.54971
1.3423,0.54972
1.3426,0.55027
1.343,0.55092
1.3433,0.55132
1.3437,0.55144
1.344,0.55141
1.3444,0.55159
1.3447,0.55192
1.3451,0.55199
1.3454,0.55185
1.3458,0.55195
1.3461,0.55226
1.3465,0.55256
1.3468,0.55305
1.3472,0.55363
1.3475,0.55387
1.3479,0.55385
1.3482,0.554
1.3486,0.5542
1.3489,0.55422
1.3493,0.55431
1.3496,0.55467
1.35,0.55518
1.3503,0.55564
1.3507,0.55595
1.351,0.55615
1.3514,0.55641
1.3517,0.55669
1.3521,0.55687
1.3524,0.55718
1.3528,0.55786
1.3531,0.55848
1.3535,0.55844
1.3538,0.55801
1.3542,0.55801
1.3545,0.55853
1.3549,0.55915
1.3553,0.55973
1.3556,0.56026
1.356,0.56055
1.3563,0.56058
1.3567,0.56066
1.357,0.56076
1.3574,0.56086
1.3577,0.56121
1.3581,0.56183
1.3585,0.56235
1.3588,0.56269
1.3592,0.56309
1.3595,0.56339
1.3599,0.56347
1.3602,0.56359
1.3606,0.56391
1.3609,0.56428
1.3613,0.56475
1.3617,0.56549
1.362,0.56631
1.3624,0.56676
1.3627,0.56655
1.3631,0.56608
1.3635,0.56593
1.3638,0.56629
1.3642,0.56689
1.3645,0.56739
1.3649,0.5676
1.3652,0.56782
1.3656,0.56821
1.366,0.56844
1.3663,0.56837
1.3667,0.56826
1.367,0.56819
1.3674,0.5683
1.3678,0.56882
1.3681,0.56943
1.3685,0.56971
1.3689,0.5699
1.3692,0.57038
1.3696,0.57109
1.3699,0.57167
1.3703,0.57202
1.3707,0.57251
1.371,0.57298
1.3714,0.57295
1.3717,0.57275
1.3721,0.57294
1.3725,0.57316
1.3728,0.57324
1.3732,0.57366
1.3736,0.57433
1.3739,0.57482
1.3743,0.5752
1.3747,0.5755
1.375,0.57566
1.3754,0.57591
1.3758,0.57649
1.3761,0.57732
1.3765,0.57806
1.3768,0.57832
1.3772,0.57808
1.3776,0.57771
1.3779,0.5775
1.3783,0.57753
1.3787,0.57771
1.379,0.57776
1.3794,0.57774
1.3798,0.57818
1.3801,0.57921
1.3805,0.58005
1.3809,0.58023
1.3812,0.58018
1.3816,0.58045
1.382,0.58112
1.3824,0.58196
1.3827,0.58255
1.3831,0.5827
1.3835,0.58266
1.3838,0.58267
1.3842,0.58277
1.3846,0.58313
1.3849,0.5837
1.3853,0.58404
1.3857,0.584
1.386,0.58393
1.3864,0.58419
1.3868,0.58468
1.3872,0.58523
1.3875,0.58579
1.3879,0.58633
1.3883,0.58655
1.3886,0.5864
1.389,0.58634
1.3894,0.5866
1.3898,0.58704
1.3901,0.58742
1.3905,0.58759
1.3909,0.58754
1.3913,0.58753
1.3916,0.58791
1.392,0.58882
1.3924,0.58985
1.3927,0.59032
1.3931,0.59035
1.3935,0.59034
1.3939,0.59011
1.3942,0.58991
1.3946,0.59053
1.395,0.59165
1.3954,0.5922
1.3957,0.59229
1.3961,0.59256
1.3965,0.59297
1.3969,0.59324
1.3973,0.59344
1.3976,0.59359
1.398,0.59363
1.3984,0.5939
1.3988,0.59472
1.3991,0.59573
1.3995,0.5964
1.3999,0.59681
1.4003,0.59725
1.4006,0.59753
1.401,0.5976
1.4014,0.59774
1.4018,0.59808
1.4022,0.59839
1.4025,0.59865
1.4029,0.59908
1.4033,0.59953
1.4037,0.5996
1.4041,0.59956
1.4044,0.6001
1.4048,0.60102
1.4052,0.60156
1.4056,0.60163
1.406,0.60169
1.4063,0.60193
1.4067,0.60225
1.4071,0.60262
1.4075,0.60296
1.4079,0.60326
1.4083,0.60366
1.4086,0.60409
1.409,0.60442
1.4094,0.60473
1.4098,0.60518
1.4102,0.60576
1.4106,0.60625
1.4109,0.60643
1.4113,0.60649
1.4117,0.60678
1.4121,0.60714
1.4125,0.60718
1.4129,0.60714
1.4132,0.6073
1.4136,0.60757
1.414,0.60789
1.4144,0.60826
1.4148,0.60864
1.4152,0.60926
1.4156,0.61003
1.4159,0.61031
1.4163,0.61038
1.4167,0.61086
1.4171,0.61135
1.4175,0.61155
1.4179,0.61193
1.4183,0.61244
1.4187,0.61277
1.419,0.61313
1.4194,0.61348
