KC_OL_arm_1,
W,R
1.4198,0.6136
1.4202,0.61356
1.4206,0.61354
1.421,0.6139
1.4214,0.61477
1.4218,0.61539
1.4222,0.61543
1.4226,0.61566
1.4229,0.61619
1.4233,0.61659
1.4237,0.61711
1.4241,0.61776
1.4245,0.618
1.4249,0.61803
1.4253,0.61826
1.4257,0.6186
1.4261,0.61902
1.4265,0.61951
1.4269,0.61995
1.4273,0.62055
1.4276,0.62131
1.428,0.6216
1.4284,0.62139
1.4288,0.62124
1.4292,0.62141
1.4296,0.62174
1.43,0.62222
1.4304,0.62294
1.4308,0.62374
1.4312,0.62422
1.4316,0.62447
1.432,0.62493
1.4324,0.62539
1.4328,0.62557
1.4332,0.62586
1.4336,0.62638
1.434,0.62666
1.4344,0.62676
1.4348,0.62698
1.4352,0.6272
1.4356,0.62748
1.4359,0.62788
1.4363,0.62821
1.4367,0.62862
1.4371,0.62929
1.4375,0.62988
1.4379,0.63033
1.4383,0.63076
1.4387,0.63095
1.4391,0.63099
1.4395,0.63152
1.4399,0.63244
1.4403,0.63301
1.4407,0.63303
1.4411,0.63299
1.4415,0.63329
1.4419,0.63382
1.4423,0.63426
1.4427,0.63466
1.4431,0.63524
1.4435,0.63587
1.4439,0.63624
1.4443,0.63646
1.4447,0.63682
1.4452,0.63744
1.4456,0.63826
1.446,0.63904
1.4464,0.63944
1.4468,0.63944
1.4472,0.63938
1.4476,0.63941
1.448,0.63955
1.4484,0.63981
1.4488,0.64001
1.4492,0.64002
1.4496,0.64016
1.45,0.64066
1.4504,0.64122
1.4508,0.64153
1.4512,0.64157
1.4516,0.64153
1.452,0.64173
1.4524,0.64229
1.4528,0.64323
1.4533,0.64424
1.4537,0.64485
1.4541,0.64508
1.4545,0.64551
1.4549,0.64608
1.4553,0.6463
1.4557,0.64636
1.4561,0.64676
1.4565,0.64734
1.4569,0.64763
1.4573,0.64751
1.4577,0.6475
1.4582,0.64796
1.4586,0.64848
1.459,0.64866
1.4594,0.649
1.4598,0.64987
1.4602,0.65069
1.4606,0.65088
1.461,0.65065
1.4614,0.65076
1.4619,0.65166
1.4623,0.65286
1.4627,0.65361
1.4631,0.65385
1.4635,0.65389
1.4639,0.65387
1.4643,0.65381
1.4647,0.65379
1.4652,0.65385
1.4656,0.65404
1.466,0.65446
1.4664,0.65505
1.4668,0.65551
1.4672,0.65575
1.4676,0.65603
1.4681,0.6564
1.4685,0.6567
1.4689,0.65717
1.4693,0.65793
1.4697,0.6585
1.4701,0.65876
1.4706,0.65917
1.471,0.65976
1.4714,0.66022
1.4718,0.66057
1.4722,0.66082
1.4726,0.66076
1.4731,0.6607
1.4735,0.66112
1.4739,0.66183
1.4743,0.66242
1.4747,0.66292
1.4752,0.66329
1.4756,0.66341
1.476,0.6635
1.4764,0.66381
1.4768,0.66428
1.4773,0.66492
1.4777,0.66558
1.4781,0.66584
1.4785,0.6657
1.479,0.66572
1.4794,0.66616
1.4798,0.66675
1.4802,0.66735
1.4806,0.6682
1.4811,0.66903
1.4815,0.66912
1.4819,0.66869
1.4823,0.6687
1.4828,0.66919
1.4832,0.66959
1.4836,0.66975
1.484,0.6698
1.4845,0.67008
1.4849,0.67089
1.4853,0.67176
1.4857,0.67218
1.4862,0.67241
1.4866,0.67275
1.487,0.67321
1.4874,0.67383
1.4879,0.67443
1.4883,0.67481
1.4887,0.67518
1.4891,0.67562
1.4896,0.67607
1.49,0.67657
1.4904,0.67685
1.4909,0.67671
1.4913,0.67657
1.4917,0.67681
1.4921,0.67725
1.4926,0.67754
1.493,0.67757
1.4934,0.67772
1.4939,0.67842
1.4943,0.67927
1.4947,0.67971
1.4952,0.68006
1.4956,0.68073
1.496,0.68148
1.4965,0.68198
1.4969,0.68221
1.4973,0.68228
1.4977,0.68239
1.4982,0.68273
1.4986,0.68329
1.499,0.68384
1.4995,0.6841
1.4999,0.68426
1.5003,0.68461
1.5008,0.68491
1.5012,0.68497
1.5017,0.68521
1.5021,0.68576
1.5025,0.68601
1.503,0.68588
1.5034,0.68604
1.5038,0.68666
1.5043,0.68721
1.5047,0.68738
1.5051,0.68754
1.5056,0.688
1.506,0.68839
1.5065,0.68835
1.5069,0.68837
1.5073,0.68892
1.5078,0.6897
1.5082,0.69031
1.5086,0.69071
1.5091,0.6911
1.5095,0.69175
1.51,0.69251
1.5104,0.69285
1.5108,0.69285
1.5113,0.69303
1.5117,0.69347
1.5122,0.694
1.5126,0.69441
1.513,0.69455
1.5135,0.69458
1.5139,0.69483
1.5144,0.69543
1.5148,0.69635
1.5153,0.69726
1.5157,0.69778
1.5161,0.69807
1.5166,0.69845
1.517,0.69892
1.5175,0.69921
1.5179,0.69923
1.5184,0.69924
1.5188,0.69955
1.5193,0.7001
1.5197,0.70071
1.5201,0.70142
1.5206,0.70187
1.521,0.70176
1.5215,0.70157
1.5219,0.7018
1.5224,0.70234
1.5228,0.70292
1.5233,0.70336
1.5237,0.7036
1.5242,0.70376
1.5246,0.70375
1.5251,0.70356
1.5255,0.70371
1.526,0.70431
1.5264,0.70474
1.5269,0.70484
1.5273,0.70507
1.5278,0.70549
1.5282,0.70597
1.5287,0.70652
1.5291,0.70709
1.5296,0.70746
1.53,0.70772
1.5305,0.70817
1.5309,0.70872
1.5314,0.7091
1.5318,0.70943
1.5323,0.70979
1.5327,0.70994
1.5332,0.71003
1.5336,0.71034
1.5341,0.71071
1.5345,0.71113
1.535,0.71193
1.5354,0.71294
1.5359,0.71367
1.5364,0.71402
1.5368,0.71429
1.5373,0.71472
1.5377,0.71516
1.5382,0.71541
1.5386,0.71557
1.5391,0.71571
1.5396,0.71584
1.54,0.71615
1.5405,0.71668
1.5409,0.71713
1.5414,0.71735
1.5418,0.7176
1.5423,0.7181
1.5428,0.71874
1.5432,0.71924
1.5437,0.71947
1.5441,0.71963
1.5446,0.71971
1.5451,0.71968
1.5455,0.72001
1.546,0.72078
1.5464,0.72122
1.5469,0.7211
1.5474,0.72115
1.5478,0.7216
1.5483,0.72207
1.5487,0.72243
1.5492,0.72271
1.5497,0.72276
1.5501,0.72267
1.5506,0.72275
1.5511,0.72311
1.5515,0.72352
1.552,0.72386
1.5525,0.72422
1.5529,0.72472
1.5534,0.72529
1.5539,0.72568
1.5543,0.72593
1.5548,0.72641
1.5553,0.72706
1.5557,0.72741
1.5562,0.72755
1.5567,0.7278
1.5571,0.72814
1.5576,0.72839
1.5581,0.7286
1.5585,0.72886
1.559,0.72926
1.5595,0.7298
1.5599,0.73018
1.5604,0.73043
1.5609,0.7309
1.5613,0.73148
1.5618,0.73188
1.5623,0.73219
1.5627,0.73253
1.5632,0.7327
1.5637,0.73259
1.5642,0.73249
1.5646,0.73272
1.5651,0.73314
1.5656,0.73342
1.5661,0.7336
1.5665,0.73386
1.567,0.73413
1.5675,0.73426
1.5679,0.7343
1.5684,0.73435
1.5689,0.73444
1.5694,0.73461
1.5698,0.73492
1.5703,0.73525
1.5708,0.7356
1.5713,0.73622
1.5718,0.73699
1.5722,0.73754
1.5727,0.73775
1.5732,0.73761
1.5737,0.73734
1.5741,0.73746
1.5746,0.738
1.5751,0.73821
1.5756,0.7381
1.576,0.73829
1.5765,0.7387
1.577,0.73897
1.5775,0.73923
1.578,0.7398
1.5784,0.74054
1.5789,0.74104
1.5794,0.7412
1.5799,0.74131
1.5804,0.74164
1.5809,0.74205
1.5813,0.74225
1.5818,0.74236
1.5823,0.74276
1.5828,0.74336
1.5833,0.74364
1.5838,0.74386
1.5842,0.74452
1.5847,0.74506
1.5852,0.74494
1.5857,0.74484
1.5862,0.74527
1.5867,0.74577
1.5871,0.74607
1.5876,0.74644
1.5881,0.74681
1.5886,0.74688
1.5891,0.74673
1.5896,0.74672
1.5901,0.74687
1.5906,0.74691
1.591,0.74695
1.5915,0.74739
1.592,0.74815
1.5925,0.74892
1.593,0.74945
1.5935,0.74958
1.594,0.74948
1.5945,0.7495
1.595,0.74961
1.5954,0.74974
1.5959,0.75002
1.5964,0.75044
1.5969,0.75088
1.5974,0.75128
1.5979,0.75154
1.5984,0.75147
1.5989,0.75115
1.5994,0.75136
1.5999,0.75247
1.6004,0.75357
1.6009,0.7538
1.6014,0.75363
1.6019,0.75368
1.6024,0.75398
1.6028,0.75446
1.6033,0.75483
1.6038,0.75488
1.6043,0.75491
1.6048,0.75513
1.6053,0.75527
1.6058,0.75536
1.6063,0.75557
1.6068,0.75583
1.6073,0.75619
1.6078,0.75661
1.6083,0.75687
1.6088,0.75706
1.6093,0.75725
1.6098,0.75733
1.6103,0.75742
1.6108,0.75749
1.6113,0.75734
1.6118,0.7573
1.6123,0.75769
1.6128,0.75819
1.6133,0.75844
1.6138,0.75843
1.6143,0.75834
1.6148,0.75827
1.6153,0.75837
1.6158,0.75866
1.6163,0.75891
1.6168,0.75912
1.6173,0.75962
1.6178,0.76041
1.6184,0.76094
1.6189,0.76104
1.6194,0.76105
1.6199,0.7612
1.6204,0.76158
1.6209,0.76218
1.6214,0.76268
1.6219,0.76292
1.6224,0.76306
1.6229,0.76308
1.6234,0.76291
1.6239,0.7627
1.6244,0.76253
1.6249,0.7625
1.6255,0.76283
1.626,0.76336
1.6265,0.76369
1.627,0.76383
1.6275,0.76399
1.628,0.76413
1.6285,0.76422
1.629,0.76439
1.6295,0.76464
1.6301,0.76487
1.6306,0.76509
1.6311,0.76531
1.6316,0.7654
1.6321,0.7656
1.6326,0.76613
1.6331,0.76663
1.6337,0.76667
1.6342,0.7665
1.6347,0.76657
1.6352,0.76678
1.6357,0.76694
1.6362,0.76705
1.6367,0.76714
1.6373,0.76732
1.6378,0.76758
1.6383,0.76763
1.6388,0.76739
1.6393,0.76734
1.6398,0.76769
1.6404,0.76807
1.6409,0.76825
1.6414,0.76838
1.6419,0.7686
1.6424,0.76891
1.643,0.76924
1.6435,0.7697
1.644,0.7704
1.6445,0.771
1.6451,0.77105
1.6456,0.77066
1.6461,0.77037
1.6466,0.77045
1.6471,0.77085
1.6477,0.77129
1.6482,0.77153
1.6487,0.7716
1.6492,0.77165
1.6498,0.77175
1.6503,0.77186
1.6508,0.77184
1.6513,0.77161
1.6519,0.77149
1.6524,0.77187
1.6529,0.77249
1.6534,0.77279
1.654,0.77272
1.6545,0.7727
1.655,0.77293
1.6556,0.77317
1.6561,0.77341
1.6566,0.77363
1.6571,0.77367
1.6577,0.77373
1.6582,0.77406
1.6587,0.77443
1.6593,0.77455
1.6598,0.77444
1.6603,0.77447
1.6609,0.77497
1.6614,0.77543
1.6619,0.77529
1.6625,0.77508
1.663,0.77542
1.6635,0.77591
1.6641,0.77613
1.6646,0.77618
1.6651,0.77614
1.6657,0.77622
1.6662,0.77659
1.6667,0.77687
1.6673,0.77683
1.6678,0.77689
1.6683,0.77714
1.6689,0.77746
1.6694,0.77803
1.67,0.77863
1.6705,0.77859
1.671,0.77782
1.6716,0.77716
1.6721,0.77724
1.6726,0.77766
1.6732,0.77787
1.6737,0.77814
1.6743,0.77866
1.6748,0.77902
1.6753,0.77912
1.6759,0.77935
1.6764,0.77969
1.677,0.77968
1.6775,0.77936
1.6781,0.7793
1.6786,0.77963
1.6791,0.78001
1.6797,0.78019
1.6802,0.7801
1.6808,0.77996
1.6813,0.78025
1.6819,0.78084
1.6824,0.78109
1.683,0.78094
1.6835,0.78085
1.6841,0.78099
1.6846,0.78131
1.6851,0.78168
1.6857,0.78195
1.6862,0.78207
1.6868,0.78209
1.6873,0.78202
1.6879,0.78207
1.6884,0.78237
1.689,0.78271
1.6895,0.7828
1.6901,0.78273
1.6906,0.7827
1.6912,0.7827
1.6917,0.78277
1.6923,0.78297
1.6929,0.78315
1.6934,0.78323
1.694,0.78335
1.6945,0.78346
1.6951,0.78332
1.6956,0.78324
1.6962,0.78355
1.6967,0.7839
1.6973,0.78405
1.6978,0.78435
1.6984,0.78468
1.699,0.78464
1.6995,0.78461
1.7001,0.78498
1.7006,0.78515
1.7012,0.78484
1.7017,0.78477
1.7023,0.78523
1.7029,0.78553
1.7034,0.78538
1.704,0.7852
1.7045,0.78526
1.7051,0.78556
1.7057,0.78585
1.7062,0.78589
1.7068,0.78588
1.7073,0.786
1.7079,0.78604
1.7085,0.78582
1.709,0.78551
1.7096,0.78544
1.7102,0.78578
1.7107,0.78619
1.7113,0.78627
1.7119,0.78617
1.7124,0.78618
1.713,0.78618
1.7135,0.78612
1.7141,0.78615
1.7147,0.78617
1.7153,0.7861
1.7158,0.78627
1.7164,0.78664
1.717,0.78682
1.7175,0.78684
1.7181,0.7869
1.7187,0.78711
1.7192,0.78745
1.7198,0.7878
1.7204,0.78809
1.7209,0.78818
1.7215,0.78788
1.7221,0.78748
1.7227,0.78742
1.7232,0.7875
1.7238,0.78745
1.7244,0.78753
1.725,0.78782
1.7255,0.78806
1.7261,0.78836
1.7267,0.78877
1.7272,0.78889
1.7278,0.78886
1.7284,0.78898
1.729,0.78905
1.7296,0.78896
1.7301,0.78903
1.7307,0.78916
1.7313,0.78917
1.7319,0.78918
1.7324,0.78924
1.733,0.78932
1.7336,0.78943
1.7342,0.78948
1.7348,0.78953
1.7353,0.78984
1.7359,0.7903
1.7365,0.79071
1.7371,0.79107
1.7377,0.79138
1.7383,0.79148
1.7388,0.79134
1.7394,0.79107
1.74,0.79083
1.7406,0.79072
1.7412,0.79072
1.7418,0.79092
1.7423,0.79121
1.7429,0.79135
1.7435,0.79142
1.7441,0.79174
1.7447,0.79214
1.7453,0.79219
1.7459,0.79204
1.7464,0.79197
1.747,0.79178
1.7476,0.79166
1.7482,0.79191
1.7488,0.79214
1.7494,0.79216
1.75,0.79232
1.7506,0.79259
1.7512,0.79247
1.7518,0.79221
1.7524,0.79234
1.7529,0.79262
1.7535,0.79275
1.7541,0.79306
1.7547,0.79369
1.7553,0.79423
1.7559,0.79439
1.7565,0.79434
1.7571,0.79424
1.7577,0.79411
1.7583,0.79405
1.7589,0.79415
1.7595,0.79437
1.7601,0.7945
1.7607,0.7944
1.7613,0.79422
1.7619,0.79422
1.7625,0.79438
1.7631,0.79471
1.7637,0.79523
1.7643,0.79559
1.7649,0.79552
1.7655,0.7952
1.7661,0.79493
1.7667,0.79489
1.7673,0.79508
1.7679,0.7954
1.7685,0.79564
1.7691,0.79573
1.7697,0.79585
1.7703,0.79606
1.7709,0.79631
1.7715,0.79647
1.7721,0.79635
1.7727,0.79621
1.7733,0.79638
1.7739,0.79652
1.7745,0.79643
1.7751,0.79645
1.7758,0.79665
1.7764,0.79683
1.777,0.7971
1.7776,0.79751
1.7782,0.79801
1.7788,0.7984
1.7794,0.79842
1.78,0.79836
1.7806,0.79846
1.7812,0.79849
1.7819,0.79821
1.7825,0.79799
1.7831,0.79817
1.7837,0.79846
1.7843,0.79856
1.7849,0.79847
1.7855,0.79848
1.7862,0.79869
1.7868,0.79879
1.7874,0.79854
1.788,0.7983
1.7886,0.79828
1.7892,0.79823
1.7899,0.79815
1.7905,0.79826
1.7911,0.79847
1.7917,0.79872
1.7923,0.79908
1.7929,0.79953
1.7936,0.79982
1.7942,0.79981
1.7948,0.79969
1.7954,0.79947
1.7961,0.79917
1.7967,0.79911
1.7973,0.79929
1.7979,0.79959
1.7985,0.79994
1.7992,0.80014
1.7998,0.79988
1.8004,0.79937
1.801,0.79915
1.8017,0.79935
1.8023,0.79967
1.8029,0.7999
1.8036,0.79995
1.8042,0.79984
1.8048,0.79971
1.8054,0.79964
1.8061,0.7997
1.8067,0.79989
1.8073,0.79991
1.808,0.79969
1.8086,0.79967
1.8092,0.80015
1.8098,0.80066
1.8105,0.80064
1.8111,0.80044
1.8117,0.80038
1.8124,0.8003
1.813,0.80006
1.8136,0.7998
1.8143,0.79985
1.8149,0.8004
1.8155,0.80091
1.8162,0.8008
1.8168,0.80043
1.8175,0.80025
1.8181,0.80026
1.8187,0.80034
1.8194,0.80059
1.82,0.80096
1.8206,0.80105
1.8213,0.80104
1.8219,0.80136
1.8226,0.8019
1.8232,0.80197
1.8238,0.80146
1.8245,0.80091
1.8251,0.80092
1.8258,0.80144
1.8264,0.80174
1.8271,0.80147
1.8277,0.80121
1.8284,0.80128
1.829,0.8013
1.8296,0.80137
1.8303,0.80174
1.8309,0.80185
1.8316,0.80145
1.8322,0.80101
1.8329,0.80065
1.8335,0.80036
1.8342,0.80051
1.8348,0.80107
1.8355,0.80172
1.8361,0.80238
1.8368,0.80281
1.8374,0.80262
1.8381,0.80194
1.8387,0.80156
1.8394,0.80183
1.84,0.80219
1.8407,0.80222
1.8413,0.80239
1.842,0.80259
1.8426,0.80212
1.8433,0.80134
1.844,0.80095
1.8446,0.80083
1.8453,0.80081
1.8459,0.80131
1.8466,0.80222
1.8472,0.80292
1.8479,0.80297
1.8486,0.80234
1.8492,0.80155
1.8499,0.80121
1.8505,0.80115
1.8512,0.80104
1.8519,0.80113
1.8525,0.80179
1.8532,0.80255
1.8538,0.80268
1.8545,0.80213
1.8552,0.80162
1.8558,0.80169
1.8565,0.80225
1.8572,0.80253
1.8578,0.80229
1.8585,0.80209
1.8592,0.80234
1.8598,0.80268
1.8605,0.80272
1.8612,0.8025
1.8618,0.80222
1.8625,0.80197
1.8632,0.80182
1.8638,0.8019
1.8645,0.80228
1.8652,0.80246
1.8659,0.80231
1.8665,0.80245
1.8672,0.80307
1.8679,0.80339
1.8685,0.80296
1.8692,0.80262
1.8699,0.80314
1.8706,0.80398
1.8712,0.80424
1.8719,0.80396
1.8726,0.80399
1.8733,0.80403
1.8739,0.80353
1.8746,0.80297
1.8753,0.80303
1.876,0.80353
1.8767,0.80401
1.8773,0.80414
1.878,0.80377
1.8787,0.8034
1.8794,0.80346
1.8801,0.80361
1.8807,0.80356
1.8814,0.80341
1.8821,0.80338
1.8828,0.80372
1.8835,0.80422
1.8842,0.80441
1.8848,0.80421
1.8855,0.80399
1.8862,0.80386
1.8869,0.80359
1.8876,0.80313
1.8883,0.80278
1.889,0.8027
1.8897,0.80265
1.8903,0.80256
1.891,0.80265
1.8917,0.80289
1.8924,0.80298
1.8931,0.80297
1.8938,0.80298
1.8945,0.8028
1.8952,0.80236
1.8959,0.80206
1.8966,0.80212
1.8973,0.80222
1.898,0.80246
1.8986,0.803
1.8993,0.80332
1.9,0.80299
1.9007,0.80229
1.9014,0.80191
1.9021,0.80217
1.9028,0.80248
1.9035,0.8024
1.9042,0.80256
1.9049,0.80325
1.9056,0.80369
1.9063,0.80356
1.907,0.8031
1.9077,0.80262
1.9084,0.80234
1.9091,0.80241
1.9098,0.80251
1.9105,0.80272
1.9112,0.80318
1.9119,0.80331
1.9127,0.80311
1.9134,0.80313
1.9141,0.80307
1.9148,0.80292
1.9155,0.8031
1.9162,0.80344
1.9169,0.80344
1.9176,0.80346
1.9183,0.80353
1.919,0.80366
1.9197,0.80414
1.9204,0.80452
1.9212,0.8043
1.9219,0.80391
1.9226,0.80384
1.9233,0.80414
1.924,0.80433
1.9247,0.80422
1.9254,0.80411
1.9262,0.80426
1.9269,0.80445
1.9276,0.80456
1.9283,0.80469
1.929,0.80466
1.9297,0.80437
1.9305,0.80399
1.9312,0.80377
1.9319,0.80385
1.9326,0.80414
1.9333,0.80443
1.9341,0.80451
1.9348,0.80453
1.9355,0.80458
1.9362,0.80474
1.9369,0.80491
1.9377,0.80496
1.9384,0.80492
1.9391,0.80491
1.9398,0.80489
1.9406,0.80479
1.9413,0.80484
1.942,0.80496
1.9428,0.80485
1.9435,0.80482
1.9442,0.8049
1.9449,0.80493
1.9457,0.80488
1.9464,0.80482
1.9471,0.80471
1.9479,0.80441
1.9486,0.80415
1.9493,0.80413
1.9501,0.80435
1.9508,0.80457
1.9515,0.80468
1.9523,0.80456
1.953,0.80431
1.9537,0.80423
1.9545,0.80445
1.9552,0.80482
1.9559,0.80503
1.9567,0.80495
1.9574,0.80492
1.9582,0.80506
1.9589,0.80509
1.9596,0.80504
1.9604,0.80504
1.9611,0.80519
1.9619,0.80534
1.9626,0.80513
1.9633,0.80471
1.9641,0.80447
1.9648,0.80458
1.9656,0.8049
1.9663,0.80512
1.9671,0.80502
1.9678,0.80474
1.9686,0.80457
1.9693,0.80471
1.9701,0.80491
1.9708,0.80496
1.9716,0.80501
1.9723,0.80515
1.9731,0.80528
1.9738,0.80536
1.9746,0.80536
1.9753,0.80544
1.9761,0.80563
1.9768,0.80587
1.9776,0.80592
1.9783,0.80571
1.9791,0.80554
1.9798,0.80585
1.9806,0.80647
1.9814,0.80677
1.9821,0.80665
1.9829,0.8065
1.9836,0.80637
1.9844,0.8062
1.9851,0.80605
1.9859,0.8061
1.9867,0.80638
1.9874,0.80664
1.9882,0.80667
1.989,0.80645
1.9897,0.80618
1.9905,0.80603
1.9912,0.80601
1.992,0.80606
1.9928,0.80617
1.9935,0.80639
1.9943,0.8065
1.9951,0.80638
1.9958,0.80611
1.9966,0.80602
1.9974,0.80604
1.9982,0.80595
1.9989,0.80579
1.9997,0.80581
2.0005,0.80613
2.0012,0.80638
2.002,0.80645
2.0028,0.80645
2.0036,0.80642
2.0043,0.80629
2.0051,0.80632
2.0059,0.80651
2.0067,0.80651
2.0074,0.80631
2.0082,0.8062
2.009,0.80633
2.0098,0.80653
2.0105,0.80677
2.0113,0.80694
2.0121,0.80687
2.0129,0.80656
2.0137,0.80621
2.0145,0.806
2.0152,0.80596
2.016,0.80602
2.0168,0.80605
2.0176,0.80599
2.0184,0.80595
2.0192,0.80602
2.0199,0.80627
2.0207,0.80664
2.0215,0.80671
2.0223,0.80635
2.0231,0.80609
2.0239,0.80625
2.0247,0.80656
2.0255,0.80654
2.0263,0.80653
2.0271,0.80689
2.0278,0.80723
2.0286,0.80718
2.0294,0.80714
2.0302,0.80726
2.031,0.80716
2.0318,0.80679
2.0326,0.8068
2.0334,0.80721
2.0342,0.80761
2.035,0.80776
2.0358,0.80773
2.0366,0.80748
2.0374,0.80732
2.0382,0.80757
2.039,0.80806
2.0398,0.80842
2.0406,0.80843
2.0414,0.80808
2.0422,0.80755
2.043,0.80723
2.0438,0.80729
2.0446,0.80751
2.0454,0.80774
2.0463,0.80799
2.0471,0.80812
2.0479,0.80814
2.0487,0.80802
2.0495,0.80796
2.0503,0.80797
2.0511,0.80789
2.0519,0.80766
2.0527,0.80758
2.0535,0.80781
2.0544,0.80811
2.0552,0.80806
2.056,0.80781
2.0568,0.80775
2.0576,0.80798
2.0584,0.80801
2.0593,0.80783
2.0601,0.80774
2.0609,0.80772
2.0617,0.80755
2.0625,0.80759
2.0634,0.80784
2.0642,0.80802
2.065,0.80811
2.0658,0.80806
2.0666,0.80812
2.0675,0.80832
2.0683,0.80857
2.0691,0.80863
2.0699,0.8084
2.0708,0.80816
2.0716,0.80793
2.0724,0.80784
2.0733,0.80795
2.0741,0.8082
2.0749,0.80842
2.0757,0.80839
2.0766,0.8082
2.0774,0.80804
2.0782,0.80804
2.0791,0.80826
2.0799,0.80853
2.0807,0.80857
2.0816,0.80838
2.0824,0.80834
2.0832,0.80853
2.0841,0.80862
2.0849,0.80848
2.0858,0.80841
2.0866,0.80857
2.0874,0.80866
2.0883,0.8086
2.0891,0.80862
2.09,0.80876
2.0908,0.80886
2.0917,0.80906
2.0925,0.80925
2.0933,0.80935
2.0942,0.80946
2.095,0.80957
2.0959,0.80956
2.0967,0.80947
2.0976,0.80963
2.0984,0.8099
2.0993,0.81006
2.1001,0.81001
2.101,0.80999
2.1018,0.81004
2.1027,0.81027
2.1035,0.81027
2.1044,0.81019
2.1052,0.81015
2.1061,0.81003
2.1069,0.80993
2.1078,0.80981
2.1087,0.80964
2.1095,0.80965
2.1104,0.80992
2.1112,0.81015
2.1121,0.81001
2.113,0.80962
2.1138,0.80956
2.1147,0.80978
2.1155,0.80982
2.1164,0.80988
2.1173,0.81022
2.1181,0.81053
2.119,0.81066
2.1199,0.81058
2.1207,0.81076
2.1216,0.81121
2.1225,0.81145
2.1233,0.81114
2.1242,0.81085
2.1251,0.81116
2.126,0.81144
2.1268,0.81146
2.1277,0.81117
2.1286,0.81096
2.1294,0.81077
2.1303,0.81075
2.1312,0.81114
2.1321,0.81159
2.133,0.8118
2.1338,0.81162
2.1347,0.81151
2.1356,0.81151
2.1365,0.81141
2.1373,0.81118
2.1382,0.81105
2.1391,0.81108
2.14,0.8112
2.1409,0.81117
2.1418,0.81107
2.1426,0.81112
2.1435,0.81134
2.1444,0.81168
2.1453,0.81206
2.1462,0.81225
2.1471,0.81196
2.148,0.81148
2.1489,0.81111
2.1498,0.81116
2.1506,0.81112
2.1515,0.81081
2.1524,0.81064
2.1533,0.81079
2.1542,0.81115
2.1551,0.81144
2.156,0.81126
2.1569,0.81095
2.1578,0.8108
2.1587,0.81065
2.1596,0.81048
2.1605,0.8103
2.1614,0.81015
2.1623,0.81008
2.1632,0.81001
2.1641,0.80998
2.165,0.80988
2.1659,0.81003
2.1668,0.80995
2.1677,0.80975
2.1686,0.80964
2.1695,0.80976
2.1704,0.81014
2.1714,0.81055
2.1723,0.8106
2.1732,0.81037
2.1741,0.81028
2.175,0.81043
2.1759,0.81075
2.1768,0.811
2.1777,0.81105
2.1787,0.81117
2.1796,0.81132
2.1805,0.81108
2.1814,0.81064
2.1823,0.81037
2.1832,0.81022
2.1842,0.8103
2.1851,0.8107
2.186,0.81062
2.1869,0.81023
2.1878,0.81007
2.1888,0.81036
2.1897,0.81043
2.1906,0.81013
2.1916,0.80987
2.1925,0.80996
2.1934,0.81005
2.1943,0.80982
2.1953,0.80949
2.1962,0.80924
2.1971,0.80915
2.1981,0.80933
2.199,0.80968
2.1999,0.80991
2.2008,0.80975
2.2018,0.80955
2.2027,0.80953
2.2037,0.80943
2.2046,0.80931
2.2055,0.80932
2.2065,0.80949
2.2074,0.80973
2.2083,0.80965
2.2093,0.80912
2.2102,0.80885
2.2112,0.8093
2.2121,0.81005
2.2131,0.81054
2.214,0.81058
2.215,0.81043
2.2159,0.81021
2.2168,0.81025
2.2178,0.81025
2.2187,0.81036
2.2197,0.81071
2.2206,0.81105
2.2216,0.81117
2.2225,0.81116
2.2235,0.81094
2.2245,0.81055
2.2254,0.81048
2.2264,0.81084
2.2273,0.8111
2.2283,0.81111
2.2292,0.81107
2.2302,0.81095
2.2312,0.81074
2.2321,0.81035
2.2331,0.81
2.234,0.80974
2.235,0.80962
2.236,0.80951
2.2369,0.80959
2.2379,0.80983
2.2389,0.80976
2.2398,0.80938
2.2408,0.80915
2.2418,0.80916
2.2427,0.809
2.2437,0.80864
2.2447,0.80833
2.2456,0.80832
2.2466,0.80848
2.2476,0.8086
2.2486,0.80852
2.2495,0.80815
2.2505,0.80781
2.2515,0.80783
2.2525,0.80779
2.2535,0.80729
2.2544,0.80682
2.2554,0.80668
2.2564,0.80656
2.2574,0.80624
2.2584,0.80592
2.2593,0.8058
2.2603,0.80577
2.2613,0.80571
2.2623,0.8056
2.2633,0.80562
2.2643,0.8057
2.2653,0.80564
2.2663,0.80541
2.2672,0.8052
2.2682,0.80502
2.2692,0.80473
2.2702,0.80403
2.2712,0.80329
2.2722,0.80289
2.2732,0.80307
2.2742,0.8036
2.2752,0.80397
2.2762,0.80403
2.2772,0.80392
2.2782,0.80378
2.2792,0.80374
2.2802,0.80362
2.2812,0.80336
2.2822,0.80294
2.2832,0.80265
2.2842,0.80237
2.2852,0.802
2.2862,0.80158
2.2873,0.80144
2.2883,0.80139
2.2893,0.80125
2.2903,0.80108
2.2913,0.80071
2.2923,0.80047
2.2933,0.80032
2.2943,0.80005
2.2954,0.79969
2.2964,0.79942
2.2974,0.79887
2.2984,0.79808
2.2994,0.7977
2.3004,0.79773
2.3015,0.79746
2.3025,0.79704
2.3035,0.79671
2.3045,0.79628
2.3056,0.79594
2.3066,0.7957
2.3076,0.79531
2.3086,0.79475
2.3097,0.7942
2.3107,0.79357
2.3117,0.79251
2.3128,0.79146
