KC-OL-Im_5,
W,R
0.50012,0.58713
0.50031,0.5744
0.5005,0.56683
0.5007,0.56298
0.50089,0.5623
0.50108,0.5634
0.50128,0.56809
0.50147,0.56952
0.50166,0.57033
0.50186,0.5744
0.50205,0.57611
0.50225,0.57957
0.50244,0.5912
0.50264,0.59834
0.50283,0.5931
0.50303,0.5867
0.50322,0.58271
0.50342,0.577
0.50361,0.56676
0.50381,0.55687
0.50401,0.55464
0.5042,0.55926
0.5044,0.56404
0.50459,0.56653
0.50479,0.57032
0.50499,0.56844
0.50518,0.57106
0.50538,0.58684
0.50558,0.5972
0.50577,0.59091
0.50597,0.5738
0.50617,0.56789
0.50637,0.57064
0.50657,0.57399
0.50676,0.58044
0.50696,0.5728
0.50716,0.56553
0.50736,0.5685
0.50756,0.56742
0.50776,0.56237
0.50795,0.55977
0.50815,0.5626
0.50835,0.56418
0.50855,0.57026
0.50875,0.57369
0.50895,0.57073
0.50915,0.57598
0.50935,0.57069
0.50955,0.55698
0.50975,0.55494
0.50995,0.55743
0.51015,0.56647
0.51035,0.58334
0.51056,0.59092
0.51076,0.57917
0.51096,0.56664
0.51116,0.56755
0.51136,0.5687
0.51156,0.56846
0.51177,0.58078
0.51197,0.59231
0.51217,0.59012
0.51237,0.58924
0.51257,0.58947
0.51278,0.5812
0.51298,0.57737
0.51318,0.58441
0.51339,0.58415
0.51359,0.57766
0.51379,0.58764
0.514,0.60087
0.5142,0.59711
0.51441,0.59467
0.51461,0.59706
0.51481,0.59422
0.51502,0.59605
0.51522,0.59813
0.51543,0.59442
0.51563,0.59286
0.51584,0.58765
0.51604,0.58327
0.51625,0.58711
0.51645,0.58677
0.51666,0.58463
0.51687,0.5907
0.51707,0.60137
0.51728,0.60165
0.51749,0.59085
0.51769,0.59169
0.5179,0.60006
0.51811,0.5982
0.51831,0.59451
0.51852,0.5947
0.51873,0.59103
0.51894,0.58661
0.51914,0.59305
0.51935,0.60527
0.51956,0.60635
0.51977,0.59834
0.51998,0.59317
0.52018,0.59473
0.52039,0.60033
0.5206,0.59777
0.52081,0.59403
0.52102,0.60356
0.52123,0.60634
0.52144,0.59775
0.52165,0.59463
0.52186,0.594
0.52207,0.59435
0.52228,0.59647
0.52249,0.59911
0.5227,0.60309
0.52291,0.60549
0.52312,0.60191
0.52333,0.59823
0.52355,0.60312
0.52376,0.60594
0.52397,0.60288
0.52418,0.59971
0.52439,0.59538
0.52461,0.59703
0.52482,0.60097
0.52503,0.59671
0.52524,0.59503
0.52546,0.60219
0.52567,0.60755
0.52588,0.60966
0.5261,0.61193
0.52631,0.61656
0.52652,0.62079
0.52674,0.61246
0.52695,0.59878
0.52717,0.59185
0.52738,0.59629
0.5276,0.61059
0.52781,0.61438
0.52802,0.61115
0.52824,0.61437
0.52846,0.61238
0.52867,0.60493
0.52889,0.60294
0.5291,0.60406
0.52932,0.60361
0.52953,0.60757
0.52975,0.61155
0.52997,0.6062
0.53018,0.59981
0.5304,0.59932
0.53062,0.60341
0.53084,0.6066
0.53105,0.60824
0.53127,0.61322
0.53149,0.61635
0.53171,0.61373
0.53192,0.61534
0.53214,0.623
0.53236,0.6189
0.53258,0.60629
0.5328,0.60273
0.53302,0.60274
0.53324,0.60179
0.53346,0.60368
0.53368,0.60858
0.5339,0.61218
0.53412,0.61138
0.53434,0.6077
0.53456,0.59889
0.53478,0.59514
0.535,0.60461
0.53522,0.61449
0.53544,0.61803
0.53566,0.61419
0.53588,0.60728
0.5361,0.60858
0.53633,0.61615
0.53655,0.62212
0.53677,0.6207
0.53699,0.61498
0.53722,0.61516
0.53744,0.61777
0.53766,0.61788
0.53788,0.61966
0.53811,0.6247
0.53833,0.6258
0.53855,0.62075
0.53878,0.61991
0.539,0.62346
0.53923,0.62532
0.53945,0.62408
0.53968,0.62494
0.5399,0.62809
0.54013,0.6228
0.54035,0.61712
0.54058,0.61757
0.5408,0.61745
0.54103,0.61637
0.54125,0.61565
0.54148,0.62158
0.54171,0.62716
0.54193,0.62471
0.54216,0.62533
0.54239,0.62718
0.54261,0.62521
0.54284,0.6223
0.54307,0.61948
0.54329,0.62258
0.54352,0.62858
0.54375,0.62744
0.54398,0.62376
0.54421,0.62169
0.54444,0.62105
0.54466,0.62416
0.54489,0.62857
0.54512,0.63047
0.54535,0.6305
0.54558,0.63267
0.54581,0.63321
0.54604,0.63239
0.54627,0.63509
0.5465,0.63292
0.54673,0.62634
0.54696,0.6237
0.54719,0.6245
0.54742,0.62542
0.54766,0.6274
0.54789,0.63147
0.54812,0.63157
0.54835,0.63009
0.54858,0.62992
0.54881,0.62759
0.54905,0.62688
0.54928,0.63141
0.54951,0.637
0.54975,0.63474
0.54998,0.63008
0.55021,0.63059
0.55045,0.62881
0.55068,0.62674
0.55091,0.63142
0.55115,0.63761
0.55138,0.63635
0.55162,0.62965
0.55185,0.6262
0.55209,0.62723
0.55232,0.62887
0.55256,0.63146
0.55279,0.63657
0.55303,0.63737
0.55327,0.63156
0.5535,0.62639
0.55374,0.62665
0.55397,0.63065
0.55421,0.63367
0.55445,0.63419
0.55469,0.63288
0.55492,0.63607
0.55516,0.64004
0.5554,0.63859
0.55564,0.63913
0.55588,0.63885
0.55611,0.63882
0.55635,0.64198
0.55659,0.64326
0.55683,0.6416
0.55707,0.63816
0.55731,0.63844
0.55755,0.63531
0.55779,0.62986
0.55803,0.63241
0.55827,0.6348
0.55851,0.6374
0.55875,0.6399
0.55899,0.63565
0.55923,0.63367
0.55947,0.63834
0.55972,0.64044
0.55996,0.63834
0.5602,0.63599
0.56044,0.63517
0.56068,0.63728
0.56093,0.63918
0.56117,0.64102
0.56141,0.64319
0.56166,0.64225
0.5619,0.63959
0.56214,0.6414
0.56239,0.64842
0.56263,0.64877
0.56287,0.64354
0.56312,0.64201
0.56336,0.64042
0.56361,0.63895
0.56385,0.63862
0.5641,0.63741
0.56435,0.63999
0.56459,0.64433
0.56484,0.64252
0.56508,0.63596
0.56533,0.63215
0.56558,0.63544
0.56582,0.6366
0.56607,0.63385
0.56632,0.63823
0.56657,0.64268
0.56681,0.64204
0.56706,0.64256
0.56731,0.64482
0.56756,0.64595
0.56781,0.6445
0.56805,0.64514
0.5683,0.64716
0.56855,0.64683
0.5688,0.64765
0.56905,0.6483
0.5693,0.64627
0.56955,0.64502
0.5698,0.64205
0.57005,0.6392
0.5703,0.64134
0.57056,0.64339
0.57081,0.64522
0.57106,0.64653
0.57131,0.64822
0.57156,0.64968
0.57181,0.64701
0.57207,0.64602
0.57232,0.64612
0.57257,0.6448
0.57282,0.64386
0.57308,0.6438
0.57333,0.6428
0.57358,0.64349
0.57384,0.6473
0.57409,0.64734
0.57435,0.64683
0.5746,0.64636
0.57486,0.64707
0.57511,0.65051
0.57537,0.65053
0.57562,0.64878
0.57588,0.64696
0.57613,0.64575
0.57639,0.64472
0.57665,0.64844
0.5769,0.65176
0.57716,0.64717
0.57742,0.64513
0.57767,0.64442
0.57793,0.64416
0.57819,0.64529
0.57845,0.64532
0.57871,0.64593
0.57896,0.64676
0.57922,0.6496
0.57948,0.65163
0.57974,0.65126
0.58,0.65002
0.58026,0.65052
0.58052,0.64974
0.58078,0.64552
0.58104,0.64584
0.5813,0.64857
0.58156,0.64812
0.58182,0.64422
0.58208,0.64407
0.58235,0.64949
0.58261,0.65118
0.58287,0.64925
0.58313,0.64669
0.58339,0.64617
0.58366,0.6462
0.58392,0.64462
0.58418,0.6446
0.58445,0.647
0.58471,0.65144
0.58497,0.65318
0.58524,0.65247
0.5855,0.65269
0.58577,0.6522
0.58603,0.65064
0.5863,0.64855
0.58656,0.64849
0.58683,0.65025
0.58709,0.65018
0.58736,0.64803
0.58763,0.64683
0.58789,0.64805
0.58816,0.64889
0.58843,0.64883
0.58869,0.65001
0.58896,0.65219
0.58923,0.65335
0.5895,0.65251
0.58976,0.65114
0.59003,0.64956
0.5903,0.64804
0.59057,0.64898
0.59084,0.65071
0.59111,0.65066
0.59138,0.6503
0.59165,0.64955
0.59192,0.64942
0.59219,0.65165
0.59246,0.65364
0.59273,0.65475
0.593,0.65383
0.59327,0.65061
0.59354,0.65097
0.59382,0.65373
0.59409,0.65417
0.59436,0.65368
0.59463,0.6537
0.59491,0.65361
0.59518,0.65326
0.59545,0.65376
0.59573,0.65441
0.596,0.65419
0.59627,0.65447
0.59655,0.65587
0.59682,0.65643
0.5971,0.6547
0.59737,0.65181
0.59765,0.64988
0.59792,0.64966
0.5982,0.6498
0.59848,0.65063
0.59875,0.65301
0.59903,0.65524
0.59931,0.65563
0.59958,0.65467
0.59986,0.65248
0.60014,0.65089
0.60042,0.65381
0.6007,0.65846
0.60097,0.65846
0.60125,0.65365
0.60153,0.65037
0.60181,0.65094
0.60209,0.65309
0.60237,0.65412
0.60265,0.65268
0.60293,0.65197
0.60321,0.65192
0.60349,0.65272
0.60377,0.65295
0.60405,0.65126
0.60434,0.65078
0.60462,0.6521
0.6049,0.65394
0.60518,0.65424
0.60547,0.6563
0.60575,0.65744
0.60603,0.6563
0.60631,0.654
0.6066,0.65086
0.60688,0.65291
0.60717,0.65406
0.60745,0.65518
0.60774,0.65518
0.60802,0.65361
0.60831,0.65367
0.60859,0.65222
0.60888,0.65554
0.60916,0.65719
0.60945,0.65714
0.60974,0.65557
0.61002,0.65412
0.61031,0.6554
0.6106,0.65362
0.61089,0.65507
0.61117,0.65259
0.61146,0.65237
0.61175,0.65357
0.61204,0.65157
0.61233,0.65196
0.61262,0.651
0.61291,0.65519
0.6132,0.6545
0.61349,0.65333
0.61378,0.65276
0.61407,0.65169
0.61436,0.65395
0.61465,0.65281
0.61494,0.65613
0.61524,0.65364
0.61553,0.65284
0.61582,0.65247
0.61611,0.65214
0.61641,0.65748
0.6167,0.65479
0.61699,0.65483
0.61729,0.6519
0.61758,0.65263
0.61787,0.65264
0.61817,0.65038
0.61846,0.65466
0.61876,0.65448
0.61905,0.65759
0.61935,0.65417
0.61965,0.65456
0.61994,0.65554
0.62024,0.65382
0.62054,0.65643
0.62083,0.65328
0.62113,0.65667
0.62143,0.65531
0.62173,0.65635
0.62203,0.65545
0.62232,0.65312
0.62262,0.65702
0.62292,0.65421
0.62322,0.65715
0.62352,0.65387
0.62382,0.65258
0.62412,0.65133
0.62442,0.65057
0.62472,0.65428
0.62502,0.65045
0.62533,0.65442
0.62563,0.65507
0.62593,0.65837
0.62623,0.6566
0.62654,0.65243
0.62684,0.65566
0.62714,0.65404
0.62744,0.65757
0.62775,0.65379
0.62805,0.65494
0.62836,0.65525
0.62866,0.65375
0.62897,0.65575
0.62927,0.65146
0.62958,0.65607
0.62988,0.65424
0.63019,0.65539
0.6305,0.65551
0.6308,0.6537
0.63111,0.65707
0.63142,0.65376
0.63173,0.65562
0.63203,0.65318
0.63234,0.65576
0.63358,0.63799
0.63389,0.65497
0.6342,0.65298
0.63451,0.65601
0.63482,0.65477
0.63513,0.65548
0.63544,0.65455
0.63575,0.6531
0.63607,0.65677
0.63638,0.65365
0.63669,0.65632
0.637,0.65584
0.63732,0.6553
0.63763,0.65417
0.63794,0.65191
0.63826,0.65524
0.63857,0.65388
0.63889,0.65651
0.6392,0.65388
0.63952,0.654
0.63983,0.65638
0.64015,0.65571
0.64046,0.65719
0.64078,0.65412
0.6411,0.6567
0.64142,0.65595
0.64173,0.6582
0.64205,0.66029
0.64237,0.65823
0.64269,0.65875
0.64301,0.65544
0.64333,0.65692
0.64364,0.65519
0.64396,0.65631
0.64428,0.65774
0.64461,0.65701
0.64493,0.65902
0.64525,0.65765
0.64557,0.66059
0.64589,0.65971
0.64621,0.65977
0.64653,0.65937
0.64686,0.65984
0.64718,0.66235
