OC-LP-A2_1,
W,R
0.25,0.075747051
0.255,0.077767357
0.26,0.079856014
0.265,0.081749602
0.27,0.083480265
0.275,0.08501937
0.28,0.086379587
0.285,0.087718853
0.29,0.089313483
0.295,0.090782926
0.3,0.092751864
0.305,0.094466808
0.31,0.096326883
0.315,0.098336119
0.32,0.100624877
0.325,0.102602184
0.33,0.10455505
0.335,0.10618677
0.34,0.108381839
0.345,0.110304373
0.35,0.111992188
0.355,0.113660269
0.36,0.115391865
0.365,0.117520663
0.37,0.119303753
0.375,0.121412981
0.38,0.123495139
0.385,0.126094862
0.39,0.128432382
0.395,0.130786619
0.4,0.134938803
0.405,0.136694674
0.41,0.138388567
0.415,0.140223005
0.42,0.142654816
0.425,0.144839395
0.43,0.147198218
0.435,0.150130301
0.44,0.152653294
0.445,0.155280414
0.45,0.157546024
0.455,0.159704497
0.46,0.161618471
0.465,0.163459245
0.47,0.165353475
0.475,0.167257558
0.48,0.169247821
0.485,0.171554778
0.49,0.174204373
0.495,0.177011615
0.5,0.179927903
0.505,0.182927457
0.51,0.186255495
0.515,0.189876164
0.52,0.193426114
0.525,0.197135293
0.53,0.200893851
0.535,0.204727599
0.54,0.208486005
0.545,0.212043722
0.55,0.215565368
0.555,0.219225119
0.56,0.222710487
0.565,0.225892853
0.57,0.228912645
0.575,0.231746938
0.58,0.234588136
0.585,0.237156361
0.59,0.239613929
0.595,0.241968841
0.6,0.244321472
0.605,0.246376544
0.61,0.248348373
0.615,0.250051718
0.62,0.251774503
0.625,0.253332946
0.63,0.254676974
0.635,0.256061838
0.64,0.257316051
0.645,0.258399013
0.65,0.25944582
0.655,0.260406078
0.66,0.261430415
0.665,0.262323678
0.67,0.263127904
0.675,0.263929679
0.68,0.264668057
0.685,0.265303816
0.69,0.265978913
0.695,0.266604536
0.7,0.267213484
0.705,0.267698415
0.71,0.268191056
0.715,0.26861086
0.72,0.268825524
0.725,0.26901463
0.73,0.269074556
0.735,0.269070475
0.74,0.268963965
0.745,0.268854631
