OC-LP-A2_1,
0.75,0.268562609
0.755,0.268151807
0.76,0.267668199
0.765,0.267108652
0.77,0.266296711
0.775,0.265611814
0.78,0.264809589
0.785,0.263892305
0.79,0.262833064
0.795,0.261731675
0.8,0.260489474
0.805,0.259185996
0.81,0.257721182
0.815,0.256333312
0.82,0.254712451
0.825,0.253315556
0.83,0.25137388
0.835,0.250011016
0.84,0.248471579
0.845,0.246962649
0.85,0.245375873
0.855,0.241956659
0.86,0.240389447
0.865,0.238998961
0.87,0.237822645
0.875,0.236706962
0.88,0.235638986
0.885,0.234873355
0.89,0.23400961
0.895,0.233251393
0.9,0.232618992
0.905,0.23200782
0.91,0.231699275
0.915,0.231644092
0.92,0.231525157
0.925,0.231586777
0.93,0.231590481
0.935,0.231795648
0.94,0.232024539
0.945,0.232318193
0.95,0.232726726
0.955,0.233268339
0.96,0.233876753
0.965,0.234364131
0.97,0.23492494
0.975,0.235535731
0.98,0.236174421
0.985,0.236726175
0.99,0.23726747
0.995,0.237396564
1,0.237830695
1.005,0.23823436
1.01,0.238265693
1.015,0.238923377
1.02,0.239216797
1.025,0.239327642
1.03,0.239632712
1.035,0.239893344
1.04,0.24002106
1.045,0.240209567
1.05,0.240525866
1.055,0.240884295
1.06,0.241135467
1.065,0.241225148
1.07,0.241172616
1.075,0.241507278
1.08,0.241622323
1.085,0.242551539
1.09,0.24288045
1.095,0.243094904
1.1,0.243517414
1.105,0.246292171
1.11,0.244436749
1.115,0.244592042
1.12,0.245083973
1.125,0.246519766
1.13,0.247187574
1.135,0.247945225
1.14,0.246579377
1.145,0.247121688
1.15,0.246569892
1.155,0.247440927
1.16,0.247849871
1.165,0.2476727
1.17,0.247984468
1.175,0.246664065
1.18,0.247416579
1.185,0.24822757
1.19,0.24769126
1.195,0.247920112
1.2,0.247667786
1.205,0.247096197
1.21,0.24781016
1.215,0.247225395
1.22,0.246965329
1.225,0.24726348
1.23,0.246477362
1.235,0.247279273
1.24,0.247358961
1.245,0.247089963
1.25,0.24695034
1.255,0.247404138
1.26,0.246748921
1.265,0.246904287
1.27,0.246853515
1.275,0.247161601
1.28,0.247175444
1.285,0.246687299
1.29,0.246612586
1.295,0.246855921
1.3,0.247071919
1.305,0.247208906
1.31,0.247099888
1.315,0.246684488
1.32,0.246735814
1.325,0.247168303
1.33,0.24704555
1.335,0.247897099
1.34,0.247665119
1.345,0.247243945
1.35,0.247018736
1.355,0.247109373
1.36,0.24726743
1.365,0.246910682
1.37,0.246825128
1.375,0.246682656
1.38,0.247349645
1.385,0.246866849
1.39,0.246730109
1.395,0.246332102
1.4,0.246282114
1.405,0.245840704
1.41,0.245977157
1.415,0.245416274
1.42,0.245260371
1.425,0.245293294
1.43,0.244391527
1.435,0.244743528
1.44,0.244614013
1.445,0.243886116
1.45,0.244202851
1.455,0.243928309
1.46,0.24314782
1.465,0.243544967
1.47,0.242852001
1.475,0.242695413
1.48,0.242540363
1.485,0.242215339
1.49,0.242039861
1.495,0.24134741
1.5,0.240935604
1.505,0.24053386
1.51,0.240414958
1.515,0.240282808
1.52,0.24002486
1.525,0.239895625
1.53,0.239754433
1.535,0.239431468
1.54,0.239082773
1.545,0.239101501
1.55,0.238864886
1.555,0.237981502
1.56,0.237293164
1.565,0.236919708
1.57,0.236871397
1.575,0.236346615
1.58,0.236189569
1.585,0.235396578
1.59,0.234992089
1.595,0.234504531
1.6,0.234410749
1.605,0.233992904
1.61,0.233489839
1.615,0.233613024
1.62,0.23286067
1.625,0.23275358
1.63,0.232215965
1.635,0.231344599
1.64,0.231168557
1.645,0.231316443
1.65,0.230639075
1.655,0.229890047
1.66,0.229388773
1.665,0.229863394
1.67,0.229356872
1.675,0.22863406
1.68,0.228337912
1.685,0.227307904
1.69,0.227832531
1.695,0.22663933
1.7,0.22632848
1.705,0.225462577
1.71,0.224793861
1.715,0.222694798
1.72,0.221838751
1.725,0.222800027
1.73,0.223142556
1.735,0.222570611
1.74,0.222764172
1.745,0.221738727
1.75,0.221789857
1.755,0.221121346
1.76,0.22079599
1.765,0.219785141
1.77,0.219934362
1.775,0.219551168
1.78,0.218897539
1.785,0.218626799
1.79,0.218736353
1.795,0.218329805
1.8,0.217882732
1.805,0.217630241
1.81,0.217423176
1.815,0.216742663
1.82,0.216836633
1.825,0.21634862
1.83,0.215944144
1.835,0.215484443
1.84,0.214930723
1.845,0.214635889
1.85,0.214193728
1.855,0.213991464
1.86,0.213247854
1.865,0.212750056
1.87,0.212181942
1.875,0.211466959
1.88,0.211697813
1.885,0.210751729
1.89,0.210676298
1.895,0.21063657
1.9,0.209953987
1.905,0.209738658
1.91,0.209322786
1.915,0.208409518
1.92,0.208910322
1.925,0.207320044
1.93,0.20739439
1.935,0.206739242
1.94,0.207262037
1.945,0.206483433
1.95,0.206555788
1.955,0.206221529
1.96,0.206618672
1.965,0.20600438
1.97,0.206449129
1.975,0.205658603
1.98,0.207529318
1.985,0.205726247
1.99,0.206220216
1.995,0.207517626
2,0.205923822
2.005,0.206962422
2.01,0.206164579
2.015,0.206381894
2.02,0.206281756
2.025,0.20578311
2.03,0.20629014
2.035,0.207286771
2.04,0.206681397
2.045,0.206323104
2.05,0.204893273
2.055,0.20591326
2.06,0.206112451
2.065,0.206913754
2.07,0.206573289
2.075,0.206816735
2.08,0.207749616
2.085,0.207415393
2.09,0.206992229
2.095,0.207722521
2.1,0.206934125
2.105,0.207545525
2.11,0.207565319
2.115,0.207337257
2.12,0.20728703
2.125,0.206390792
2.13,0.206659877
2.135,0.205228423
2.14,0.205828586
2.145,0.206484264
2.15,0.206039029
2.155,0.208766377
2.16,0.207732545
2.165,0.206569006
2.17,0.205688072
2.175,0.205081607
2.18,0.204525442
2.185,0.204762851
2.19,0.203959419
2.195,0.204948885
2.2,0.204309648
2.205,0.205427704
2.21,0.205840476
2.215,0.204769126
2.22,0.205613428
2.225,0.20617188
2.23,0.206669915
2.235,0.206879544
2.24,0.206325719
2.245,0.206401815
2.25,0.204340222
2.255,0.207180704
2.26,0.20934916
2.265,0.208465421
2.27,0.208664356
2.275,0.208063875
2.28,0.207660319
2.285,0.20804947
2.29,0.209255908
2.295,0.208593236
2.3,0.205704808
2.305,0.207282726
2.31,0.206208206
2.315,0.208046148
2.32,0.207859551
2.325,0.206145455
2.33,0.210564746
2.335,0.20721405
2.34,0.205341773
2.345,0.207208977
2.35,0.210808171
2.355,0.207282459
2.36,0.209159831
2.365,0.206772166
2.37,0.208479436
2.375,0.208135985
2.38,0.205360457
2.385,0.208176007
2.39,0.211591693
2.395,0.206520195
2.4,0.205927946
2.405,0.205677488
2.41,0.207656287
2.415,0.204665827
2.42,0.203587498
2.425,0.206552182
2.43,0.20582078
2.435,0.206639205
2.44,0.207347367
2.445,0.205427914
2.45,0.205537566
2.455,0.206309498
2.46,0.206365714
2.465,0.202799024
2.47,0.204150733
2.475,0.204708024
2.48,0.204401598
2.485,0.207635742
2.49,0.206743127
2.495,0.205574292
2.5,0.207028991
