KC-OPX-lm_11,
W,R
0.50012,0.12596
0.50031,0.13768
0.5005,0.1317
0.5007,0.11896
0.50089,0.12409
0.50108,0.13364
0.50128,0.1311
0.50147,0.12541
0.50166,0.11893
0.50186,0.11595
0.50205,0.12017
0.50225,0.12442
0.50244,0.12695
0.50264,0.12832
0.50283,0.12781
0.50303,0.12746
0.50322,0.12549
0.50342,0.12679
0.50361,0.13099
0.50381,0.13443
0.50401,0.13792
0.5042,0.14005
0.5044,0.13173
0.50459,0.12055
0.50479,0.11914
0.50499,0.12154
0.50518,0.12667
0.50538,0.13055
0.50558,0.12766
0.50577,0.12811
0.50597,0.13347
0.50617,0.13773
0.50637,0.13449
0.50657,0.12565
0.50676,0.11678
0.50696,0.1149
0.50716,0.12245
0.50736,0.13106
0.50756,0.13284
0.50776,0.13083
0.50795,0.13337
0.50815,0.13657
0.50835,0.12977
0.50855,0.12141
0.50875,0.12305
0.50895,0.12726
0.50915,0.12939
0.50935,0.13144
0.50955,0.12735
0.50975,0.12799
0.50995,0.13737
0.51015,0.13708
0.51035,0.13303
0.51056,0.13314
0.51076,0.13052
0.51096,0.12506
0.51116,0.11947
0.51136,0.12114
0.51156,0.13057
0.51177,0.13629
0.51197,0.13589
0.51217,0.13934
0.51237,0.14152
0.51257,0.13571
0.51278,0.13397
0.51298,0.13551
0.51318,0.13289
0.51339,0.13064
0.51359,0.13275
0.51379,0.13639
0.514,0.13784
0.5142,0.13963
0.51441,0.14149
0.51461,0.14035
0.51481,0.13443
0.51502,0.13015
0.51522,0.13291
0.51543,0.1355
0.51563,0.13596
0.51584,0.13664
0.51604,0.13598
0.51625,0.13985
0.51645,0.14422
0.51666,0.13843
0.51687,0.13096
0.51707,0.13025
0.51728,0.13308
0.51749,0.13584
0.51769,0.13224
0.5179,0.126
0.51811,0.12681
0.51831,0.13397
0.51852,0.13979
0.51873,0.13807
0.51894,0.13781
0.51914,0.14131
0.51935,0.14169
0.51956,0.14132
0.51977,0.14137
0.51998,0.14406
0.52018,0.1426
0.52039,0.13488
0.5206,0.13222
0.52081,0.13428
0.52102,0.1382
0.52123,0.14393
0.52144,0.14609
0.52165,0.14091
0.52186,0.13593
0.52207,0.13924
0.52228,0.14127
0.52249,0.1371
0.5227,0.13494
0.52291,0.13835
0.52312,0.14381
0.52333,0.14464
0.52355,0.13991
0.52376,0.13398
0.52397,0.13119
0.52418,0.13433
0.52439,0.14206
0.52461,0.14664
0.52482,0.14303
0.52503,0.13957
0.52524,0.14005
0.52546,0.13861
0.52567,0.13839
0.52588,0.14035
0.5261,0.14031
0.52631,0.13791
0.52652,0.13625
0.52674,0.13912
0.52695,0.14147
0.52717,0.14033
0.52738,0.13864
0.5276,0.13908
0.52781,0.14211
0.52802,0.1425
0.52824,0.14134
0.52846,0.14182
0.52867,0.14358
0.52889,0.14477
0.5291,0.14046
0.52932,0.13847
0.52953,0.14234
0.52975,0.1419
0.52997,0.13976
0.53018,0.14229
0.5304,0.14372
0.53062,0.14168
0.53084,0.1423
0.53105,0.14412
0.53127,0.14199
0.53149,0.14086
0.53171,0.14335
0.53192,0.14469
0.53214,0.14505
0.53236,0.14323
0.53258,0.13952
0.5328,0.14053
0.53302,0.144
0.53324,0.14482
0.53346,0.14562
0.53368,0.14947
0.5339,0.15098
0.53412,0.14729
0.53434,0.14414
0.53456,0.14294
0.53478,0.14492
0.535,0.14654
0.53522,0.14652
0.53544,0.14862
0.53566,0.14927
0.53588,0.1487
0.5361,0.14436
0.53633,0.13949
0.53655,0.14176
0.53677,0.14364
0.53699,0.14168
0.53722,0.14099
0.53744,0.14406
0.53766,0.1474
0.53788,0.14784
0.53811,0.14612
0.53833,0.14328
0.53855,0.14221
0.53878,0.14199
0.539,0.14138
0.53923,0.1401
0.53945,0.13797
0.53968,0.13889
0.5399,0.14296
0.54013,0.14495
0.54035,0.1439
0.54058,0.14436
0.5408,0.14462
0.54103,0.14433
0.54125,0.14649
0.54148,0.14676
0.54171,0.14461
0.54193,0.14385
0.54216,0.14657
0.54239,0.14969
0.54261,0.14945
0.54284,0.14762
0.54307,0.14608
0.54329,0.14839
0.54352,0.15168
0.54375,0.15098
0.54398,0.14972
0.54421,0.14862
0.54444,0.14648
0.54466,0.14522
0.54489,0.14695
0.54512,0.14724
0.54535,0.14329
