MJL_OLV_1,
1.387470002,0.643357429
1.390890806,0.644301902
1.392640507,0.645605788
1.394830854,0.646350522
1.397021201,0.647095255
1.398334325,0.647840242
1.399818703,0.6492662
1.401396472,0.650075459
1.403146851,0.651193004
1.405335164,0.652496763
1.406646932,0.653614435
1.408835923,0.654731853
1.410148369,0.655663182
1.412160235,0.657145757
1.415401541,0.65845679
1.416711953,0.659947146
1.418461654,0.661251033
1.421088579,0.662554666
1.423715504,0.663858299
1.424501767,0.665025313
1.426776973,0.666279857
1.428965965,0.667397275
1.431152922,0.669073719
1.433341913,0.670191137
1.435091615,0.671495024
1.436843298,0.67290487
1.439468241,0.674102543
1.442096522,0.675033492
1.445162058,0.676336997
1.446913794,0.677081857
1.44918722,0.680127498
1.449538007,0.679130859
1.449541397,0.678199148
1.452600154,0.681366075
1.454789823,0.682297151
1.457854682,0.683786999
1.460481607,0.685090631
1.461535921,0.686036269
1.463543754,0.687325848
1.467924448,0.688815314
1.470988629,0.690491504
1.472740364,0.691236365
1.473884623,0.69194504
1.476241123,0.693471454
1.478868048,0.694775087
1.482811486,0.695891996
1.486238104,0.696539954
1.489820461,0.698312411
1.493326643,0.699056763
1.496830113,0.700546483
1.498589195,0.701791797
1.501644674,0.703340218
1.502956441,0.70445789
1.50514611,0.705388965
1.507773035,0.706692598
1.509084125,0.707996612
1.510935507,0.708357497
1.513465497,0.709299736
1.51521452,0.710789965
1.516526966,0.711721295
1.519155247,0.712652243
1.520906982,0.713397104
1.523284208,0.714266268
1.527040767,0.715258746
1.529669048,0.716189694
1.531860073,0.716748085
1.535640079,0.718204254
1.536675989,0.719169136
1.539742881,0.720099957
1.542370484,0.721217247
1.545875311,0.722334284
1.54799356,0.722799168
1.551573196,0.723450684
1.554201476,0.724381633
1.557269725,0.724939769
1.560354211,0.725423297
1.56340351,0.726801412
1.565592501,0.727918829
1.568223493,0.728104409
1.572710082,0.729361283
1.574355923,0.730338736
1.577860071,0.731642114
1.581366931,0.732200124
1.585065954,0.733299268
1.587940006,0.733875297
1.591007576,0.734619776
1.594513758,0.735364128
1.597426605,0.735923397
1.600210965,0.736666871
1.603279214,0.737225008
1.607224685,0.73778289
1.609787256,0.738547526
1.61292257,0.738899291
1.616429431,0.739457301
1.620814192,0.739828714
1.622152686,0.739857798
1.626513433,0.74057243
1.629581681,0.741130567
1.634518117,0.74116807
1.637036725,0.741501091
1.642300065,0.741499565
1.646885938,0.741821414
1.648877208,0.742056685
1.652824713,0.742055541
1.656332929,0.742240867
1.659253759,0.742474757
1.663787295,0.742797732
1.667295511,0.742983058
1.671619189,0.743785029
1.674749876,0.743539923
1.678258092,0.743725249
1.6839894,0.743781445
1.68703236,0.74316368
1.690981222,0.742789852
1.696244563,0.742788326
1.696362001,0.743120931
1.701507225,0.742973143
1.705013407,0.743717495
1.708729821,0.743774275
1.710716038,0.7435295
1.714516775,0.743683684
1.717074778,0.743838228
1.721100032,0.74377069
1.723655649,0.743370466
1.726215912,0.742903869
1.72913999,0.742903021
1.733472633,0.743110177
1.735354786,0.74259065
1.73791392,0.742434624
1.741203507,0.74243367
1.744127586,0.742432823
1.745842843,0.743106592
1.749608537,0.742897089
1.75289756,0.743051421
1.755089489,0.743361356
1.758210664,0.743759935
1.760936516,0.743670232
1.765319808,0.744445386
1.768242192,0.744910394
1.770573705,0.745727136
1.774085829,0.746150981
1.777007647,0.746771274
1.779564521,0.747236388
1.782936746,0.747694336
1.786140307,0.748166192
1.78906382,0.74832063
1.791989028,0.748009213
1.795306956,0.747690751
1.797473935,0.747386483
1.800399143,0.747075065
1.804421445,0.746608045
1.807681947,0.74637331
1.810636806,0.746140388
1.814295293,0.745207618
1.817220501,0.744896201
1.820056937,0.745055868
1.822339333,0.744428862
1.825265106,0.743962159
1.827824239,0.743806133
1.832431928,0.743738426
1.836232659,0.743337841
1.840253266,0.743336676
1.844802138,0.743734841
1.848292222,0.743955486
1.85157955,0.744575673
1.854868008,0.74488529
1.857165179,0.745702042
1.86071334,0.745660021
1.864732253,0.746124712
1.869533,0.746355385
1.873137847,0.746432846
1.876427435,0.746431892
1.881903211,0.7463518
1.886297894,0.745963177
1.891780541,0.745961588
1.894273421,0.746348216
1.897262622,0.746115284
1.902011425,0.746890333
1.904934373,0.747200056
1.906638852,0.747658488
1.91041476,0.747819608
1.914435367,0.747818443
1.919009063,0.747654903
1.920649599,0.747661357
1.922843222,0.747505436
1.925401791,0.747504695
1.927960924,0.747348668
1.931379273,0.747651318
1.933077496,0.74750247
1.935639454,0.746570018
1.939295681,0.746258388
1.943754264,0.746333876
1.946605877,0.74625627
1.950259845,0.746565781
1.952086264,0.746875822
1.954275933,0.747806897
1.956119695,0.747644148
1.957201706,0.747340194
1.961220053,0.74796017
1.964873456,0.748424966
1.968485125,0.74895442
1.970719918,0.748889126
1.974740526,0.748887961
1.977665734,0.748576544
1.980855336,0.748950835
1.983513325,0.748730134
1.986436273,0.749039857
1.991187335,0.749193765
1.993223157,0.749604179
1.997398742,0.749813105
2.000321125,0.750278113
2.002147544,0.750588154
2.005588588,0.750914451
2.00982099,0.75120707
2.013108883,0.751671972
2.016032961,0.751671125
2.017956408,0.751567794
2.021516173,0.751514251
2.025171835,0.751357906
2.028098738,0.750580633
2.030331399,0.750250353
2.032852625,0.749958115
2.035778398,0.749491413
2.038704736,0.748869425
2.042706389,0.748932911
2.045286171,0.748246377
2.04711711,0.747314137
2.050044013,0.746536863
2.052603146,0.746380837
2.05508616,0.746301612
2.057356468,0.745913604
2.060647186,0.745602081
2.063936774,0.745601127
2.06745637,0.746298027
2.068322326,0.745755141
2.071977989,0.745598797
2.075633086,0.745597738
2.078191655,0.745596996
2.079826581,0.746294442
2.082211133,0.745906401
2.085499026,0.746371304
2.089154123,0.746370244
2.092194402,0.746947786
2.09572991,0.747300049
2.099017238,0.747920236
2.101937927,0.7488511
2.104555053,0.749571915
2.108146508,0.750246865
2.110702252,0.75102255
2.1136252,0.751332273
2.116918093,0.751539115
2.120567062,0.752106686
2.124221029,0.752416197
2.126778468,0.752726026
2.129283524,0.752849387
2.132626059,0.752879616
2.136280592,0.753033842
2.141653735,0.752845802
2.143957992,0.752565762
2.146882635,0.75240963
2.150903243,0.752408464
2.154023945,0.752842218
2.157481289,0.752717128
2.160770877,0.752716175
2.166394156,0.752838633
2.168811527,0.75286913
2.173929229,0.752712362
2.177218817,0.752711408
2.178764367,0.752835048
2.183066408,0.752864999
2.185259467,0.752864363
2.188549055,0.75286341
2.191134577,0.752831463
2.194762721,0.752861609
2.196955215,0.753016259
2.200243108,0.753481161
2.203500008,0.754141735
2.206089569,0.753945321
2.209744667,0.753944262
2.213765275,0.753943097
2.215870219,0.75413815
2.219246791,0.754252079
2.223630649,0.754871948
2.226553597,0.755181671
2.22823565,0.755448422
2.23093802,0.755646255
2.235687952,0.756110734
2.238244261,0.756731133
2.24060108,0.756758694
2.244457927,0.756729332
2.248478534,0.756728167
2.252971291,0.756755109
2.256523139,0.755794126
2.259814987,0.755172032
2.26274076,0.754705329
2.265348671,0.754780739
2.267494081,0.754238096
2.270784799,0.753926573
2.273708877,0.753925725
2.276632391,0.754080163
2.277721272,0.754120226
2.282114472,0.75423386
2.286502284,0.753766733
2.290091483,0.754116641
2.2934481,0.75345415
2.297468707,0.753452985
2.300392221,0.753607423
2.302461693,0.754113056
2.307333517,0.754537121
2.309889825,0.75515752
2.311716244,0.755467561
2.314822344,0.756737185
2.316462787,0.75686375
2.32011619,0.757328547
2.323770723,0.757482773
2.326327597,0.757947887
2.327187775,0.758047457
2.329616055,0.758257504
2.333999912,0.758877373
2.336192406,0.759032023
2.339553206,0.759357729
2.340941208,0.759807071
2.344228537,0.760427259
2.347518125,0.760426305
2.349345108,0.760581061
2.353365151,0.760735181
2.354094476,0.761200825
2.357748444,0.761510336
2.362497811,0.762130099
2.364284068,0.761978273
2.367253393,0.761041726
2.37054524,0.760419632
2.374568107,0.759797326
2.376763991,0.759020265
2.380053579,0.759019312
2.382848943,0.759345182
2.385899475,0.759638758
2.388457479,0.759793301
2.391017177,0.75948199
2.395219154,0.759341597
2.398328502,0.759169301
2.401252016,0.759323738
2.404176094,0.759322891
2.407589364,0.759338012
2.409658176,0.759476587
2.413313838,0.759320243
2.416867022,0.759335324
2.419161995,0.759318548
2.424280261,0.759006495
